,muncode,year,oil_prod
191,68745.0,1990,0.003943
192,70418.0,1990,0.0
193,70508.0,1990,0.0
194,70717.0,1990,0.0
195,73026.0,1990,0.0
196,73168.0,1990,0.000998
197,73200.0,1990,0.0
198,73268.0,1990,0.0
199,73275.0,1990,0.0
200,73319.0,1990,0.0
201,73352.0,1990,0.0
202,73449.0,1990,0.0
203,73504.0,1990,0.86694
204,73547.0,1990,0.045749
205,73563.0,1990,0.0
206,73585.0,1990,0.0
207,73678.0,1990,0.034497
208,73861.0,1990,0.0
209,99624.0,1990,0.0
210,5579.0,1991,0.0
211,5585.0,1991,4.444736
212,5591.0,1991,2.598181
213,5893.0,1991,4.770788
214,81001.0,1991,60.8929475
215,81065.0,1991,10.7779495
216,81736.0,1991,0.037208
217,81794.0,1991,0.0
218,13160.0,1991,1.227675
219,13188.0,1991,0.0520735
220,13468.0,1991,0.0519005
221,13780.0,1991,0.102505
222,15215.0,1991,0.0
223,15572.0,1991,2.483331
224,15667.0,1991,0.0
225,15820.0,1991,0.0
226,18610.0,1991,0.0
227,85010.0,1991,1.171178
228,85125.0,1991,0.0
229,85139.0,1991,3.252118
230,85162.0,1991,0.0
231,85225.0,1991,0.3347275
232,85230.0,1991,0.0
233,85250.0,1991,1.40155
234,85263.0,1991,0.0
235,85325.0,1991,1.366418
236,85410.0,1991,0.0
237,85430.0,1991,2.316769
238,85440.0,1991,0.0
239,85001.0,1991,2.2534025
240,19533.0,1991,0.0
241,20011.0,1991,0.0040545
242,20614.0,1991,0.1951225
243,20710.0,1991,0.0
244,20770.0,1991,0.144689
245,25320.0,1991,0.0
246,25572.0,1991,0.0
247,25580.0,1991,0.0
248,25885.0,1991,0.0
249,41016.0,1991,4.1888145
250,41078.0,1991,0.608975
251,41298.0,1991,0.0
252,41306.0,1991,0.0
253,41001.0,1991,10.4036565
254,41518.0,1991,0.035983
255,41524.0,1991,5.172753
256,41799.0,1991,0.0
257,41797.0,1991,0.0
258,41872.0,1991,0.051427
259,41885.0,1991,0.0
260,47058.0,1991,0.041299
261,47545.0,1991,0.0
262,47707.0,1991,0.0
263,50006.0,1991,2.9234305
264,50110.0,1991,0.0
265,50124.0,1991,0.0
266,50150.0,1991,2.5243005
267,50318.0,1991,0.0
268,50568.0,1991,0.0
269,50577.0,1991,0.0
270,50573.0,1991,0.0
271,50680.0,1991,0.0
272,50689.0,1991,0.0
273,50001.0,1991,8.259597
274,50711.0,1991,0.0
275,52356.0,1991,0.088107
276,54128.0,1991,0.002716
277,54001.0,1991,0.397226
278,54720.0,1991,0.0
279,54810.0,1991,1.711869
280,86001.0,1991,0.0
281,86320.0,1991,3.100737
282,86568.0,1991,0.05597
283,86569.0,1991,0.083863
284,86571.0,1991,0.0
285,86757.0,1991,0.4160465
286,86865.0,1991,0.4104605
287,86885.0,1991,0.0
288,68081.0,1991,4.891059
289,68101.0,1991,0.0
290,68190.0,1991,0.0
291,68235.0,1991,0.031422
292,68575.0,1991,1.052302
293,68615.0,1991,0.21518
294,68655.0,1991,5.865943
295,68689.0,1991,1.650522
296,68745.0,1991,0.000188
297,70418.0,1991,0.0
298,70508.0,1991,0.0
299,70717.0,1991,0.0
300,73026.0,1991,0.051639
301,73168.0,1991,0.0
302,73200.0,1991,0.0
303,73268.0,1991,0.0
304,73275.0,1991,0.0
305,73319.0,1991,0.0
306,73352.0,1991,0.0
307,73449.0,1991,0.0
308,73504.0,1991,0.7659295
309,73547.0,1991,0.113595
310,73563.0,1991,0.0
311,73585.0,1991,0.0
312,73678.0,1991,0.0397905
313,73861.0,1991,0.0
314,99624.0,1991,0.0
315,5579.0,1992,0.0
316,5585.0,1992,3.465684
317,5591.0,1992,1.903139
318,5893.0,1992,4.874862
319,81001.0,1992,64.2853225
320,81065.0,1992,9.3473755
321,81736.0,1992,0.0
322,81794.0,1992,0.0
323,13160.0,1992,1.225552
324,13188.0,1992,0.050686
325,13468.0,1992,0.043002
326,13780.0,1992,0.091114
327,15215.0,1992,0.0
328,15572.0,1992,2.522298
329,15667.0,1992,0.0
330,15820.0,1992,0.0
331,18610.0,1992,0.0
332,85010.0,1992,1.706063
333,85125.0,1992,0.0
334,85139.0,1992,4.0165715
335,85162.0,1992,0.0
336,85225.0,1992,0.318789
337,85230.0,1992,0.0
338,85250.0,1992,1.369904
339,85263.0,1992,0.0
340,85325.0,1992,1.504785
341,85410.0,1992,0.4711285
342,85430.0,1992,3.145466
343,85440.0,1992,0.0
344,85001.0,1992,2.198941
345,19533.0,1992,0.0
346,20011.0,1992,0.0063255
347,20614.0,1992,0.1853835
348,20710.0,1992,0.0
349,20770.0,1992,0.138105
350,25320.0,1992,0.0
351,25572.0,1992,0.0
352,25580.0,1992,0.0
353,25885.0,1992,0.0
354,41016.0,1992,4.348905
355,41078.0,1992,0.701367
356,41298.0,1992,0.0
357,41306.0,1992,0.0
358,41001.0,1992,9.2043095
359,41518.0,1992,0.021622
360,41524.0,1992,5.1291195
361,41799.0,1992,0.0
362,41797.0,1992,0.0
363,41872.0,1992,0.043629
364,41885.0,1992,1.105091
365,47058.0,1992,0.0
366,47545.0,1992,0.0
367,47707.0,1992,0.0
368,50006.0,1992,3.4040835
369,50110.0,1992,0.0
370,50124.0,1992,0.0
371,50150.0,1992,2.8835605
372,50318.0,1992,0.0
373,50568.0,1992,0.024722
374,50577.0,1992,0.0
375,50573.0,1992,0.0
376,50680.0,1992,0.0
377,50689.0,1992,0.0
378,50001.0,1992,9.567911
379,50711.0,1992,0.0
380,52356.0,1992,0.148493
381,54128.0,1992,0.002063
382,54001.0,1992,0.395805
383,54720.0,1992,0.0
384,54810.0,1992,1.696511
385,86001.0,1992,0.458704
386,86320.0,1992,3.047534
387,86568.0,1992,0.072175
388,86569.0,1992,0.625513
389,86571.0,1992,0.256275
390,86757.0,1992,0.4930745
391,86865.0,1992,0.4757235
392,86885.0,1992,0.0
393,68081.0,1992,5.067246
394,68101.0,1992,0.0
395,68190.0,1992,0.0
396,68235.0,1992,0.03407
397,68575.0,1992,1.06669
398,68615.0,1992,0.181281
399,68655.0,1992,4.570516
400,68689.0,1992,1.549092
401,68745.0,1992,0.0009
402,70418.0,1992,0.0
403,70508.0,1992,0.0
404,70717.0,1992,0.000174
405,73026.0,1992,0.055478
406,73168.0,1992,0.022564
407,73200.0,1992,0.0
408,73268.0,1992,0.0
409,73275.0,1992,0.0
410,73319.0,1992,0.0
411,73352.0,1992,0.0
412,73449.0,1992,0.0
413,73504.0,1992,0.7944005
414,73547.0,1992,0.199398
415,73563.0,1992,0.0
416,73585.0,1992,0.0
417,73678.0,1992,0.0307805
418,73861.0,1992,0.0
419,99624.0,1992,0.0
420,5579.0,1993,0.0
421,5585.0,1993,3.210306
422,5591.0,1993,1.863747
423,5893.0,1993,4.130629
424,81001.0,1993,63.7038535
425,81065.0,1993,10.0050935
426,81736.0,1993,0.0
427,81794.0,1993,0.0
428,13160.0,1993,1.2110715
429,13188.0,1993,0.0506535
430,13468.0,1993,0.0450305
431,13780.0,1993,0.090587
432,15215.0,1993,0.0
433,15572.0,1993,2.067765
434,15667.0,1993,0.0
435,15820.0,1993,0.0
436,18610.0,1993,0.0
437,85010.0,1993,2.3738705
438,85125.0,1993,0.0
439,85139.0,1993,3.8889805
440,85162.0,1993,0.0
441,85225.0,1993,0.141793
442,85230.0,1993,0.0
443,85250.0,1993,1.397429
444,85263.0,1993,0.0
445,85325.0,1993,1.450159
446,85410.0,1993,1.69801
447,85430.0,1993,5.386451
448,85440.0,1993,0.0
449,85001.0,1993,1.883517
450,19533.0,1993,0.057584
451,20011.0,1993,0.022523
452,20614.0,1993,0.379457
453,20710.0,1993,0.0
454,20770.0,1993,0.118984
455,25320.0,1993,0.0
456,25572.0,1993,0.0
457,25580.0,1993,0.00157
458,25885.0,1993,0.0
459,41016.0,1993,4.084077
460,41078.0,1993,0.66549
461,41298.0,1993,0.0
462,41306.0,1993,0.0
463,41001.0,1993,9.283016
464,41518.0,1993,0.03865
465,41524.0,1993,4.698371
466,41799.0,1993,0.0
467,41797.0,1993,0.0
468,41872.0,1993,0.044516
469,41885.0,1993,3.253362
470,47058.0,1993,0.0
471,47545.0,1993,0.0
472,47707.0,1993,0.0
473,50006.0,1993,4.1564405
474,50110.0,1993,0.0
475,50124.0,1993,0.0
476,50150.0,1993,2.9435145
477,50318.0,1993,0.0
478,50568.0,1993,0.046654
479,50577.0,1993,0.0
480,50573.0,1993,0.0
481,50680.0,1993,0.0
482,50689.0,1993,0.0
483,50001.0,1993,9.964183
484,50711.0,1993,0.0
485,52356.0,1993,0.138865
486,54128.0,1993,0.000354
487,54001.0,1993,0.485873
488,54720.0,1993,0.0
489,54810.0,1993,1.635077
490,86001.0,1993,0.961878
491,86320.0,1993,2.666222
492,86568.0,1993,0.086334
493,86569.0,1993,0.459138
494,86571.0,1993,0.28596
495,86757.0,1993,0.775926
496,86865.0,1993,0.749961
497,86885.0,1993,0.0
498,68081.0,1993,4.64799
499,68101.0,1993,0.0
500,68190.0,1993,0.0
501,68235.0,1993,0.025115
502,68575.0,1993,1.0674815
503,68615.0,1993,0.162712
504,68655.0,1993,3.643894
505,68689.0,1993,1.328315
506,68745.0,1993,0.022055
507,70418.0,1993,0.0
508,70508.0,1993,0.0
509,70717.0,1993,0.003673
510,73026.0,1993,0.041438
511,73168.0,1993,0.123344
512,73200.0,1993,0.0
513,73268.0,1993,0.0
514,73275.0,1993,0.0
515,73319.0,1993,0.0
516,73352.0,1993,0.0
517,73449.0,1993,0.0
518,73504.0,1993,0.8426565
519,73547.0,1993,0.407872
520,73563.0,1993,0.0
521,73585.0,1993,0.767323
522,73678.0,1993,0.0648025
523,73861.0,1993,0.0
524,99624.0,1993,0.0
525,5579.0,1994,0.0
526,5585.0,1994,3.040077
527,5591.0,1994,1.94421
528,5893.0,1994,3.944984
529,81001.0,1994,60.005715
530,81065.0,1994,9.60233
531,81736.0,1994,0.068851
532,81794.0,1994,0.0
533,13160.0,1994,1.219102
534,13188.0,1994,0.0454945
535,13468.0,1994,0.027248
536,13780.0,1994,0.0711145
537,15215.0,1994,0.0
538,15572.0,1994,2.21468
539,15667.0,1994,0.0
540,15820.0,1994,0.0
541,18610.0,1994,0.0
542,85010.0,1994,2.977447
543,85125.0,1994,0.0
544,85139.0,1994,4.923743
545,85162.0,1994,0.0
546,85225.0,1994,0.164413
547,85230.0,1994,0.9198835
548,85250.0,1994,1.073253
549,85263.0,1994,0.0
550,85325.0,1994,1.2357775
551,85410.0,1994,2.330852
552,85430.0,1994,4.232615
553,85440.0,1994,0.0
554,85001.0,1994,1.652055
555,19533.0,1994,0.298972
556,20011.0,1994,0.022769
557,20614.0,1994,0.543144
558,20710.0,1994,0.0
559,20770.0,1994,0.097635
560,25320.0,1994,0.0
561,25572.0,1994,0.0
562,25580.0,1994,0.0
563,25885.0,1994,0.0
564,41016.0,1994,4.7046285
565,41078.0,1994,0.636968
566,41298.0,1994,0.0
567,41306.0,1994,0.0
568,41001.0,1994,9.309412
569,41518.0,1994,0.003373
570,41524.0,1994,4.6388605
571,41799.0,1994,0.0
572,41797.0,1994,0.0
573,41872.0,1994,0.041289
574,41885.0,1994,2.940502
575,47058.0,1994,0.0
576,47545.0,1994,0.0
577,47707.0,1994,0.0
578,50006.0,1994,5.830575
579,50110.0,1994,0.0
580,50124.0,1994,0.0
581,50150.0,1994,3.110139
582,50318.0,1994,0.0
583,50568.0,1994,0.0057
584,50577.0,1994,0.0
585,50573.0,1994,0.0
586,50680.0,1994,0.0
587,50689.0,1994,0.0
588,50001.0,1994,11.367705
589,50711.0,1994,0.0
590,52356.0,1994,0.128552
591,54128.0,1994,0.0
592,54001.0,1994,0.49192
593,54720.0,1994,0.0
594,54810.0,1994,1.547816
595,86001.0,1994,0.731037
596,86320.0,1994,2.419479
597,86568.0,1994,0.056799
598,86569.0,1994,0.410659
599,86571.0,1994,0.168732
600,86757.0,1994,0.557047
601,86865.0,1994,0.529091
602,86885.0,1994,0.0
603,68081.0,1994,4.811784
604,68101.0,1994,0.0
605,68190.0,1994,0.0
606,68235.0,1994,0.031928
607,68575.0,1994,1.067609
608,68615.0,1994,0.165397
609,68655.0,1994,3.242698
610,68689.0,1994,1.267867
611,68745.0,1994,0.024636
612,70418.0,1994,0.0
613,70508.0,1994,0.0
614,70717.0,1994,0.003728
615,73026.0,1994,0.031926
616,73168.0,1994,0.0803655
617,73200.0,1994,0.0
618,73268.0,1994,0.0
619,73275.0,1994,0.0
620,73319.0,1994,0.0
621,73352.0,1994,0.0
622,73449.0,1994,0.0
623,73504.0,1994,0.845077
624,73547.0,1994,0.372592
625,73563.0,1994,0.0
626,73585.0,1994,1.894419
627,73678.0,1994,0.0630935
628,73861.0,1994,0.0
629,99624.0,1994,0.0
630,5579.0,1995,0.0
631,5585.0,1995,2.779308
632,5591.0,1995,1.721313
633,5893.0,1995,3.702372
634,81001.0,1995,60.843421
635,81065.0,1995,10.730104
636,81736.0,1995,0.518084
637,81794.0,1995,0.0
638,13160.0,1995,1.2056515
639,13188.0,1995,0.0541485
640,13468.0,1995,0.0367475
641,13780.0,1995,0.089162
642,15215.0,1995,0.0
643,15572.0,1995,2.102013
644,15667.0,1995,0.0
645,15820.0,1995,0.0
646,18610.0,1995,0.0
647,85010.0,1995,24.0771
648,85125.0,1995,0.0
649,85139.0,1995,4.3415995
650,85162.0,1995,0.0
651,85225.0,1995,0.1083325
652,85230.0,1995,2.3702585
653,85250.0,1995,1.297384
654,85263.0,1995,0.0
655,85325.0,1995,1.1557845
656,85410.0,1995,23.5206895
657,85430.0,1995,3.82138
658,85440.0,1995,0.0
659,85001.0,1995,1.4001695
660,19533.0,1995,1.426226
661,20011.0,1995,0.017619
662,20614.0,1995,0.45467
663,20710.0,1995,0.0
664,20770.0,1995,0.1531
665,25320.0,1995,0.0
666,25572.0,1995,0.0
667,25580.0,1995,0.003733
668,25885.0,1995,0.0
669,41016.0,1995,4.495943
670,41078.0,1995,0.576009
671,41298.0,1995,0.0
672,41306.0,1995,0.0
673,41001.0,1995,9.7052825
674,41518.0,1995,0.000546
675,41524.0,1995,5.2950615
676,41799.0,1995,0.0
677,41797.0,1995,0.0
678,41872.0,1995,0.037985
679,41885.0,1995,2.775767
680,47058.0,1995,0.0
681,47545.0,1995,0.0
682,47707.0,1995,0.0
683,50006.0,1995,6.640553
684,50110.0,1995,0.0
685,50124.0,1995,0.0
686,50150.0,1995,3.139316
687,50318.0,1995,0.0
688,50568.0,1995,0.239429
689,50577.0,1995,0.0
690,50573.0,1995,0.0
691,50680.0,1995,0.0
692,50689.0,1995,0.0
693,50001.0,1995,11.556377
694,50711.0,1995,0.0
695,52356.0,1995,0.115266
696,54128.0,1995,0.0
697,54001.0,1995,0.394037
698,54720.0,1995,0.0
699,54810.0,1995,1.461691
700,86001.0,1995,0.770136
701,86320.0,1995,2.223587
702,86568.0,1995,0.059436
703,86569.0,1995,0.490203
704,86571.0,1995,0.172098
705,86757.0,1995,0.718563
706,86865.0,1995,0.710964
707,86885.0,1995,0.0
708,68081.0,1995,4.516157
709,68101.0,1995,0.0
710,68190.0,1995,0.0
711,68235.0,1995,0.033867
712,68575.0,1995,1.0281235
713,68615.0,1995,0.167355
714,68655.0,1995,2.768985
715,68689.0,1995,1.173192
716,68745.0,1995,0.021993
717,70418.0,1995,0.0
718,70508.0,1995,0.0
719,70717.0,1995,0.003883
720,73026.0,1995,0.031947
721,73168.0,1995,0.041232
722,73200.0,1995,0.0
723,73268.0,1995,0.0
724,73275.0,1995,0.0
725,73319.0,1995,0.0
726,73352.0,1995,0.0
727,73449.0,1995,0.0
728,73504.0,1995,0.5690755
729,73547.0,1995,0.317284
730,73563.0,1995,0.0018905
731,73585.0,1995,2.4630545
732,73678.0,1995,0.0459245
733,73861.0,1995,0.0
734,99624.0,1995,0.0
735,5579.0,1996,0.0
736,5585.0,1996,2.519327
737,5591.0,1996,1.521322
738,5893.0,1996,3.51047
739,81001.0,1996,60.096121
740,81065.0,1996,9.599851
741,81736.0,1996,0.552249
742,81794.0,1996,0.0
743,13160.0,1996,1.1974015
744,13188.0,1996,0.0519375
745,13468.0,1996,0.02674
746,13780.0,1996,0.0771835
747,15215.0,1996,0.0
748,15572.0,1996,1.950872
749,15667.0,1996,0.0
750,15820.0,1996,0.0
751,18610.0,1996,0.0
752,85010.0,1996,32.5926265
753,85125.0,1996,0.0
754,85139.0,1996,4.2615845
755,85162.0,1996,0.0
756,85225.0,1996,0.1048265
757,85230.0,1996,2.295743
758,85250.0,1996,0.997898
759,85263.0,1996,0.0
760,85325.0,1996,1.05466
761,85410.0,1996,31.1592975
762,85430.0,1996,4.345701
763,85440.0,1996,0.0
764,85001.0,1996,2.085853
765,19533.0,1996,2.068494
766,20011.0,1996,0.015322
767,20614.0,1996,0.39504
768,20710.0,1996,0.0
769,20770.0,1996,0.149984
770,25320.0,1996,0.060222
771,25572.0,1996,0.0
772,25580.0,1996,0.0
773,25885.0,1996,0.0
774,41016.0,1996,4.193964
775,41078.0,1996,0.412397
776,41298.0,1996,0.0
777,41306.0,1996,0.0
778,41001.0,1996,8.7543765
779,41518.0,1996,0.0
780,41524.0,1996,4.6116575
781,41799.0,1996,0.0
782,41797.0,1996,0.0
783,41872.0,1996,0.033908
784,41885.0,1996,2.264888
785,47058.0,1996,0.0
786,47545.0,1996,0.0
787,47707.0,1996,0.0
788,50006.0,1996,7.3693915
789,50110.0,1996,0.0
790,50124.0,1996,0.0
791,50150.0,1996,3.7032555
792,50318.0,1996,0.0
793,50568.0,1996,0.099357
794,50577.0,1996,0.0
795,50573.0,1996,0.0
796,50680.0,1996,0.0
797,50689.0,1996,0.0
798,50001.0,1996,14.455888
799,50711.0,1996,0.0
800,52356.0,1996,0.105659
801,54128.0,1996,0.0
802,54001.0,1996,0.414063
803,54720.0,1996,0.0
804,54810.0,1996,1.372116
805,86001.0,1996,0.815952
806,86320.0,1996,2.029868
807,86568.0,1996,0.062256
808,86569.0,1996,0.357523
809,86571.0,1996,0.294423
810,86757.0,1996,0.9043365
811,86865.0,1996,0.8664685
812,86885.0,1996,0.0
813,68081.0,1996,4.422061
814,68101.0,1996,0.0
815,68190.0,1996,0.0
816,68235.0,1996,0.03257
817,68575.0,1996,1.0288585
818,68615.0,1996,0.212638
819,68655.0,1996,2.641158
820,68689.0,1996,1.157079
821,68745.0,1996,0.01717
822,70418.0,1996,0.0
823,70508.0,1996,0.0
824,70717.0,1996,0.01218
825,73026.0,1996,0.028426
826,73168.0,1996,0.092472
827,73200.0,1996,0.0
828,73268.0,1996,0.0
829,73275.0,1996,0.0
830,73319.0,1996,0.0
831,73352.0,1996,0.0
832,73449.0,1996,0.0
833,73504.0,1996,0.8347565
834,73547.0,1996,0.323025
835,73563.0,1996,0.246217
836,73585.0,1996,1.851694
837,73678.0,1996,0.0580045
838,73861.0,1996,0.0
839,99624.0,1996,0.0
840,5579.0,1997,0.0
841,5585.0,1997,2.2520125
842,5591.0,1997,1.355753
843,5893.0,1997,3.149811
844,81001.0,1997,50.597293
845,81065.0,1997,8.023592
846,81736.0,1997,0.465233
847,81794.0,1997,0.0
848,13160.0,1997,1.120752
849,13188.0,1997,0.055605
850,13468.0,1997,0.006355
851,13780.0,1997,0.06196
852,15215.0,1997,0.0
853,15572.0,1997,1.9240865
854,15667.0,1997,0.0
855,15820.0,1997,0.0
856,18610.0,1997,0.0
857,85010.0,1997,41.1913205
858,85125.0,1997,0.0
859,85139.0,1997,3.6832
860,85162.0,1997,0.0
861,85225.0,1997,0.3890125
862,85230.0,1997,2.14175
863,85250.0,1997,1.000756
864,85263.0,1997,0.0
865,85325.0,1997,0.921251
866,85410.0,1997,34.6385355
867,85430.0,1997,4.009289
868,85440.0,1997,0.0
869,85001.0,1997,6.8654445
870,19533.0,1997,1.7277
871,20011.0,1997,0.011902
872,20614.0,1997,0.359107
873,20710.0,1997,0.0
874,20770.0,1997,0.131956
875,25320.0,1997,0.118711
876,25572.0,1997,0.0
877,25580.0,1997,0.0
878,25885.0,1997,0.0
879,41016.0,1997,4.1741605
880,41078.0,1997,0.291223
881,41298.0,1997,0.0
882,41306.0,1997,0.0
883,41001.0,1997,9.128295
884,41518.0,1997,0.0
885,41524.0,1997,4.6908225
886,41799.0,1997,0.0
887,41797.0,1997,0.0
888,41872.0,1997,0.022265
889,41885.0,1997,1.993001
890,47058.0,1997,0.0
891,47545.0,1997,0.0
892,47707.0,1997,0.0
893,50006.0,1997,8.2318615
894,50110.0,1997,0.0
895,50124.0,1997,0.0
896,50150.0,1997,4.2001405
897,50318.0,1997,0.0
898,50568.0,1997,0.232975
899,50577.0,1997,0.0
900,50573.0,1997,0.0
901,50680.0,1997,0.0
902,50689.0,1997,0.0
903,50001.0,1997,17.405402
904,50711.0,1997,0.0
905,52356.0,1997,0.096522
906,54128.0,1997,0.0
907,54001.0,1997,0.405645
908,54720.0,1997,0.0
909,54810.0,1997,1.207919
910,86001.0,1997,0.961061
911,86320.0,1997,1.906251
912,86568.0,1997,0.037298
913,86569.0,1997,0.322715
914,86571.0,1997,0.756269
915,86757.0,1997,0.913526
916,86865.0,1997,0.86957
917,86885.0,1997,0.0
918,68081.0,1997,4.062377
919,68101.0,1997,0.0
920,68190.0,1997,0.0
921,68235.0,1997,0.031245
922,68575.0,1997,0.965615
923,68615.0,1997,0.203751
924,68655.0,1997,2.677918
925,68689.0,1997,1.105806
926,68745.0,1997,0.009742
927,70418.0,1997,0.0
928,70508.0,1997,0.0
929,70717.0,1997,0.014257
930,73026.0,1997,0.030584
931,73168.0,1997,0.066717
932,73200.0,1997,0.0
933,73268.0,1997,0.0
934,73275.0,1997,0.0
935,73319.0,1997,0.0
936,73352.0,1997,0.0
937,73449.0,1997,0.0
938,73504.0,1997,0.7400595
939,73547.0,1997,0.300277
940,73563.0,1997,0.794983
941,73585.0,1997,3.055868
942,73678.0,1997,0.0479085
943,73861.0,1997,0.0
944,99624.0,1997,0.0
945,5579.0,1998,0.0
946,5585.0,1998,2.133505
947,5591.0,1998,1.200594
948,5893.0,1998,2.964257
949,81001.0,1998,38.9223745
950,81065.0,1998,7.5838465
951,81736.0,1998,0.299298
952,81794.0,1998,0.0
