,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,grupo_armado_1,descripci_n_grupo_armado,grupo_armado_2,descripci_n_grupo_armado_1,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,capturados,escudo_humano,lesionados_combatientes,militares,polic_as,otras_fuerzas_armadas,agentes_del_estado_sin,total_agentes_del_estado,guerrilleros,paramilitares,grupos_posdesmovilizaci_n,combatientes_sin_informaci,otros_grupos_armados,total_combatientes_de_grupos,total_combatientes,personas_sin_informaci_n,total_civiles,ventaja_militar,total_de_v_ctimas_del_caso,latitud_longitud,grupo_armado_3,descripci_n_grupo_armado_2,otro_hecho_simult_neo,grupo_al_que_pertenecen_los
364,34979,CR002005,2000,12,19,5890,YOLOMBO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,FUERZAS ARMADAS ESTATALES,4,"{'type': 'Point', 'coordinates': [-75.01335058, 6.594592434]}",,,,
365,34980,CR201734980,2000,12,26,25328,GUAYABAL DE SIQUIMA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-74.46743733, 4.877968134]}",,,,
366,34981,CR002010,2001,3,9,52693,SAN PABLO,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,1,0,0,0,2,0,6,0,0,6,0,0,0,0,0,0,6,0,0,GRUPOS ARMADOS ORGANIZADOS,6,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",,,,
367,34982,CR018372,2001,3,16,52490,OLAYA HERRERA,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-78.32561871, 2.347584488]}",,,,
368,34983,CR002011,2001,3,31,19022,ALMAGUER,CAUCA,MACIZO COLOMBIANO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.85592449, 1.913360233]}",GUERRILLA,ELN,,
369,34987,CR002015,2001,6,6,41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",,,,
370,34988,CR048191,2001,6,9,5756,SONSON,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-75.30939515, 5.714811641]}",,,,
371,34991,CR048255,2001,8,11,73686,SANTA ISABEL,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-75.09793439, 4.713605767]}",,,,
372,34992,CR018375,2001,8,11,73043,ANZOATEGUI,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,1,0,0,0,6,0,2,0,0,2,22,0,0,0,0,22,24,0,1,GRUPOS ARMADOS ORGANIZADOS,25,"{'type': 'Point', 'coordinates': [-75.09645074, 4.627473618]}",AGENTE DEL ESTADO,EJÉRCITO NACIONAL,,
373,34993,CR002021,2001,8,17,70418,LOS PALMITOS,SUCRE,MONTES DE MARIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,AGENTE DEL ESTADO,INFANTERÍA DE MARINA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.26874889, 9.380228408]}",GUERRILLA,FARC,,
374,34994,CR002086,2001,9,28,41006,ACEVEDO,HUILA,SUR DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-75.88853156, 1.805263228]}",,,,
375,34995,CR014146,2001,9,29,18410,LA MONTAÑITA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-75.43640776, 1.479172635]}",,,,
376,34996,CR018377,2001,10,8,52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",GUERRILLA,ELN,,
377,34997,CR002028,2001,10,10,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.23450174, 3.323918106]}",AGENTE DEL ESTADO,EJÉRCITO NACIONAL,,
378,34999,CR011023,2001,10,19,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,6,"{'type': 'Point', 'coordinates': [-75.07474109, 4.496132932]}",,,,
379,35000,CR002030,2001,10,25,63548,PIJAO,QUINDIO,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,10,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.703317, 4.33503789]}",,,,
380,35001,CR002033,2001,12,2,17614,RIOSUCIO,CALDAS,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NINGUNO,1,"{'type': 'Point', 'coordinates': [-75.70206971, 5.423680913]}",AGENTE DEL ESTADO,EJÉRCITO NACIONAL,,
381,35002,CR002034,2001,12,12,19355,INZA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-76.06350272, 2.549182984]}",,,,
382,35004,CR018379,2002,1,13,52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,1,1,1,0,0,1,9,0,0,0,0,9,0,0,9,0,0,0,0,0,0,9,0,1,GRUPOS ARMADOS ORGANIZADOS,10,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",GUERRILLA,ELN,,
383,35006,CR002036,2002,1,25,73461,MURILLO,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.17078682, 4.875071014]}",,,,
384,35007,CR018382,2002,2,25,15047,AQUITANIA,BOYACA,ORIENTE DE BOYACA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-72.88398481, 5.518603543]}",,,,
385,35009,CR048736,2002,2,28,52287,FUNES,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-77.4489786, 1.001135181]}",,,,
386,35011,CR008309,2002,3,16,73861,VENADILLO,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-74.92917085, 4.717966593]}",,,,
387,35012,CR007138,2002,4,15,52378,LA CRUZ,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-76.97053174, 1.601339314]}",,,,
388,35013,CR002042,2002,4,15,52203,COLON,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-77.01977704, 1.643874302]}",,,,
389,35014,CR002043,2002,5,15,5197,COCORNA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-75.18548101, 6.058306335]}",,,,
390,35015,,2002,5,25,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,DESCONOCIDO,NO APLICA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-72.89972106, 8.998278492]}",,,,
391,35016,CR016014,2002,6,10,52560,POTOSI,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",,,,
392,35022,CR018393,2002,7,29,52224,CUASPUD CARLOSAMA,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,8,9,0,1,GRUPOS ARMADOS ORGANIZADOS,10,"{'type': 'Point', 'coordinates': [-77.72894683, 0.8629781032]}",,,,
393,35023,CR002050,2002,7,29,52390,LA TOLA,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-78.19039205, 2.398212191]}",,,,
394,35024,CR002051,2002,8,8,18460,MILAN,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.50696203, 1.290427202]}",,,,
395,35027,CR002053,2002,10,29,13212,CORDOBA,BOLIVAR,MONTES DE MARIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-74.82746263, 9.586907918]}",,,,
396,35028,CR046872,2002,11,2,73152,CASABIANCA,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",,,,
397,35033,CR021198,2003,7,11,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",,,,
398,35034,CR014022,2003,7,11,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",,,,
399,35036,CR011018,2005,4,13,52699,SANTACRUZ,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-77.67702224, 1.221985919]}",,,,
400,35037,CR005010,2005,4,14,19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,13,0,0,0,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,1,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",,,,
401,35038,CR014024,2005,6,14,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",,,,
402,35039,CR005011,2005,7,3,19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",,,,
403,35040,,2005,9,2,27745,SIPI,CHOCO,VALLE DE SAN JUAN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,0,0,1,0,0,0,0,0,0,0,0,10,0,5,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,10,"{'type': 'Point', 'coordinates': [-76.64440389, 4.651204152]}",,,,
404,35041,CR018926,2005,12,27,27745,SIPI,CHOCO,VALLE DE SAN JUAN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,10,"{'type': 'Point', 'coordinates': [-76.64440389, 4.651204152]}",,,,
405,35043,CR018129,2006,3,4,17446,MARULANDA,CALDAS,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,8,0,0,0,0,3,0,1,0,0,1,1,0,0,0,0,1,2,0,2,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-75.25940253, 5.284330464]}",,,,
406,35045,,2007,5,14,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,1,2,0,0,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-75.19371478, 4.439608991]}",,,,
407,35046,CR048087,2010,3,20,41801,TERUEL,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-75.56703425, 2.740968416]}",,,,
408,35048,,2012,2,0,52520,FRANCISCO PIZARRO,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,GRUPOS ARMADOS ORGANIZADOS,14,"{'type': 'Point', 'coordinates': [-78.65818187, 2.040809056]}",,,,
409,35049,CR012021,2012,3,3,19809,TIMBIQUI,CAUCA,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-77.66756524, 2.777413702]}",,,,
410,35050,CR047784,2012,7,5,19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",GUERRILLA,FARC,,
411,35051,,2012,7,25,19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-77.23528154, 2.331034222]}",,,,
412,35052,CR047788,2012,9,1,19075,BALBOA,CAUCA,PATIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,AGENTE DEL ESTADO,POLICÍA NACIONAL,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-77.21589814, 2.040478768]}",GUERRILLA,FARC,,
413,35053,CR011026,2013,1,23,19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",,,,
414,35054,,2013,2,5,19142,CALOTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,0,0,0,0,1,0,3,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-76.35354503, 3.0650044]}",,,,
415,35055,CR011041,2013,3,2,27001,QUIBDO,CHOCO,ATRATO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-76.53997536, 5.7442659]}",,,,
416,35056,CR011032,2012,12,31,19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",,,,
417,35057,CR014135,2014,4,30,54670,SAN CALIXTO,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",,,,
418,395195,,2000,7,14,73622,RONCESVALLES,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.60600233, 4.01159776]}",DESCONOCIDO,NO APLICA,,
419,395353,CR2017395353,2002,12,12,52227,CUMBAL,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,1,GRUPOS ARMADOS ORGANIZADOS,5,"{'type': 'Point', 'coordinates': [-77.79227662, 0.9061853609]}",GUERRILLA,FARC,,
420,396324,CR044192,0,0,0,13473,MORALES,BOLIVAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-73.86814048, 8.276306771]}",,,,
421,396405,,1973,1,26,5665,SAN PEDRO DE URABA,ANTIOQUIA,URABA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,5,"{'type': 'Point', 'coordinates': [-76.38057789, 8.276886664]}",,,,
422,396438,CR007246,1975,4,10,18592,PUERTO RICO,CAQUETA,CAGUAN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.15748874, 1.908935073]}",,,,
423,396440,,1975,6,20,5480,MUTATA,ANTIOQUIA,URABA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-76.4358754, 7.242875057]}",,,,
424,396452,CR023049,1977,2,14,50350,LA MACARENA,META,ARIARI GUAYABERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-73.78706882, 2.17821427]}",,,,
425,396531,,1986,9,3,5086,BELMIRA,ANTIOQUIA,NORTE DE ANTIOQUIA,GUERRILLA,OTRA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,SIN INFORMACIÓN,3,"{'type': 'Point', 'coordinates': [-75.66737413, 6.606159502]}",,,,
426,396556,,1987,4,16,5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,EPL,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.76467317, 7.17162903]}",,,,
427,396559,,1987,7,8,70265,GUARANDA,SUCRE,LA MOJANA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,EPL,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,0,0,3,9,0,0,GRUPOS ARMADOS ORGANIZADOS,9,"{'type': 'Point', 'coordinates': [-74.53834542, 8.464847043]}",,,,
428,396603,CR000056,1989,11,9,27413,LLORO,CHOCO,ATRATO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-76.54521063, 5.498150801]}",,,,
429,396606,CR016500,1989,12,15,5647,SAN ANDRES DE CUERQUIA,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/EPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-75.67473253, 6.916808512]}",,,,
430,396648,,1990,12,7,17174,CHINCHINA,CALDAS,EJE CAFETERO,GUERRILLA,NO IDENTIFICADA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NINGUNO,1,"{'type': 'Point', 'coordinates': [-75.60748073, 4.985812862]}",,,,
