,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,grupo_armado_1,descripci_n_grupo_armado,grupo_armado_2,descripci_n_grupo_armado_1,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,capturados,escudo_humano,lesionados_combatientes,militares,polic_as,otras_fuerzas_armadas,agentes_del_estado_sin,total_agentes_del_estado,guerrilleros,paramilitares,grupos_posdesmovilizaci_n,combatientes_sin_informaci,otros_grupos_armados,total_combatientes_de_grupos,total_combatientes,personas_sin_informaci_n,total_civiles,ventaja_militar,total_de_v_ctimas_del_caso,latitud_longitud,grupo_armado_3,descripci_n_grupo_armado_2,otro_hecho_simult_neo,grupo_al_que_pertenecen_los
431,396657,CR003079,1991,7,8,5842,URAMITA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-76.17340916, 6.898494111]}",,,,
432,396681,CR042211,1992,8,18,70124,CAIMITO,SUCRE,LA MOJANA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.11714082, 8.789323934]}",,,,
433,396741,CR003107,1994,8,7,18150,CARTAGENA DEL CHAIRA,CAQUETA,CAGUAN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,5,"{'type': 'Point', 'coordinates': [-74.84719837, 1.335134955]}",,,,
434,396742,CR021072,1994,8,8,41660,SALADOBLANCO,HUILA,SUR DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.04414126, 1.992494881]}",,,,
435,396768,CR021142,1995,11,29,15296,GAMEZA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-72.80552935, 5.802337805]}",,,,
436,396773,CR021146,1996,1,22,19517,PAEZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",GUERRILLA,FARC,,
437,396850,,1998,7,1,95025,EL RETORNO,GUAVIARE,ARIARI GUAYABERO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NINGUNO,2,"{'type': 'Point', 'coordinates': [-72.62718599, 2.330161549]}",,,,
438,396859,CR018531,1998,10,14,52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,1,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",,,,
439,396881,CR018348,1999,6,9,15248,EL ESPINO,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,1,0,0,0,5,0,14,0,0,14,0,0,0,0,0,0,14,0,1,GRUPOS ARMADOS ORGANIZADOS,15,"{'type': 'Point', 'coordinates': [-72.49700735, 6.483027406]}",,,,
440,396895,CR008010,1999,7,23,76122,CAICEDONIA,VALLE DEL CAUCA,CENTRO DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-75.83031805, 4.334609695]}",,,,
441,396898,,1999,8,27,52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",GUERRILLA,ELN,,
442,396919,CR008013,1999,12,2,19100,BOLIVAR,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-76.96631204, 1.837416404]}",,,,
443,396924,CR018357,1999,12,11,5660,SAN LUIS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,8,1,0,0,0,0,1,9,0,2,GRUPOS ARMADOS ORGANIZADOS,11,"{'type': 'Point', 'coordinates': [-74.993641, 6.042983285]}",,,,
444,396933,CR008026,2000,1,11,52560,POTOSI,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-77.57279178, 0.8063404168]}",,,,
445,396977,CR008059,2000,6,16,19517,PAEZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-75.97196451, 2.641366768]}",,,,
446,396980,CR012152,2000,6,26,41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,2,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",,,,
447,396991,CR018363,2000,7,27,52693,SAN PABLO,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",,,,
448,396998,CR021155,2000,8,29,54377,LABATECA,NORTE DE SANTANDER,SURORIENTE DE NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,GRUPOS ARMADOS ORGANIZADOS,5,"{'type': 'Point', 'coordinates': [-72.49587415, 7.298339256]}",,,,
449,397003,CR007102,2000,8,29,76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",,,,
450,397004,CR008080,2000,8,29,76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,"DISIDENCIA M19 ""JAIME BATEMAN CAYÓN""",0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.29858255, 3.532349153]}",,,,
451,397006,CR000204,2000,8,30,19455,MIRANDA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",,,,
452,397010,CR007104,2000,9,1,19142,CALOTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",,,,
453,397011,CR007105,2000,9,1,19807,TIMBIO,CAUCA,MACIZO COLOMBIANO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,"{'type': 'Point', 'coordinates': [-76.68423879, 2.349976425]}",,,,
454,397025,CR018368,2000,10,18,27073,BAGADO,CHOCO,ATRATO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,ERG,1,1,0,1,1,0,3,1,0,0,1,0,0,5,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,5,"{'type': 'Point', 'coordinates': [-76.41529299, 5.41055496]}",GUERRILLA,FARC/ELN,,
455,397027,CR007161,2000,10,22,81794,TAME,ARAUCA,SARARE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-71.75861086, 6.449379486]}",,,,
456,397038,,2000,11,18,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",,,,
457,397039,,2000,11,18,52036,ANCUYA,NARIÑO,CENTRO OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-77.51451329, 1.263299977]}",,,,
458,397048,CR040099,2000,12,10,41872,VILLAVIEJA,HUILA,NORTE DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,"{'type': 'Point', 'coordinates': [-75.11115595, 3.371048831]}",,,,
459,397079,CR007165,2001,2,23,73675,SAN ANTONIO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.48090671, 3.912976052]}",GUERRILLA,FARC,,
460,397092,CR018373,2001,4,4,73067,ATACO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-75.38253426, 3.590635737]}",GUERRILLA,FARC,,
461,397096,CR018374,2001,4,15,5790,TARAZA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,GUERRILLA,FARC,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,7,1,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,19,GRUPOS ARMADOS ORGANIZADOS,20,"{'type': 'Point', 'coordinates': [-75.40140596, 7.580120815]}",,,,
462,397116,CR002013,2001,5,10,52378,LA CRUZ,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.97053174, 1.601339314]}",,,,
463,397120,CR000238,2001,6,19,25053,ARBELAEZ,CUNDINAMARCA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,1,0,1,0,0,2,1,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-74.41482562, 4.272481672]}",,,,
464,397122,CR002017,2001,7,21,19100,BOLIVAR,CAUCA,PATIA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.96631204, 1.837416404]}",GUERRILLA,ELN,,
465,397147,CR000248,2001,10,17,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-75.07474109, 4.496132932]}",,,,
466,397206,CR002046,2002,7,4,68780,SURATA,SANTANDER,PROVINCIA DE SOTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-72.98423197, 7.366579569]}",,,,
467,397210,CR007140,2002,7,11,19821,TORIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-76.27112721, 2.951450409]}",GUERRILLA,FARC,,
468,397216,CR000312,2002,7,17,73236,DOLORES,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,10,10,0,4,FUERZAS ARMADAS ESTATALES,14,"{'type': 'Point', 'coordinates': [-74.89684475, 3.539036003]}",,,,
469,397226,CR000324,2002,8,11,19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",,,,
470,397227,CR008296,2002,8,12,52418,LOS ANDES,NARIÑO,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-77.52132596, 1.494547405]}",GUERRILLA,FARC,,
471,397293,CR021191,2003,5,21,19743,SILVIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.37957042, 2.611815645]}",,,,
472,397313,CR002079,2003,7,9,52678,SAMANIEGO,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-77.59445713, 1.335351879]}",,,,
473,397399,CR002062,2004,8,6,54670,SAN CALIXTO,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-73.20605269, 8.40015189]}",,,,
474,397452,CR003146,2006,1,13,52385,LA LLANADA,NARIÑO,OCCIDENTE DE NARIÑO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,6,6,0,0,FUERZAS ARMADAS ESTATALES,6,"{'type': 'Point', 'coordinates': [-77.58071165, 1.472636197]}",,,,
475,397657,CR037243,2010,11,10,19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",,,,
476,397679,CR007154,2011,5,20,19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,"{'type': 'Point', 'coordinates': [-76.48444786, 2.798130826]}",,,,
477,397696,,2012,1,4,19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",,,,
478,397827,CR045013,2012,11,11,19780,SUAREZ,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.69344711, 2.959701537]}",,,,
479,422139,CR2017422139,2006,8,4,73152,CASABIANCA,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-75.12096615, 5.078464508]}",,,,
480,511226,,1973,3,2,68271,FLORIAN,SANTANDER,PROVINCIA DE VELEZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-73.97142307, 5.804666368]}",,,,
481,532353,CR2017511159,1974,6,11,41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,2,3,0,0,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",,,,
482,532359,,1975,2,13,13473,MORALES,BOLIVAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,"{'type': 'Point', 'coordinates': [-73.86814048, 8.276306771]}",,,,
483,532468,,1977,11,16,5284,FRONTINO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.13076514, 6.776065912]}",,,,
484,534184,CR2017534184,1977,7,20,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,0,0,0,0,0,0,100,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-75.60856043, 1.61792293]}",,,,
485,534428,CR2017534428,1984,5,3,19455,MIRANDA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-76.22886987, 3.253095405]}",GUERRILLA,M19,,
486,554815,,1996,2,14,20383,LA GLORIA,CESAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-73.80321012, 8.619297878]}",,,,
487,5860,CR20175860,1992,3,3,20310,GONZALEZ,CESAR,SUR DE CESAR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-73.38003986, 8.389604097]}",,,,
488,618443,,1988,11,12,5736,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC/ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,"{'type': 'Point', 'coordinates': [-74.70159107, 7.079639679]}",,,,
489,649082,,1969,12,10,5138,CAÑASGORDAS,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,NO IDENTIFICADO,GUERRILLA,ELN,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,"{'type': 'Point', 'coordinates': [-76.03220994, 6.759477684]}",,,,
490,6852,CR003094,1992,12,14,54800,TEORAMA,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,"{'type': 'Point', 'coordinates': [-73.28740929, 8.436377338]}",,,,
491,8127,CR003102,1994,3,20,5038,ANGOSTURA,ANTIOQUIA,NORTE DE ANTIOQUIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,4,0,0,0,0,4,5,0,0,FUERZAS ARMADAS ESTATALES,5,"{'type': 'Point', 'coordinates': [-75.33511597, 6.885174591]}",,,,
492,87502,CR027034,2002,1,1,18460,MILAN,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,GRUPOS ARMADOS ORGANIZADOS,4,"{'type': 'Point', 'coordinates': [-75.50696203, 1.290427202]}",,,,
