,id_caso,id_caso_relacionado,a_o,mes,d_a,c_digo_dane_de_municipio,municipio,departamento,regi_n,modalidad,presunto_responsable,descripci_n_presunto,abandono_o_despojo_forzado,amenaza_o_intimidaci_n,ataque_contra_misi_n_m_dica,confinamiento_o_restricci,desplazamiento_forzado,extorsi_n,lesionados_civiles,pillaje,tortura,otro_hecho_simult_neo,total_de_v_ctimas_del_caso,tipo_de_armas,latitud_longitud,violencia_basada_en_g_nero
1673,290140,,1997,11,8,5579,PUERTO BERRIO,ANTIOQUIA,MAGDALENA MEDIO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO - MATERIAL INCENDIARIO,"{'type': 'Point', 'coordinates': [-74.6278849191, 6.4579659229]}",
1674,290141,,1997,11,10,5142,CARACOLI,ANTIOQUIA,MAGDALENA MEDIO ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.7574494413, 6.4098547268]}",
1675,290142,CR020751,1997,11,10,5120,CACERES,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,RETÉN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.3523574868, 7.5783154508]}",
1676,290143,,1997,11,11,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,ARIARI GUAYABERO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,0,0,0,0,0,0,0,6,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.6389862155, 2.5664283992]}",
1677,290144,CR020756,1997,11,15,5361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.7646731654, 7.17162903]}",
1678,290145,,1997,11,16,5315,GUADALUPE,ANTIOQUIA,NORTE DE ANTIOQUIA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.2400185907, 6.8142634554]}",
1679,290146,,1997,11,18,20045,BECERRIL,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,1,1,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.2792316745, 9.7046061158]}",
1680,290147,,1997,11,18,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1681,290148,,1997,11,19,5031,AMALFI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.0825242787, 6.9123047264]}",
1682,290149,,1995,9,24,5031,AMALFI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,SICARIATO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,4,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.0825242787, 6.9123047264]}",
1683,290150,,1997,11,21,25815,TOCAIMA,CUNDINAMARCA,SUROCCIDENTE DE CUNDINAMARCA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,3,0,1,,14,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.6363049188, 4.4592708639]}",
1684,290152,,1997,11,23,5847,URRAO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,1,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.133948666, 6.317319591]}",
1685,290153,,1997,11,23,5690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.1677837076, 6.4748432929]}",
1686,290154,,1997,11,24,50287,FUENTEDEORO,META,ARIARI GUAYABERO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,8,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.6179816101, 3.4628680308]}",
1687,290155,CR013200,1997,11,24,5234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,0,0,0,1,0,0,1,1,,14,ARMA CORTO PUNZANTE - ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.1250171471, 7.0544247305]}",
1688,290156,CR020764,1997,11,28,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,1,0,0,1,0,1,1,5,,7,ARMA DE FUEGO - USO DE QUEMICOS Y TIXICOS,"{'type': 'Point', 'coordinates': [-74.2534489818, 10.9333491268]}",
1689,290157,,1997,11,28,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,1,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1690,290161,,1997,11,29,41006,ACEVEDO,HUILA,SUR DEL HUILA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,0,1,0,0,0,0,0,0,0,,7,ARMA CORTO PUNZANTE - ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.0254883147, 1.7121244857]}",
1691,290162,CR020765,1997,12,1,20621,LA PAZ,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,1,3,,8,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.1713629126, 10.3874895364]}",
1692,290163,,1997,12,1,5837,TURBO,ANTIOQUIA,URABA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,17,ND,"{'type': 'Point', 'coordinates': [-76.7291584376, 8.089116411]}",
1693,290164,CR020766,1997,12,2,5647,SAN ANDRES DE CUERQUIA,ANTIOQUIA,NORTE DE ANTIOQUIA,INCURSIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.6747325261, 6.9168085123]}",
1694,290165,,1997,12,3,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,9,ARMA CORTO PUNZANTE - ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1695,290166,,1997,12,6,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.924168553, 7.4767206715]}",
1696,290167,,1997,12,6,5543,PEQUE,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,0,0,0,0,0,0,0,6,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.9103455573, 7.0210179175]}",
1697,290168,CR020772,1997,12,13,5690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.1677837076, 6.4748432929]}",
1698,290169,,1997,12,13,5475,MURINDO,ANTIOQUIA,URABA,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,5,,5,ND,"{'type': 'Point', 'coordinates': [-76.8174580606, 6.9776918531]}",
1699,290170,,1997,12,13,47551,PIVIJAY,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,REUNIÓN PÚBLICA,GUERRILLA,NO IDENTIFICADA,0,1,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.6135179463, 10.4606932421]}",
1700,290172,,1997,12,20,73319,GUAMO,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.96812715, 4.0310039056]}",
1701,290173,,1997,12,28,19455,MIRANDA,CAUCA,NORTE DEL CAUCA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.2288698651, 3.2530954052]}",
1702,290174,,1997,12,31,23670,SAN ANDRES DE SOTAVENTO,CORDOBA,NORTE DE CORDOBA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,6,ND,"{'type': 'Point', 'coordinates': [-75.5088938958, 9.1451629431]}",
1703,290175,,1998,1,9,25489,NIMAIMA,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-74.3860073831, 5.1260262476]}",
1704,290176,CR020788,1998,1,13,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.24190502, 11.3783267846]}",
1705,290177,CR112057,1998,1,13,44279,FONSECA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,1,,5,ARMA DE FUEGO - OBJETO CONTUNDENTE,"{'type': 'Point', 'coordinates': [-72.8581343841, 10.9087827916]}",
1706,290178,,1998,1,18,54128,CACHIRA,NORTE DE SANTANDER,PROVINCIA DE RICAURTE,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.1746253643, 7.6515009974]}",
1707,290179,,1998,1,18,5306,GIRALDO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,1,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.9521575645, 6.6808080163]}",
1708,290180,,1998,1,23,73168,CHAPARRAL,TOLIMA,SUR DEL TOLIMA,RUTA,GUERRILLA,FARC,0,1,0,0,1,0,0,0,0,,8,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.4807430536, 3.7230683757]}",
1709,290181,,1998,1,24,25875,VILLETA,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,RETÉN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.469704945, 5.0127906393]}",
1710,290182,CR2017290182,1998,1,27,5347,HELICONIA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.7502918413, 6.2510847517]}",
1711,290183,,1998,1,31,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,INCURSIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.905968795, 0.4239040926]}",
1712,290184,,1998,2,1,99524,LA PRIMAVERA,VICHADA,ALTILLANURA,ASALTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-70.4104200133, 5.4863376145]}",
1713,290185,,1998,2,2,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.5082561962, 7.9053062946]}",
1714,290186,,1998,2,5,5480,MUTATA,ANTIOQUIA,URABA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.5566600848, 7.2778273273]}",
1715,290187,,1998,2,8,76233,DAGUA,VALLE DEL CAUCA,SUR DEL VALLE,RETÉN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.6888710079, 3.6573084845]}",
1716,290188,,1998,2,14,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,8,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.905968795, 0.4239040926]}",
1717,290189,,1998,2,20,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1718,290190,CR005233,1998,2,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GUERRILLA,FARC,0,0,0,0,1,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.5545671741, 7.1330049026]}",
1719,290191,,1998,2,23,5480,MUTATA,ANTIOQUIA,URABA,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,6,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.5566600848, 7.2778273273]}",
1720,290192,CR020793,1998,2,23,5376,LA CEJA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,1,1,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.4886761722, 5.9656852079]}",
1721,290193,,1998,3,1,85139,MANI,CASANARE,LLANOS ORIENTALES,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL CASANARE (BUITRAGUEÑOS),0,0,0,0,0,0,0,0,4,,4,ARMA DE FUEGO - ASFIXIA MEC NICA - OBJETO CONTUNDENTE,"{'type': 'Point', 'coordinates': [-72.2813984509, 4.81682686]}",
1722,290194,,1998,3,4,13810,TIQUISIO,BOLIVAR,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),0,0,0,0,0,0,0,1,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.2165992699, 8.6414827807]}",
1723,290195,CR020798,1998,3,10,50568,PUERTO GAITAN,META,ALTILLANURA,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-72.0830789361, 4.3144874554]}",
1724,290196,CR020799,1998,3,13,13654,SAN JACINTO,BOLIVAR,MONTES DE MARIA,RETÉN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.1210888007, 9.8302190728]}",
1725,290197,,1998,3,17,86865,VALLE DEL GUAMUEZ,PUTUMAYO,BAJO PUTUMAYO,INCURSIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,10,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.905968795, 0.4239040926]}",
1726,290198,CR2017290198,1998,3,22,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,6,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.8302005758, 6.2526780554]}",
1727,290199,,1998,3,22,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,7,ND,"{'type': 'Point', 'coordinates': [-76.4972728472, 0.5050467219]}",
1728,290200,CR2017290200,1998,3,24,18756,SOLANO,CAQUETA,AMAZONIA SUR-ORIENTAL,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.2537043144, 0.6989775253]}",
1729,290201,CR002162,1998,3,25,25530,PARATEBUENO,CUNDINAMARCA,PIEDEMONTE LLANERO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.2128272365, 4.3748327813]}",
1730,290204,,1998,4,2,54003,ABREGO,NORTE DE SANTANDER,PROVINCIA DE RICAURTE,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.2217343999, 8.0817841412]}",
1731,290205,CR020810,1998,4,5,18479,MORELIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETÉN,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.724581403, 1.4876233688]}",
1732,290206,,1998,4,6,18029,ALBANIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,4,USO DE QUEMICOS Y TIXICOS,"{'type': 'Point', 'coordinates': [-75.878370537, 1.3285220879]}",
1733,290207,,1998,4,7,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.8543932955, 7.7335742524]}",
1734,290208,,1998,4,7,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,ASALTO,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.6717997497, 7.8888348148]}",
1735,290209,CR2017290209,1998,4,8,5604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,1,0,DAÑO A BIEN CIVIL,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.695944258, 7.0260940527]}",
1736,290210,,1998,4,10,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-72.7359186314, 8.6395488525]}",
1737,290211,,1998,4,11,5088,BELLO,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.6084047301, 6.3405017616]}",
1738,290212,,1998,4,12,73168,CHAPARRAL,TOLIMA,SUR DEL TOLIMA,INCURSIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.4807430536, 3.7230683757]}",
1739,290213,,1998,4,12,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1740,290214,,1998,4,12,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-78.7217674831, 1.5565976124]}",
1741,290215,,1998,4,14,50251,EL CASTILLO,META,ARIARI GUAYABERO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.8757393558, 3.6283065266]}",
1742,290216,,1998,4,19,27615,RIOSUCIO,CHOCO,URABA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,8,ARMA CORTO PUNZANTE,"{'type': 'Point', 'coordinates': [-77.1131095942, 7.4366315522]}",
1743,290217,,1998,4,20,5858,VEGACHI,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.7989208483, 6.8594737155]}",
1744,290218,,1998,4,24,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,SICARIATO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.8755779091, 8.7451325909]}",
1745,290219,CR020820,1998,4,28,5847,URRAO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,3,1,0,,23,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.2064320228, 6.4408329458]}",
1746,290221,,1998,5,1,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,4,ND,"{'type': 'Point', 'coordinates': [-75.581713332, 6.246715564]}",
1747,290222,,1998,5,2,44001,RIOHACHA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.0632182134, 11.4235729672]}",
1748,290224,,1998,5,3,68101,BOLIVAR,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,0,,11,ARMA DE FUEGO - MATERIAL INCENDIARIO,"{'type': 'Point', 'coordinates': [-73.7713464124, 5.9889526163]}",
1749,290226,,1998,5,9,5318,GUARNE,ANTIOQUIA,ORIENTE ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.441653922, 6.2780640767]}",
1750,290227,,1998,5,11,5091,BETANIA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.97554408, 5.7447471798]}",
1751,290228,,1998,5,11,5411,LIBORINA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,0,0,,7,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.7502280947, 6.6822725748]}",
1752,290229,,1998,5,13,81001,ARAUCA,ARAUCA,LLANOS ORIENTALES,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-70.7463503062, 7.0773585444]}",
1753,290230,,1998,5,15,86885,VILLAGARZON,PUTUMAYO,MEDIO PUTUMAYO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,4,,4,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-76.6171624674, 1.0289410116]}",
1754,290231,CR2017290231,1998,5,16,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,0,4 POSIBLES SECUESTROS O RETENCIONES,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-75.0576618066, 9.7323296676]}",
1755,290232,CR002154,1998,5,16,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,REUNIÓN PÚBLICA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,7,ARMA CORTO PUNZANTE - ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-73.8499569753, 7.064963864]}",
1756,290233,,1998,5,25,47288,FUNDACION,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,5,ARMA DE FUEGO,"{'type': 'Point', 'coordinates': [-74.1913434578, 10.5140924032]}",
