,relcase_tax,year,mes,d_a,latitud_longitud,c_digo_dane_de_municipio,municipio,departamento,regi_n,g1_tax,dg1_tax,g2_tax,dg2_tax,g3_tax,dg3_tax,victims_tax,guerrattack_tax,parattack_tax,clash_tax,govattack_tax,posdattack_tax,latitud_longitud_dict,latitude,longitude,date,event,dataset
216,CR018359,2000,3,25,"{'type': 'Point', 'coordinates': [-76.89618698, 6.588119845]}",5873,VIGIA DEL FUERTE,ANTIOQUIA,URABA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,33.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.89618698, 6.588119845]}",6.588119845,-76.89618698,2000-3-25,216,AP
217,CR018362,2000,7,11,"{'type': 'Point', 'coordinates': [-75.58611594, 2.939755223]}",41676,SANTA MARIA,HUILA,NORTE DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.58611594, 2.939755223]}",2.939755223,-75.58611594,2000-7-11,217,AP
218,CR018363,2000,7,27,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",52693,SAN PABLO,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",1.669426894,-77.01392439,2000-7-27,218,AP
219,CR018364,2000,7,29,"{'type': 'Point', 'coordinates': [-75.16029852, 5.383280594]}",17541,PENSILVANIA,CALDAS,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,16.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.16029852, 5.383280594]}",5.383280594,-75.16029852,2000-7-29,219,AP
220,CR018365,2000,8,5,"{'type': 'Point', 'coordinates': [-76.14222986, 5.899751361]}",27245,EL CARMEN DE ATRATO,CHOCO,ATRATO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,13.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.14222986, 5.899751361]}",5.899751361,-76.14222986,2000-8-5,220,AP
221,CR018366,2000,8,29,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",19698,SANTANDER DE QUILICHAO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.48537029, 3.016053901]}",3.016053901,-76.48537029,2000-8-29,221,AP
222,CR018368,2000,10,18,"{'type': 'Point', 'coordinates': [-76.41529299, 5.41055496]}",27073,BAGADO,CHOCO,ATRATO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,ERG,GUERRILLA,FARC/ELN,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.41529299, 5.41055496]}",5.41055496,-76.41529299,2000-10-18,222,AP
223,CR018371,2000,12,12,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",1.474978015,-77.08071233,2000-12-12,223,AP
224,CR018372,2001,3,16,"{'type': 'Point', 'coordinates': [-78.32561871, 2.347584488]}",52490,OLAYA HERRERA,NARIÑO,ANDEN PACIFICO SUR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-78.32561871, 2.347584488]}",2.347584488,-78.32561871,2001-3-16,224,AP
225,CR018373,2001,4,4,"{'type': 'Point', 'coordinates': [-75.38253426, 3.590635737]}",73067,ATACO,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,FARC,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.38253426, 3.590635737]}",3.590635737,-75.38253426,2001-4-4,225,AP
226,CR018374,2001,4,15,"{'type': 'Point', 'coordinates': [-75.40140596, 7.580120815]}",5790,TARAZA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,GUERRILLA,FARC,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,20.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.40140596, 7.580120815]}",7.580120815,-75.40140596,2001-4-15,226,AP
227,CR018375,2001,8,11,"{'type': 'Point', 'coordinates': [-75.09645074, 4.627473618]}",73043,ANZOATEGUI,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,25.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.09645074, 4.627473618]}",4.627473618,-75.09645074,2001-8-11,227,AP
228,CR018377,2001,10,8,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",1.474978015,-77.08071233,2001-10-8,228,AP
229,CR018379,2002,1,13,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,10.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",1.474978015,-77.08071233,2002-1-13,229,AP
230,CR018382,2002,2,25,"{'type': 'Point', 'coordinates': [-72.88398481, 5.518603543]}",15047,AQUITANIA,BOYACA,ORIENTE DE BOYACA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.88398481, 5.518603543]}",5.518603543,-72.88398481,2002-2-25,230,AP
231,CR018393,2002,7,29,"{'type': 'Point', 'coordinates': [-77.72894683, 0.8629781032]}",52224,CUASPUD CARLOSAMA,NARIÑO,SUR DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,10.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.72894683, 0.8629781032]}",0.8629781032,-77.72894683,2002-7-29,231,AP
232,CR018403,1990,4,7,"{'type': 'Point', 'coordinates': [-76.91748216, 1.200115733]}",86749,SIBUNDOY,PUTUMAYO,ALTO PUTUMAYO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.91748216, 1.200115733]}",1.200115733,-76.91748216,1990-4-7,232,AP
233,CR018436,1990,6,29,"{'type': 'Point', 'coordinates': [-76.15071869, 8.255016584]}",23855,VALENCIA,CORDOBA,URABA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.15071869, 8.255016584]}",8.255016584,-76.15071869,1990-6-29,233,AP
234,CR018466,1991,5,13,"{'type': 'Point', 'coordinates': [-72.16182524, 5.829826597]}",85400,TAMARA,CASANARE,PIEDEMONTE LLANERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,COORDINADORA GUERRILLERA SIMÓN BOLÍVAR,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.16182524, 5.829826597]}",5.829826597,-72.16182524,1991-5-13,234,AP
235,CR018477,1997,7,21,"{'type': 'Point', 'coordinates': [-73.2217344, 8.081784141]}",54003,ABREGO,NORTE DE SANTANDER,PROVINCIA DE RICAURTE,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.2217344, 8.081784141]}",8.081784141,-73.2217344,1997-7-21,235,AP
236,CR018478,1997,7,24,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",19548,PIENDAMO - TUNIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",2.641987578,-76.52850592,1997-7-24,236,AP
237,CR018479,1997,8,3,"{'type': 'Point', 'coordinates': [-73.52016136, 4.693578672]}",25293,GACHALA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.52016136, 4.693578672]}",4.693578672,-73.52016136,1997-8-3,237,AP
238,CR018480,1997,8,8,"{'type': 'Point', 'coordinates': [-75.09793439, 4.713605767]}",73686,SANTA ISABEL,TOLIMA,NORTE DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.09793439, 4.713605767]}",4.713605767,-75.09793439,1997-8-8,238,AP
239,CR018481,1997,9,1,"{'type': 'Point', 'coordinates': [-76.91241019, 0.3432722044]}",86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,24.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.91241019, 0.3432722044]}",0.3432722044,-76.91241019,1997-9-1,239,AP
240,CR018483,1997,9,13,"{'type': 'Point', 'coordinates': [-74.71447646, 4.681785104]}",25580,PULI,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,FARC,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.71447646, 4.681785104]}",4.681785104,-74.71447646,1997-9-13,240,AP
241,CR018485,1997,11,21,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",19548,PIENDAMO - TUNIA,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.52850592, 2.641987578]}",2.641987578,-76.52850592,1997-11-21,241,AP
242,CR018486,1997,12,4,"{'type': 'Point', 'coordinates': [-75.78981661, 4.207477888]}",63302,GENOVA,QUINDIO,EJE CAFETERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.78981661, 4.207477888]}",4.207477888,-75.78981661,1997-12-4,242,AP
243,CR018487,1997,12,16,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",2.785615005,-76.51863329,1997-12-16,243,AP
244,CR018488,1998,1,19,"{'type': 'Point', 'coordinates': [-72.41176261, 6.462863755]}",15332,GUICAN DE LA SIERRA,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.41176261, 6.462863755]}",6.462863755,-72.41176261,1998-1-19,244,AP
245,CR018489,1998,1,27,"{'type': 'Point', 'coordinates': [-73.20847397, 5.357400116]}",15621,RONDON,BOYACA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.20847397, 5.357400116]}",5.357400116,-73.20847397,1998-1-27,245,AP
246,CR018490,1998,2,11,"{'type': 'Point', 'coordinates': [-73.61102894, 4.7633382]}",25299,GAMA,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.61102894, 4.7633382]}",4.7633382,-73.61102894,1998-2-11,246,AP
247,CR018491,1998,2,16,"{'type': 'Point', 'coordinates': [-74.37772796, 5.068933019]}",25491,NOCAIMA,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.37772796, 5.068933019]}",5.068933019,-74.37772796,1998-2-16,247,AP
248,CR018494,1998,2,22,"{'type': 'Point', 'coordinates': [-74.71143886, 3.864015396]}",73226,CUNDAY,TOLIMA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.71143886, 3.864015396]}",3.864015396,-74.71143886,1998-2-22,248,AP
249,CR018495,1998,3,14,"{'type': 'Point', 'coordinates': [-76.23450174, 3.323918106]}",76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.23450174, 3.323918106]}",3.323918106,-76.23450174,1998-3-14,249,AP
250,CR018496,1998,3,30,"{'type': 'Point', 'coordinates': [-73.75116676, 3.1257521]}",50711,VISTAHERMOSA,META,ARIARI GUAYABERO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.75116676, 3.1257521]}",3.1257521,-73.75116676,1998-3-30,250,AP
251,CR018497,1998,4,30,"{'type': 'Point', 'coordinates': [-72.47670824, 7.577861416]}",54599,RAGONVALIA,NORTE DE SANTANDER,SURORIENTE DE NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.47670824, 7.577861416]}",7.577861416,-72.47670824,1998-4-30,251,AP
252,CR018498,1998,5,20,"{'type': 'Point', 'coordinates': [-74.7418023, 4.802811459]}",25086,BELTRAN,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.7418023, 4.802811459]}",4.802811459,-74.7418023,1998-5-20,252,AP
253,CR018499,1998,5,21,"{'type': 'Point', 'coordinates': [-75.31582209, 5.884075881]}",5400,LA UNION,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31582209, 5.884075881]}",5.884075881,-75.31582209,1998-5-21,253,AP
254,CR018500,1998,5,21,"{'type': 'Point', 'coordinates': [-73.86814048, 8.276306771]}",13473,MORALES,BOLIVAR,MAGDALENA MEDIO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,NO IDENTIFICADA,,,4.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.86814048, 8.276306771]}",8.276306771,-73.86814048,1998-5-21,254,AP
255,CR018501,1998,5,25,"{'type': 'Point', 'coordinates': [-73.81108528, 6.218748615]}",68385,LANDAZURI,SANTANDER,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.81108528, 6.218748615]}",6.218748615,-73.81108528,1998-5-25,255,AP
256,CR018502,1998,6,5,"{'type': 'Point', 'coordinates': [-74.69222722, 4.059259258]}",73226,CUNDAY,TOLIMA,SUMAPAZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.69222722, 4.059259258]}",4.059259258,-74.69222722,1998-6-5,256,AP
257,CR018503,1998,6,19,"{'type': 'Point', 'coordinates': [-76.54245873, 3.26227576]}",76364,JAMUNDI,VALLE DEL CAUCA,SUR DEL VALLE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.54245873, 3.26227576]}",3.26227576,-76.54245873,1998-6-19,257,AP
258,CR018505,1998,7,17,"{'type': 'Point', 'coordinates': [-74.33802435, 5.459290341]}",25885,YACOPI,CUNDINAMARCA,MAGDALENA MEDIO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.33802435, 5.459290341]}",5.459290341,-74.33802435,1998-7-17,258,AP
259,CR018506,1998,7,31,"{'type': 'Point', 'coordinates': [-75.18548101, 6.058306335]}",5197,COCORNA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.18548101, 6.058306335]}",6.058306335,-75.18548101,1998-7-31,259,AP
260,CR018507,1998,8,1,"{'type': 'Point', 'coordinates': [-77.52132596, 1.494547405]}",52418,LOS ANDES,NARIÑO,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.52132596, 1.494547405]}",1.494547405,-77.52132596,1998-8-1,260,AP
261,CR018508,1998,8,2,"{'type': 'Point', 'coordinates': [-74.03901175, 8.937090811]}",13667,SAN MARTIN DE LOBA,BOLIVAR,SUR DE BOLIVAR,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.03901175, 8.937090811]}",8.937090811,-74.03901175,1998-8-2,261,AP
262,CR018509,1998,8,2,"{'type': 'Point', 'coordinates': [-76.57088427, 2.623338254]}",19130,CAJIBIO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.57088427, 2.623338254]}",2.623338254,-76.57088427,1998-8-2,262,AP
263,CR018510,1998,8,2,"{'type': 'Point', 'coordinates': [-76.26131419, 3.173815457]}",19212,CORINTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.26131419, 3.173815457]}",3.173815457,-76.26131419,1998-8-2,263,AP
264,CR018511,1998,8,3,"{'type': 'Point', 'coordinates': [-74.82746263, 9.586907918]}",13212,CORDOBA,BOLIVAR,MONTES DE MARIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.82746263, 9.586907918]}",9.586907918,-74.82746263,1998-8-3,264,AP
265,CR018512,1998,8,4,"{'type': 'Point', 'coordinates': [-74.35154535, 3.239652997]}",50370,URIBE,META,ARIARI GUAYABERO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,33.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.35154535, 3.239652997]}",3.239652997,-74.35154535,1998-8-4,265,AP
266,CR018513,1998,8,4,"{'type': 'Point', 'coordinates': [-75.093478, 3.624858538]}",73483,NATAGAIMA,TOLIMA,SUR DEL TOLIMA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.093478, 3.624858538]}",3.624858538,-75.093478,1998-8-4,266,AP
267,CR018514,1998,8,12,"{'type': 'Point', 'coordinates': [-73.01250679, 10.56016864]}",44855,URUMITA,LA GUAJIRA,SERRANIA DEL PERIJA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.01250679, 10.56016864]}",10.56016864,-73.01250679,1998-8-12,267,AP
268,CR018515,1998,8,16,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.81077225, 2.45137136]}",2.45137136,-76.81077225,1998-8-16,268,AP
269,CR018517,1998,8,19,"{'type': 'Point', 'coordinates': [-72.66543492, 7.138122324]}",54174,CHITAGA,NORTE DE SANTANDER,SUROCCIDENTE DE NORTE DE SANTANDER,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-72.66543492, 7.138122324]}",7.138122324,-72.66543492,1998-8-19,269,AP
270,CR018519,1998,9,15,"{'type': 'Point', 'coordinates': [-71.76492254, 6.156172443]}",85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,5.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-71.76492254, 6.156172443]}",6.156172443,-71.76492254,1998-9-15,270,AP
271,CR018520,1998,9,24,"{'type': 'Point', 'coordinates': [-73.81332845, 9.25827144]}",20175,CHIMICHAGUA,CESAR,SERRANIA DEL PERIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.81332845, 9.25827144]}",9.25827144,-73.81332845,1998-9-24,271,AP
272,CR018528,1998,9,28,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",19050,ARGELIA,CAUCA,PATIA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.24945028, 2.256754909]}",2.256754909,-77.24945028,1998-9-28,272,AP
273,CR018529,1998,10,2,"{'type': 'Point', 'coordinates': [-74.53370501, 4.744809893]}",25596,QUIPILE,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-74.53370501, 4.744809893]}",4.744809893,-74.53370501,1998-10-2,273,AP
274,CR018530,1998,10,11,"{'type': 'Point', 'coordinates': [-73.91385377, 5.75887024]}",68020,ALBANIA,SANTANDER,PROVINCIA DE VELEZ,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,2.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.91385377, 5.75887024]}",5.75887024,-73.91385377,1998-10-11,274,AP
275,CR018531,1998,10,14,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",52019,ALBAN,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,3.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.08071233, 1.474978015]}",1.474978015,-77.08071233,1998-10-14,275,AP
276,CR018536,1998,10,27,"{'type': 'Point', 'coordinates': [-73.14597535, 8.321714562]}",54344,HACARI,NORTE DE SANTANDER,CATATUMBO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,17.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.14597535, 8.321714562]}",8.321714562,-73.14597535,1998-10-27,276,AP
277,CR018538,1998,11,26,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",19137,CALDONO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.51863329, 2.785615005]}",2.785615005,-76.51863329,1998-11-26,277,AP
278,CR018539,1998,11,30,"{'type': 'Point', 'coordinates': [-75.18548101, 6.058306335]}",5197,COCORNA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.18548101, 6.058306335]}",6.058306335,-75.18548101,1998-11-30,278,AP
279,CR018540,1998,11,30,"{'type': 'Point', 'coordinates': [-75.10268697, 5.964079131]}",5652,SAN FRANCISCO,ANTIOQUIA,ORIENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,GUERRILLA,ELN,12.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.10268697, 5.964079131]}",5.964079131,-75.10268697,1998-11-30,279,AP
280,CR018541,1998,12,12,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",41020,ALGECIRAS,HUILA,CENTRO DEL HUILA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-75.31537288, 2.522447597]}",2.522447597,-75.31537288,1998-12-12,280,AP
281,CR018543,1998,12,14,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",52693,SAN PABLO,NARIÑO,NORTE DE NARIÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-77.01392439, 1.669426894]}",1.669426894,-77.01392439,1998-12-14,281,AP
282,CR018545,1998,12,26,"{'type': 'Point', 'coordinates': [-73.27923167, 9.704606116]}",20045,BECERRIL,CESAR,SERRANIA DEL PERIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-73.27923167, 9.704606116]}",9.704606116,-73.27923167,1998-12-26,282,AP
283,CR018546,1998,12,28,"{'type': 'Point', 'coordinates': [-76.24705835, 6.805115616]}",5284,FRONTINO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,1.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.24705835, 6.805115616]}",6.805115616,-76.24705835,1998-12-28,283,AP
284,CR018548,1999,1,4,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",19142,CALOTO,CAUCA,NORTE DEL CAUCA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0.0,1,0,0,0,0,"{'type': 'Point', 'coordinates': [-76.40848704, 3.034070778]}",3.034070778,-76.40848704,1999-1-4,284,AP
