,dataset,event,date,enddate,latitude,longitude,relcase_tax,g1_tax,dg1_tax,g2_tax,dg2_tax,g3_tax,dg3_tax,victims_tax,clash_tax,govattack_tax,guerrattack_tax,parattack_tax,posdattack_tax,c_digo_dane_de_municipio,year
171,AT,171,2002-9-16,2002-9-16,7.026981415,-71.42675118,,GUERRILLA,NO IDENTIFICADA,,,,,1.0,0,0,1,0,0,81065,2002
172,AT,172,2003-4-17,2003-4-17,6.797075753,-71.7685578,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,81300,2003
173,AT,173,2003-7-5,2003-7-5,1.570373283,-75.32612346,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,18256,2003
174,AT,174,2003-7-8,2003-7-8,1.570373283,-75.32612346,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,18256,2003
175,AT,175,2003-10-14,2003-10-14,6.95385957,-71.87233343,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,81736,2003
176,AT,176,2003-10-16,2003-10-16,6.797075753,-71.7685578,,GUERRILLA,FARC,,,,,2.0,0,0,1,0,0,81300,2003
177,AT,177,2003-11-10,2003-11-10,7.17162903,-75.76467317,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,5361,2003
178,AT,178,2003-11-27,2003-11-27,6.449379486,-71.75861086,,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,,,2.0,0,0,0,0,0,81794,2003
179,AT,179,2003-11-27,2003-11-27,6.449379486,-71.75861086,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,81794,2003
180,AT,180,2003-12-16,2003-12-16,10.97592682,-74.79525905,,GUERRILLA,NO IDENTIFICADA,,,,,1.0,0,0,1,0,0,8001,2003
181,AT,181,2005-8-6,2005-8-6,7.077358544,-70.74635031,,DESCONOCIDO,NO APLICA,,,,,1.0,0,0,0,0,0,81001,2005
182,AT,182,2005-8-6,2005-8-6,7.077358544,-70.74635031,,GUERRILLA,NO IDENTIFICADA,,,,,1.0,0,0,1,0,0,81001,2005
183,AT,183,2006-4-27,2006-4-27,7.064963864,-73.84995698,,GRUPO POSDESMOVILIZACIÓN,URABEÑOS/AUTODEFENSAS GAITANISTAS DE COLOMBIA/ÁGUILAS NEGRAS/CLAN ÚSUGA,,,,,0.0,0,0,0,0,1,68081,2006
184,AT,184,2006-8-18,2006-8-18,3.875802437,-77.0117402,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,76109,2006
185,AT,185,2007-2-9,2007-2-9,3.875802437,-77.0117402,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,76109,2007
186,AT,186,2008-6-9,2008-6-9,4.65017303,-74.107359,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,11001,2008
187,AT,187,2008-8-19,2008-8-19,6.293754876,-75.02798382,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,5667,2008
188,AT,188,2009-1-29,2009-1-29,4.65017303,-74.107359,,GUERRILLA,FARC,,,,,2.0,0,0,1,0,0,11001,2009
189,AT,189,2009-2-1,2009-2-1,3.414414305,-76.52156515,,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,,,2.0,0,0,0,0,0,76001,2009
190,AT,190,2009-2-12,2009-2-12,8.470368933,-73.33720845,,GUERRILLA,ELN,,,,,9.0,0,0,1,0,0,54206,2009
191,AT,191,2009-4-16,2009-4-16,7.578315451,-75.35235749,,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,,,0.0,0,0,0,0,0,5120,2009
192,AT,192,2009-7-7,2009-7-7,7.578315451,-75.35235749,,GRUPO PARAMILITAR,NO IDENTIFICADO,,,,,0.0,0,0,0,1,0,5120,2009
193,AT,193,2009-8-15,2009-8-15,6.48704114,-74.40994553,,GRUPO POSDESMOVILIZACIÓN,NO IDENTIFICADO,,,,,0.0,0,0,0,0,1,5579,2009
194,AT,194,2011-6-13,2011-6-13,2.449548194,-77.97908278,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,52696,2011
195,AT,195,2011-6-13,2011-6-13,2.477550593,-78.109849,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,52250,2011
196,AT,196,2011-6-18,2011-6-18,2.482503391,-76.57406468,,GUERRILLA,ELN,,,,,1.0,0,0,1,0,0,19001,2011
197,AT,197,2011-9-25,2011-9-25,2.785615005,-76.51863329,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,19137,2011
198,AT,198,2011-10-25,2011-10-25,1.80711725,-78.76385415,,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,,,0.0,0,0,0,0,0,52835,2011
199,AT,199,2012-6-4,2012-6-4,2.477550593,-78.109849,,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,,,,,0.0,0,0,0,0,0,52250,2012
200,AT,200,2012-6-18,2012-6-18,3.875802437,-77.0117402,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,76109,2012
201,AT,201,2012-6-27,2012-6-27,11.37832678,-72.24190502,,GRUPO POSDESMOVILIZACIÓN,NO IDENTIFICADO,,,,,0.0,0,0,0,0,1,44430,2012
202,AT,202,2012-10-14,2012-10-14,6.449379486,-71.75861086,,GUERRILLA,FARC,,,,,2.0,0,0,1,0,0,81794,2012
203,AT,203,2012-10-31,2012-10-31,3.419827409,-76.24182023,,GUERRILLA,FARC,,,,,2.0,0,0,1,0,0,76563,2012
204,AT,204,2013-3-11,2013-3-11,2.349976425,-76.68423879,,DESCONOCIDO,NO APLICA,,,,,0.0,0,0,0,0,0,19807,2013
205,AT,205,2013-3-14,2013-3-14,2.256754909,-77.24945028,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,19050,2013
206,AT,206,2013-12-7,2013-12-7,2.549182984,-76.06350272,,GUERRILLA,FARC,,,,,8.0,0,0,1,0,0,19355,2013
207,AT,207,2014-1-16,2014-1-16,3.419827409,-76.24182023,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,76563,2014
208,AT,208,2014-7-30,2014-7-30,3.253095405,-76.22886987,,GUERRILLA,FARC,,,,,1.0,0,0,1,0,0,19455,2014
209,AT,209,2015-6-14,2015-6-14,3.875802437,-77.0117402,,DESCONOCIDO,NO APLICA,,,,,0.0,0,0,0,0,0,76109,2015
210,AT,210,2015-6-16,2015-6-16,1.670345194,-78.13989493,,DESCONOCIDO,NO APLICA,,,,,0.0,0,0,0,0,0,52079,2015
211,AT,211,2015-7-10,2015-7-10,2.256754909,-77.24945028,,GUERRILLA,FARC,,,,,0.0,0,0,1,0,0,19050,2015
212,AT,212,2017-6-17,2017-6-17,4.65017303,-74.107359,,GUERRILLA,OTRA,,,,,3.0,0,0,1,0,0,11001,2017
213,AT,213,2018-7-19,2018-7-19,6.84134566,-71.59795501,,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,,,,,4.0,0,0,0,0,0,81065,2018
214,AT,214,2019-1-17,2019-1-17,4.65017303,-74.107359,,GUERRILLA,ELN,,,,,20.0,0,0,1,0,0,11001,2019
215,AT,215,2021-3-26,2021-3-26,3.173815457,-76.26131419,,GUERRILLA,DISIDENCIA FARC,,,,,0.0,0,0,1,0,0,19212,2021
216,AT,216,2021-6-25,2021-6-25,7.905306295,-72.5082562,,GUERRILLA,DISIDENCIA FARC,,,,,0.0,0,0,1,0,0,54001,2021
217,AT,217,2022-4-19,2022-4-19,2.384480734,-77.21574486,,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,,,,,0.0,0,0,0,0,0,19050,2022
