"","dataset","event","date","latitude","longitude","relcase_tax","victims_tax","clash_tax","govattack_tax","guerrattack_tax","parattack_tax","posdattack_tax","c_digo_dane_de_municipio","year"
"3529","ABforMELTT",6397,1992-11-18,7.5801208146,-75.4014059617,NA,2,1,0,0,0,0,5790,1992
"3530","ABforMELTT",6398,1992-11-18,5.6102444559,-75.4548696699,NA,4,1,0,0,0,0,17013,1992
"3531","ABforMELTT",6399,1992-11-18,6.246715564,-75.581713332,NA,2,1,0,0,0,0,5001,1992
"3532","ABforMELTT",6400,1992-11-18,7.2428750572,-76.4358754017,NA,0,1,0,0,0,0,5480,1992
"3533","ABforMELTT",6401,1992-11-19,7.0269814147,-71.426751178,NA,0,0,0,0,0,0,81065,1992
"3534","ABforMELTT",6402,1992-11-19,4.4854743447,-73.8925225919,NA,1,1,0,0,0,0,25279,1992
"3535","ABforMELTT",6403,1992-11-19,10.9759268186,-74.7952590482,NA,0,0,0,1,0,0,8001,1992
"3536","ABforMELTT",6404,1992-11-19,6.4859489363,-75.019157568,NA,0,0,0,0,0,0,5670,1992
"3537","ABforMELTT",6405,1992-11-20,6.1879915689,-74.9879525625,NA,2,0,0,1,0,0,5649,1992
"3538","ABforMELTT",6406,1992-11-20,6.2937548758,-75.0279838158,NA,1,0,0,1,0,0,5667,1992
"3539","ABforMELTT",6407,1992-11-21,10.1495254346,-73.9627174377,NA,0,0,0,0,0,0,20238,1992
"3540","ABforMELTT",6408,1992-11-21,7.0260940527,-74.695944258,NA,0,0,0,0,0,0,5604,1992
"3541","ABforMELTT",6409,1992-11-21,6.3796138341,-75.444462208,NA,1,0,0,1,0,0,5308,1992
"3542","ABforMELTT",6410,1992-11-23,6.9974758041,-73.054660853,NA,1,1,0,0,0,0,68547,1992
"3543","ABforMELTT",6411,1992-11-23,3.5466947237,-73.7057153275,NA,2,0,0,2,0,0,50313,1992
"3544","ABforMELTT",6412,1992-11-23,7.064963864,-73.8499569753,NA,1,0,0,1,0,0,68081,1992
"3545","ABforMELTT",6413,1992-11-23,6.643326001,-75.4607450191,NA,2,1,0,0,0,0,5686,1992
"3546","ABforMELTT",6414,1992-11-23,6.246715564,-75.581713332,NA,0,0,0,0,0,0,5001,1992
"3547","ABforMELTT",6415,1992-11-24,3.1257520996,-73.7511667597,NA,1,0,0,1,0,0,50711,1992
"3548","ABforMELTT",6416,1992-11-24,6.246715564,-75.581713332,NA,0,0,0,0,0,0,5001,1992
"3549","ABforMELTT",6417,1992-11-25,6.6051067854,-73.0693905206,NA,1,0,0,1,0,0,68229,1992
"3550","ABforMELTT",6418,1992-11-25,7.2650104862,-73.1501469118,NA,1,1,0,0,0,0,68615,1992
"3551","ABforMELTT",6419,1992-11-25,8.3103369584,-73.599028585,NA,0,1,0,0,0,0,20011,1992
"3552","ABforMELTT",6420,1992-11-25,4.3384808505,-74.3663339328,NA,0,0,0,0,0,0,25290,1992
"3553","ABforMELTT",6421,1992-11-25,6.246715564,-75.581713332,NA,0,0,0,0,0,0,5001,1992
"3554","ABforMELTT",285,1992-11-26,6.9538595698,-71.8723334257,"CR004006",0,0,0,0,0,0,81736,1992
"3555","ABforMELTT",6422,1992-11-26,7.2650104862,-73.1501469118,NA,0,0,0,0,0,0,68615,1992
"3556","ABforMELTT",6423,1992-11-27,5.72568939,-72.9230476859,NA,1,0,0,1,0,0,15759,1992
"3557","ABforMELTT",6424,1992-11-28,8.3217145622,-73.1459753507,NA,0,0,0,0,0,0,54344,1992
"3558","ABforMELTT",6425,1992-11-29,3.2697324386,-73.3737434266,NA,0,1,0,0,0,0,50577,1992
"3559","ABforMELTT",6426,1992-11-29,2.2567549087,-77.2494502806,NA,0,0,0,0,0,0,19050,1992
"3560","ABforMELTT",6427,1992-11-30,4.4396089914,-75.1937147765,NA,0,0,0,0,0,0,73001,1992
"3561","ABforMELTT",6428,1992-11-30,8.8505677343,-76.4270567981,NA,1,1,0,0,0,0,5051,1992
"3562","ABforMELTT",6429,1992-12-01,7.0269814147,-71.426751178,NA,0,0,0,0,0,0,81065,1992
"3563","ABforMELTT",6430,1992-12-01,6.4493794856,-71.7586108633,NA,0,0,0,0,0,0,81794,1992
"3564","ABforMELTT",6431,1992-12-01,7.2650104862,-73.1501469118,NA,0,0,0,0,0,0,68615,1992
"3565","ABforMELTT",6432,1992-12-02,6.9538595698,-71.8723334257,NA,1,0,1,0,0,0,81736,1992
"3566","ABforMELTT",6433,1992-12-02,6.8803829351,-73.4110239344,NA,2,2,0,0,0,0,68689,1992
"3567","ABforMELTT",6434,1992-12-02,7.0260940527,-74.695944258,NA,0,1,0,0,0,0,5604,1992
"3568","ABforMELTT",6435,1992-12-02,3.4144143046,-76.5215651508,NA,0,0,0,0,0,0,76001,1992
"3569","ABforMELTT",6436,1992-12-02,7.6663004388,-76.6812163995,NA,1,1,0,0,0,0,5172,1992
"3570","ABforMELTT",6437,1992-12-03,5.196515115,-73.1456304805,NA,3,0,1,0,0,0,15455,1992
"3571","ABforMELTT",6438,1992-12-03,6.1035422951,-73.4384163558,NA,2,1,0,0,0,0,68770,1992
"3572","ABforMELTT",6439,1992-12-03,5.5485304042,-75.6438684536,NA,2,1,0,0,0,0,5145,1992
"3573","ABforMELTT",6440,1992-12-04,3.1257520996,-73.7511667597,NA,0,1,0,0,0,0,50711,1992
"3574","ABforMELTT",6441,1992-12-04,6.7734463196,-74.7987269491,NA,1,1,0,0,0,0,5858,1992
"3575","ABforMELTT",6442,1992-12-04,6.14722409,-75.3767693823,NA,1,0,0,1,0,0,5615,1992
"3576","ABforMELTT",6443,1992-12-05,6.7030584578,-72.7323798046,NA,0,1,0,0,0,0,68432,1992
"3577","ABforMELTT",6444,1992-12-05,8.2922873842,-73.3863951998,NA,1,1,0,0,0,0,20614,1992
"3578","ABforMELTT",6445,1992-12-05,6.5521169129,-74.7871614805,NA,1,1,0,0,0,0,5425,1992
"3579","ABforMELTT",6446,1992-12-06,6.8803829351,-73.4110239344,NA,0,0,0,0,0,0,68689,1992
"3580","ABforMELTT",6447,1992-12-06,4.7203445215,-73.9697449587,NA,1,1,0,0,0,0,25377,1992
"3581","ABforMELTT",1994,1992-12-07,5.5975417407,-75.8189809206,"CR021901",2,0,0,0,0,0,5364,1992
"3582","ABforMELTT",6448,1992-12-07,6.8803829351,-73.4110239344,NA,1,1,0,0,0,0,68689,1992
"3583","ABforMELTT",6449,1992-12-07,7.064963864,-73.8499569753,NA,2,0,0,0,0,0,68081,1992
"3584","ABforMELTT",6450,1992-12-07,7.6663004388,-76.6812163995,NA,1,1,0,0,0,0,5172,1992
"3585","ABforMELTT",6451,1992-12-08,2.5224475968,-75.3153728821,NA,0,0,0,0,0,0,41020,1992
"3586","ABforMELTT",6452,1992-12-09,7.0269814147,-71.426751178,NA,1,1,0,0,0,0,81065,1992
"3587","ABforMELTT",6453,1992-12-09,7.3919119442,-73.4990501608,NA,1,1,0,0,0,0,68655,1992
"3588","ABforMELTT",6454,1992-12-10,8.3217145622,-73.1459753507,NA,0,0,0,0,0,0,54344,1992
"3589","ABforMELTT",6455,1992-12-10,3.7018798762,-73.6956178151,NA,0,0,0,0,0,0,50689,1992
"3590","ABforMELTT",6456,1992-12-10,7.0796396792,-74.7015910715,NA,0,0,1,0,0,0,5736,1992
"3591","ABforMELTT",6457,1992-12-10,6.14722409,-75.3767693823,NA,3,1,0,0,0,0,5615,1992
"3592","ABforMELTT",6458,1992-12-10,9.1052940894,-75.3997196232,NA,2,1,0,0,0,0,23182,1992
"3593","ABforMELTT",6459,1992-12-11,7.6429704403,-72.7988745246,NA,0,1,0,0,0,0,54051,1992
"3594","ABforMELTT",6460,1992-12-11,8.094128661,-74.7764701215,NA,0,1,0,0,0,0,5495,1992
"3595","ATforMELTT",61,1992-12-11,4.65017303,-74.107359,"CR005158",0,0,0,1,0,0,11001,1992
"3596","ABforMELTT",6461,1992-12-12,6.7688365279,-72.6945942537,NA,0,0,0,0,0,0,68207,1992
"3597","ABforMELTT",6462,1992-12-12,10.3330328571,-73.1812180784,NA,1,1,0,0,0,0,20750,1992
"3598","ABforMELTT",6463,1992-12-12,5.918743412,-73.7909746305,NA,0,0,0,0,0,0,68773,1992
"3599","ABforMELTT",6464,1992-12-13,6.9974758041,-73.054660853,NA,1,1,0,0,0,0,68547,1992
"3600","ABforMELTT",6465,1992-12-13,10.1495254346,-73.9627174377,NA,0,0,0,0,0,0,20238,1992
"3601","ABforMELTT",6466,1992-12-13,10.7696471787,-74.0240432215,NA,2,1,0,0,0,0,47189,1992
"3602","ABforMELTT",6467,1992-12-13,6.3340688364,-75.554665073,NA,1,1,0,0,0,0,5088,1992
"3603","ABforMELTT",6468,1992-12-13,7.7551163455,-76.6532103356,NA,0,1,0,0,0,0,5147,1992
"3604","ABforMELTT",3083,1992-12-14,8.4363773379,-73.2874092881,"CR2017521941",0,0,0,1,0,0,54800,1992
"3605","ABforMELTT",6469,1992-12-14,5.3276126513,-72.396915159,NA,4,0,0,0,0,0,85001,1992
"3606","ABforMELTT",6470,1992-12-14,10.3015569272,-73.3945879921,NA,0,0,0,0,0,0,20001,1992
"3607","ABforMELTT",6471,1992-12-14,6.8803829351,-73.4110239344,NA,0,1,0,0,0,0,68689,1992
"3608","ABforMELTT",6472,1992-12-14,1.1012515403,-75.4010332629,NA,1,1,0,0,0,0,18460,1992
"3609","ABforMELTT",6473,1992-12-14,8.089116411,-76.7291584376,NA,0,1,0,0,0,0,5837,1992
"3610","APforMELTT",84,1992-12-14,8.436377338,-73.28740929,"CR003094",3,0,0,1,0,0,54800,1992
"3611","ABforMELTT",6474,1992-12-15,7.9053062946,-72.5082561962,NA,2,0,0,1,0,0,54001,1992
"3612","ABforMELTT",6475,1992-12-15,7.1162672756,-73.1325981781,NA,3,0,0,1,0,0,68001,1992
"3613","ABforMELTT",6476,1992-12-15,9.9750947004,-73.8887676643,NA,3,0,0,1,0,0,20060,1992
"3614","ABforMELTT",6477,1992-12-15,6.5945924336,-75.0133505772,NA,0,0,0,0,0,0,5890,1992
"3615","ABforMELTT",6478,1992-12-15,3.1531985415,-75.0542702546,NA,1,1,0,0,0,0,41078,1992
"3616","ABforMELTT",6479,1992-12-15,6.5377619568,-75.0872076079,NA,1,0,0,1,0,0,5190,1992
"3617","ABforMELTT",6480,1992-12-15,6.4748432929,-75.1677837076,NA,0,0,0,0,0,0,5690,1992
"3618","ABforMELTT",6481,1992-12-15,6.5664814485,-75.5178008012,NA,5,1,0,0,0,0,5264,1992
"3619","ABforMELTT",3183,1992-12-16,10.3330328571,-73.1812180784,"CR20176868",1,0,0,1,0,0,20750,1992
"3620","ABforMELTT",6482,1992-12-16,7.9053062946,-72.5082561962,NA,0,0,0,0,0,0,54001,1992
"3621","ABforMELTT",6483,1992-12-16,7.8651626395,-72.7166177702,NA,8,1,0,0,0,0,54680,1992
"3622","ABforMELTT",6484,1992-12-16,8.0820136662,-72.8007583831,NA,1,0,0,1,0,0,54720,1992
"3623","ABforMELTT",6485,1992-12-16,10.4604812152,-73.259389309,NA,0,0,0,0,0,0,20001,1992
"3624","ABforMELTT",6486,1992-12-16,6.4859489363,-75.019157568,NA,0,0,0,0,0,0,5670,1992
"3625","ABforMELTT",6487,1992-12-17,7.7736712281,-72.8131243454,NA,0,1,0,0,0,0,54660,1992
"3626","ABforMELTT",6488,1992-12-17,10.4604812152,-73.259389309,NA,1,0,0,1,0,0,20001,1992
"3627","ABforMELTT",6489,1992-12-17,3.2697324386,-73.3737434266,NA,1,1,0,0,0,0,50577,1992
"3628","ABforMELTT",6490,1992-12-17,4.4041010599,-73.946474203,NA,0,0,0,0,0,0,25151,1992
"3629","ABforMELTT",6491,1992-12-17,8.5407129963,-74.6281013985,NA,0,0,0,0,0,0,70429,1992
"3630","ABforMELTT",6492,1992-12-17,8.2550165836,-76.1507186857,NA,2,1,0,0,0,0,23855,1992
"3631","ABforMELTT",6493,1992-12-17,8.2612163264,-76.2947477464,NA,1,1,0,0,0,0,23855,1992
"3632","ABforMELTT",6494,1992-12-17,8.1273994605,-76.6811617117,NA,1,1,0,0,0,0,5837,1992
"3633","ABforMELTT",6495,1992-12-18,6.7030584578,-72.7323798046,NA,0,0,0,0,0,0,68432,1992
"3634","ABforMELTT",6496,1992-12-18,7.0723604029,-73.0990326168,NA,2,1,0,0,0,0,68276,1992
"3635","ABforMELTT",6497,1992-12-18,3.2697324386,-73.3737434266,NA,2,1,0,0,0,0,50577,1992
"3636","ABforMELTT",6498,1992-12-19,8.3103369584,-73.599028585,NA,0,1,0,0,0,0,20011,1992
"3637","ABforMELTT",6499,1992-12-19,3.1531985415,-75.0542702546,NA,0,1,0,0,0,0,41078,1992
"3638","ABforMELTT",6500,1992-12-20,7.0260940527,-74.695944258,NA,2,1,0,0,0,0,5604,1992
"3639","ABforMELTT",6501,1992-12-22,7.9053062946,-72.5082561962,NA,1,0,0,0,0,0,54001,1992
"3640","ABforMELTT",6502,1992-12-22,11.5287513839,-72.911488911,NA,3,0,0,1,0,0,44001,1992
"3641","ABforMELTT",6503,1992-12-22,9.7185798645,-75.1212157328,NA,0,0,0,0,0,0,13244,1992
"3642","ABforMELTT",6504,1992-12-22,9.5266872387,-75.2290844408,NA,0,0,0,0,0,0,70508,1992
"3643","ABforMELTT",2029,1992-12-23,0.6638168985,-76.8730276879,"CR027014",0,0,0,0,0,0,86320,1992
"3644","ABforMELTT",6505,1992-12-23,6.2187486149,-73.8110852764,NA,2,1,0,0,0,0,68385,1992
"3645","ABforMELTT",6506,1992-12-23,0.6638168985,-76.8730276879,NA,10,0,0,1,0,0,86320,1992
"3646","ABforMELTT",6507,1992-12-24,5.7447471798,-75.97554408,NA,1,0,0,1,0,0,5091,1992
"3647","ABforMELTT",6508,1992-12-24,3.5711567555,-76.2208934136,NA,1,0,0,0,0,0,76520,1992
"3648","APforMELTT",85,1992-12-24,1.669426894,-77.01392439,"CR003095",5,0,0,1,0,0,52693,1992
"3649","ABforMELTT",6509,1992-12-25,7.3919119442,-73.4990501608,NA,4,1,0,0,0,0,68655,1992
"3650","ABforMELTT",6510,1992-12-25,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1992
"3651","ABforMELTT",6511,1992-12-26,3.9846191399,-74.4841872343,NA,2,0,0,1,0,0,25120,1992
"3652","ABforMELTT",6512,1992-12-26,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1992
"3653","ABforMELTT",6513,1992-12-26,0.6638168985,-76.8730276879,NA,10,0,0,1,0,0,86320,1992
"3654","ABforMELTT",6514,1992-12-27,7.0773585444,-70.7463503062,NA,1,0,0,1,0,0,81001,1992
"3655","ABforMELTT",6515,1992-12-27,4.4581800051,-73.6766990281,NA,0,1,0,0,0,0,50686,1992
"3656","ABforMELTT",6516,1992-12-28,4.352622053,-73.7133287874,NA,0,1,0,0,0,0,50245,1992
"3657","ABforMELTT",6517,1992-12-28,1.9089350729,-75.1574887391,NA,4,2,0,0,0,0,18592,1992
"3658","ABforMELTT",6518,1992-12-30,6.9538595698,-71.8723334257,NA,0,0,0,1,0,0,81736,1992
"3659","ABforMELTT",6519,1992-12-30,7.3231751243,-73.0155656446,NA,0,0,0,0,0,0,68444,1992
"3660","ABforMELTT",6520,1992-12-30,7.2650104862,-73.1501469118,NA,1,1,0,0,0,0,68615,1992
"3661","ABforMELTT",6521,1992-12-30,7.1133560811,-73.2195514422,NA,1,1,0,0,0,0,68406,1992
"3662","ABforMELTT",6522,1992-12-30,7.1133560811,-73.2195514422,NA,1,1,0,0,0,0,68406,1992
"3663","ABforMELTT",6523,1992-12-31,7.3231751243,-73.0155656446,NA,0,0,0,1,0,0,68444,1992
"3664","ABforMELTT",6524,1992-12-31,3.7940894646,-73.8392134871,NA,0,0,0,1,0,0,50223,1992
"3665","ABforMELTT",6525,1992-12-31,7.064963864,-73.8499569753,NA,2,0,0,0,0,0,68081,1992
"3666","ABforMELTT",6526,1992-12-31,6.246715564,-75.581713332,NA,0,1,0,0,0,0,5001,1992
"3667","ABforMELTT",6527,1992-12-31,6.246715564,-75.581713332,NA,0,1,0,0,0,0,5001,1992
"3668","ABforMELTT",6528,1993-01-01,7.4885830746,-74.8670747123,NA,1,1,0,0,0,0,5895,1993
"3669","ABforMELTT",6529,1993-01-01,10.1882057785,-74.9154577312,NA,3,1,0,0,0,0,47541,1993
"3670","ABforMELTT",6530,1993-01-05,7.0796396792,-74.7015910715,NA,0,0,0,1,0,0,5736,1993
"3671","ABforMELTT",6531,1993-01-06,10.2442918729,-73.144730081,NA,0,1,0,0,0,0,20750,1993
"3672","ABforMELTT",6532,1993-01-06,7.9998954586,-73.510975182,NA,1,1,0,0,0,0,20770,1993
"3673","ABforMELTT",6533,1993-01-06,9.5821338414,-75.0356884157,NA,1,1,0,0,0,0,13244,1993
"3674","ABforMELTT",6534,1993-01-06,6.246715564,-75.581713332,NA,2,1,0,0,0,0,5001,1993
"3675","ABforMELTT",6535,1993-01-07,7.1381223239,-72.6654349244,NA,1,0,0,1,0,0,54174,1993
"3676","ABforMELTT",6536,1993-01-07,6.9408005341,-73.7643151673,NA,2,1,0,0,0,0,68081,1993
"3677","ABforMELTT",6537,1993-01-08,6.9538595698,-71.8723334257,NA,4,0,0,1,0,0,81736,1993
"3678","ABforMELTT",6538,1993-01-08,5.2936652064,-72.7032099199,NA,1,1,0,0,0,0,15518,1993
"3679","ABforMELTT",6539,1993-01-08,8.4363773379,-73.2874092881,NA,2,1,0,0,0,0,54800,1993
"3680","ABforMELTT",6540,1993-01-09,4.4396089914,-75.1937147765,NA,0,0,0,1,0,0,73001,1993
"3681","ABforMELTT",6541,1993-01-09,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1993
"3682","ABforMELTT",6542,1993-01-09,8.6323776333,-76.7173994979,NA,2,1,0,0,0,0,5490,1993
"3683","ABforMELTT",6543,1993-01-10,10.0404579941,-73.2383961682,NA,2,1,0,0,0,0,20013,1993
"3684","ABforMELTT",6544,1993-01-10,3.5638340194,-73.7940127553,NA,0,0,0,1,0,0,50251,1993
"3685","ABforMELTT",6545,1993-01-10,7.0796396792,-74.7015910715,NA,2,1,0,0,0,0,5736,1993
"3686","ABforMELTT",6546,1993-01-10,3.5298632299,-75.6443876655,NA,2,1,0,0,0,0,73616,1993
"3687","ABforMELTT",6547,1993-01-10,3.3239181063,-76.2345017444,NA,1,1,0,0,0,0,76275,1993
"3688","ABforMELTT",6548,1993-01-12,3.9267926577,-75.0160689957,NA,0,1,0,0,0,0,73671,1993
"3689","ABforMELTT",6549,1993-01-12,3.9647265895,-76.0603323657,NA,1,1,0,0,0,0,76834,1993
"3690","ABforMELTT",6550,1993-01-12,1.462816036,-77.1061550847,NA,1,1,0,0,0,0,52051,1993
"3691","ABforMELTT",6551,1993-01-13,8.2316472074,-73.0523728168,NA,3,1,0,0,0,0,54398,1993
"3692","ABforMELTT",6552,1993-01-13,8.3217145622,-73.1459753507,NA,3,1,0,0,0,0,54344,1993
"3693","ABforMELTT",6553,1993-01-13,8.4167490936,-73.3401444841,NA,1,1,0,0,0,0,54720,1993
"3694","ABforMELTT",6554,1993-01-13,8.510578756,-73.4466871194,NA,2,1,0,0,0,0,54245,1993
"3695","ABforMELTT",6555,1993-01-14,4.402450393,-74.0251822579,NA,0,1,0,0,0,0,25845,1993
"3696","ABforMELTT",6556,1993-01-14,4.2389326854,-75.2408682971,NA,2,1,0,0,0,0,73624,1993
"3697","ABforMELTT",6557,1993-01-14,7.7551163455,-76.6532103356,NA,1,1,0,0,0,0,5147,1993
"3698","ABforMELTT",6558,1993-01-15,7.8651626395,-72.7166177702,NA,5,1,0,0,0,0,54680,1993
"3699","ABforMELTT",6559,1993-01-15,7.76082642,-73.394225336,NA,2,1,0,0,0,0,20710,1993
"3700","ABforMELTT",6560,1993-01-15,6.7259771459,-75.2831701138,NA,2,1,0,0,0,0,5150,1993
"3701","ABforMELTT",6561,1993-01-15,6.1695976289,-75.6143587142,NA,1,0,0,0,0,0,5360,1993
"3702","ABforMELTT",914,1993-01-17,6.246715564,-75.581713332,"CR016092",0,1,0,0,0,0,5001,1993
"3703","ABforMELTT",6562,1993-01-17,2.981144559,-76.7331434532,NA,0,0,0,1,0,0,19780,1993
"3704","ABforMELTT",6563,1993-01-18,8.3217145622,-73.1459753507,NA,4,1,0,0,0,0,54344,1993
"3705","ABforMELTT",6564,1993-01-18,10.24738355,-74.26175733,NA,2,0,0,1,0,0,47000,1993
"3706","ABforMELTT",6565,1993-01-18,7.0796396792,-74.7015910715,NA,1,2,0,0,0,0,5736,1993
"3707","ABforMELTT",6566,1993-01-18,7.3658338765,-76.5055801241,NA,1,1,0,0,0,0,5480,1993
"3708","ABforMELTT",6567,1993-01-18,2.7910488353,-76.607504165,NA,0,1,0,0,0,0,19473,1993
"3709","ABforMELTT",1108,1993-01-19,-4.0060342414,-70.1320151653,"CR018317",5,0,0,1,0,0,91001,1993
"3710","ABforMELTT",6568,1993-01-19,5.2294936483,-72.7611460564,NA,1,1,0,0,0,0,85279,1993
"3711","ABforMELTT",4,1993-01-20,11.5287513839,-72.911488911,"CR000009",1,1,0,0,0,0,44001,1993
"3712","ABforMELTT",6569,1993-01-20,10.6088116901,-72.9776227799,NA,3,1,0,0,0,0,44874,1993
"3713","ABforMELTT",6570,1993-01-20,1.4791726347,-75.4364077628,NA,0,0,0,1,0,0,18410,1993
"3714","ABforMELTT",6571,1993-01-21,11.5287513839,-72.911488911,NA,1,1,0,0,0,0,44001,1993
"3715","ABforMELTT",6572,1993-01-21,7.9998954586,-73.510975182,NA,4,1,0,0,0,0,20770,1993
"3716","ABforMELTT",6573,1993-01-21,6.3340688364,-75.554665073,NA,1,1,0,0,0,0,5088,1993
"3717","ABforMELTT",6574,1993-01-21,3.931054383,-75.9389423328,NA,1,0,0,1,0,0,76834,1993
"3718","ABforMELTT",6575,1993-01-21,6.405567003,-75.9828188939,NA,1,0,1,0,0,0,5125,1993
"3719","ABforMELTT",1645,1993-01-22,7.8834174058,-76.6259606537,"CR021038",0,0,0,1,0,0,5045,1993
"3720","ABforMELTT",6576,1993-01-22,7.2428750572,-76.4358754017,NA,4,1,0,0,0,0,5480,1993
"3721","ABforMELTT",6577,1993-01-22,7.8834174058,-76.6259606537,NA,1,1,0,0,0,0,5045,1993
"3722","ABforMELTT",6578,1993-01-23,-3.780447632,-70.3645183498,NA,2,1,0,0,0,0,91540,1993
"3723","ABforMELTT",6579,1993-01-23,6.9538595698,-71.8723334257,NA,1,1,0,0,0,0,81736,1993
"3724","ABforMELTT",6580,1993-01-23,8.3103369584,-73.599028585,NA,1,0,0,1,0,0,20011,1993
"3725","ABforMELTT",6581,1993-01-23,4.6274736184,-75.096450741,NA,0,1,0,0,0,0,73043,1993
"3726","ABforMELTT",6582,1993-01-23,1.1945830321,-75.7065835254,NA,1,1,0,0,0,0,18860,1993
"3727","ABforMELTT",2940,1993-01-24,6.14722409,-75.3767693823,"CR118058",1,0,0,0,0,0,5615,1993
"3728","ABforMELTT",6583,1993-01-24,6.0969749204,-72.2502758862,NA,1,1,0,0,0,0,85315,1993
"3729","ABforMELTT",6584,1993-01-24,7.5783154508,-75.3523574868,NA,2,1,0,0,0,0,5120,1993
"3730","ABforMELTT",6585,1993-01-25,2.1782142699,-73.7870688164,NA,0,0,0,1,0,0,50350,1993
"3731","ABforMELTT",6586,1993-01-25,3.7940894646,-73.8392134871,NA,1,1,0,0,0,0,50223,1993
"3732","ABforMELTT",6587,1993-01-25,7.064963864,-73.8499569753,NA,0,0,0,1,0,0,68081,1993
"3733","ABforMELTT",6588,1993-01-25,6.1428966666,-75.1844450829,NA,0,1,0,0,0,0,5313,1993
"3734","ABforMELTT",6589,1993-01-25,1.5703732827,-75.3261234569,NA,1,1,0,0,0,0,18256,1993
"3735","APforMELTT",155,1993-01-25,5.909821031,-72.78101116,"CR007122",0,0,0,1,0,0,15790,1993
"3736","ABforMELTT",915,1993-01-26,6.246715564,-75.581713332,"CR016099",1,1,0,0,0,0,5001,1993
"3737","ABforMELTT",6590,1993-01-26,4.6501730303,-74.1073590032,NA,2,0,0,1,0,0,11001,1993
"3738","ABforMELTT",6591,1993-01-26,2.606856535,-76.739135645,NA,1,1,0,0,0,0,19130,1993
"3739","ABforMELTT",6592,1993-01-27,7.2650104862,-73.1501469118,NA,1,1,0,0,0,0,68615,1993
"3740","ABforMELTT",6593,1993-01-27,8.0817841412,-73.2217343999,NA,3,1,0,0,0,0,54003,1993
"3741","ABforMELTT",6594,1993-01-27,8.2126271065,-73.2386486736,NA,5,1,0,0,0,0,54398,1993
"3742","ABforMELTT",6595,1993-01-27,8.4703689333,-73.3372084478,NA,2,1,0,0,0,0,54206,1993
"3743","ABforMELTT",6596,1993-01-27,4.6177920434,-75.636528232,NA,1,0,1,0,0,0,63190,1993
"3744","ABforMELTT",6597,1993-01-28,10.4604812152,-73.259389309,NA,4,1,0,0,0,0,20001,1993
"3745","ABforMELTT",6598,1993-01-28,8.4261359835,-76.7845744975,NA,1,1,0,0,0,0,5490,1993
"3746","ABforMELTT",6599,1993-01-29,4.2695377658,-73.4861087817,NA,1,1,0,0,0,0,50226,1993
"3747","ABforMELTT",6600,1993-01-29,7.4767206715,-73.924168553,NA,1,1,0,0,0,0,13670,1993
"3748","ABforMELTT",6601,1993-01-30,6.4493794856,-71.7586108633,NA,0,0,0,1,0,0,81794,1993
"3749","ABforMELTT",6602,1993-01-30,7.3728501803,-72.6476814357,NA,1,1,0,0,0,0,54518,1993
"3750","ABforMELTT",6603,1993-01-30,7.4707195926,-73.2028779315,NA,0,0,0,1,0,0,68255,1993
"3751","ABforMELTT",6604,1993-01-30,7.4707195926,-73.2028779315,NA,0,0,0,1,0,0,68255,1993
"3752","ABforMELTT",6605,1993-01-31,5.2294936483,-72.7611460564,NA,0,1,0,0,0,0,85279,1993
"3753","ABforMELTT",265,1993-02-01,3.0340707783,-76.4084870416,"CR003096",0,0,0,1,0,0,19142,1993
"3754","ABforMELTT",6606,1993-02-01,10.9759268186,-74.7952590482,NA,3,1,0,0,0,0,8001,1993
"3755","ABforMELTT",6607,1993-02-01,1.6798724759,-75.2835628711,NA,0,0,0,1,0,0,18247,1993
"3756","ABforMELTT",6608,1993-02-02,6.9974758041,-73.054660853,NA,7,1,0,0,0,0,68547,1993
"3757","ABforMELTT",6609,1993-02-02,8.4363773379,-73.2874092881,NA,0,1,0,0,0,0,54800,1993
"3758","ABforMELTT",6610,1993-02-02,8.4703689333,-73.3372084478,NA,1,1,0,0,0,0,54206,1993
"3759","ABforMELTT",6611,1993-02-02,3.0340707783,-76.4084870416,NA,0,0,0,1,0,0,19142,1993
"3760","ABforMELTT",6612,1993-02-03,6.636832296,-71.5451032831,NA,0,0,1,0,0,0,81794,1993
"3761","ABforMELTT",6613,1993-02-03,2.1782142699,-73.7870688164,NA,0,0,0,1,0,0,50350,1993
"3762","ABforMELTT",6614,1993-02-03,7.0796396792,-74.7015910715,NA,4,1,0,0,0,0,5736,1993
"3763","ABforMELTT",6615,1993-02-03,6.5521169129,-74.7871614805,NA,3,1,0,0,0,0,5425,1993
"3764","ABforMELTT",6616,1993-02-03,6.6765672722,-74.8400467259,NA,5,1,0,0,0,0,5885,1993
"3765","ABforMELTT",6617,1993-02-03,6.3486405452,-75.5093439031,NA,4,1,0,0,0,0,5212,1993
"3766","ABforMELTT",6618,1993-02-03,6.246715564,-75.581713332,NA,4,1,0,0,0,0,5001,1993
"3767","ABforMELTT",6619,1993-02-04,2.5664283992,-72.6389862155,NA,0,0,0,1,0,0,95001,1993
"3768","ABforMELTT",6620,1993-02-04,8.2474537916,-73.3558144029,NA,0,0,0,1,0,0,54498,1993
