"","dataset","event","date","latitude","longitude","relcase_tax","victims_tax","clash_tax","govattack_tax","guerrattack_tax","parattack_tax","posdattack_tax","c_digo_dane_de_municipio","year"
"1","ABforMELTT",3207,1988-01-01,3.1976614695,-75.6439614722,NA,2,1,0,0,0,0,73555,1988
"2","ABforMELTT",3208,1988-01-01,1.3319484797,-75.9735381035,NA,1,0,0,1,0,0,18610,1988
"3","ABforMELTT",3209,1988-01-02,7.064963864,-73.8499569753,NA,1,0,0,1,0,0,68081,1988
"4","ABforMELTT",231,1988-01-03,7.2949178968,-75.3874207862,"CR003001",7,1,0,1,0,0,5854,1988
"5","ABforMELTT",3210,1988-01-03,7.0039407344,-73.9124579456,NA,0,1,0,0,0,0,5893,1988
"6","ABforMELTT",3211,1988-01-03,6.1879915689,-74.9879525625,NA,0,0,0,0,0,0,5649,1988
"7","ABforMELTT",3212,1988-01-03,6.1152555943,-75.9845158732,NA,0,0,0,0,0,0,5093,1988
"8","ABforMELTT",3213,1988-01-04,7.0039407344,-73.9124579456,NA,0,0,0,1,0,0,5893,1988
"9","ABforMELTT",3214,1988-01-04,10.9759268186,-74.7952590482,NA,2,1,0,0,0,0,8001,1988
"10","ABforMELTT",3215,1988-01-04,8.9299710595,-75.0311608094,NA,1,0,0,1,0,0,70678,1988
"11","ABforMELTT",3216,1988-01-05,7.0039407344,-73.9124579456,NA,1,0,0,0,0,0,5893,1988
"12","ABforMELTT",3217,1988-01-05,11.0066568813,-74.2412861592,NA,1,1,0,0,0,0,47189,1988
"13","ABforMELTT",3218,1988-01-05,11.0066568813,-74.2412861592,NA,2,0,0,1,0,0,47189,1988
"14","ABforMELTT",3219,1988-01-06,7.064963864,-73.8499569753,NA,2,0,0,0,0,0,68081,1988
"15","ABforMELTT",3220,1988-01-06,6.3340688364,-75.554665073,NA,1,0,0,0,0,0,5088,1988
"16","ABforMELTT",3221,1988-01-07,5.6506763959,-74.0699644758,NA,0,1,0,0,0,0,15681,1988
"17","ABforMELTT",3222,1988-01-07,6.1428966666,-75.1844450829,NA,3,1,0,0,0,0,5313,1988
"18","ABforMELTT",3223,1988-01-07,7.5801208146,-75.4014059617,NA,0,1,0,0,0,0,5790,1988
"19","ABforMELTT",3224,1988-01-07,4.7608831004,-76.2216035147,NA,0,1,0,0,0,0,76246,1988
"20","ABforMELTT",3225,1988-01-08,6.1428966666,-75.1844450829,NA,3,1,0,0,0,0,5313,1988
"21","ABforMELTT",3226,1988-01-09,6.4493794856,-71.7586108633,NA,1,0,0,1,0,0,81794,1988
"22","ABforMELTT",3227,1988-01-10,7.4767206715,-73.924168553,NA,0,1,0,0,0,0,13670,1988
"23","ABforMELTT",3228,1988-01-10,7.5801208146,-75.4014059617,NA,0,1,0,0,0,0,5790,1988
"24","ABforMELTT",3229,1988-01-10,8.7869445226,-76.2413965182,NA,2,1,0,0,0,0,23090,1988
"25","ABforMELTT",3230,1988-01-11,7.2650104862,-73.1501469118,NA,2,0,0,0,0,0,68615,1988
"26","ABforMELTT",3231,1988-01-11,8.3103369584,-73.599028585,NA,0,0,0,0,0,0,20011,1988
"27","ABforMELTT",3232,1988-01-12,2.9356044149,-75.2777225856,NA,1,0,0,1,0,0,41001,1988
"28","ABforMELTT",3233,1988-01-12,1.4270540308,-77.0967308309,NA,2,1,0,0,0,0,52258,1988
"29","ABforMELTT",3234,1988-01-13,7.0039407344,-73.9124579456,NA,0,0,0,0,0,0,5893,1988
"30","ABforMELTT",3235,1988-01-13,11.0066568813,-74.2412861592,NA,0,0,0,0,0,0,47189,1988
"31","ABforMELTT",3236,1988-01-13,7.5801208146,-75.4014059617,NA,1,0,1,0,0,0,5790,1988
"32","ABforMELTT",3237,1988-01-14,7.6429704403,-72.7988745246,NA,0,1,0,0,0,0,54051,1988
"33","ABforMELTT",3238,1988-01-14,3.8280403521,-73.688129602,NA,2,0,1,0,0,0,50150,1988
"34","ABforMELTT",3109,1988-01-15,7.8834174058,-76.6259606537,"CR201754571",2,1,0,0,0,0,5045,1988
"35","ABforMELTT",3239,1988-01-16,10.4604812152,-73.259389309,NA,5,0,0,1,0,0,20001,1988
"36","ABforMELTT",3240,1988-01-17,7.064963864,-73.8499569753,NA,3,1,0,0,0,0,68081,1988
"37","ABforMELTT",3241,1988-01-17,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1988
"38","ABforMELTT",3242,1988-01-18,7.4767206715,-73.924168553,NA,0,0,0,1,0,0,13670,1988
"39","ABforMELTT",3243,1988-01-18,6.4859489363,-75.019157568,NA,5,1,0,0,0,0,5670,1988
"40","ABforMELTT",3244,1988-01-18,3.6496795788,-75.5849106782,NA,0,0,0,1,0,0,73168,1988
"41","ABforMELTT",3245,1988-01-18,8.8921689971,-76.3551928772,NA,2,1,0,0,0,0,23419,1988
"42","ABforMELTT",3246,1988-01-18,0.5050467219,-76.4972728472,NA,1,1,0,0,0,0,86568,1988
"43","ABforMELTT",3247,1988-01-18,1.0289410116,-76.6171624674,NA,1,1,0,0,0,0,86885,1988
"44","ABforMELTT",3248,1988-01-18,1.0289410116,-76.6171624674,NA,1,0,0,1,0,0,86885,1988
"45","ABforMELTT",3249,1988-01-18,1.8374164035,-76.9663120354,NA,1,1,0,0,0,0,19100,1988
"46","ABforMELTT",3250,1988-01-18,2.0404787683,-77.2158981426,NA,2,0,0,1,0,0,19075,1988
"47","ABforMELTT",3251,1988-01-19,5.9889526163,-73.7713464124,NA,1,1,0,0,0,0,68101,1988
"48","ABforMELTT",3252,1988-01-19,6.2937548758,-75.0279838158,NA,4,1,0,0,0,0,5667,1988
"49","ABforMELTT",3253,1988-01-19,1.6798724759,-75.2835628711,NA,1,1,0,0,0,0,18247,1988
"50","ABforMELTT",3254,1988-01-19,7.5801208146,-75.4014059617,NA,0,1,0,0,0,0,5790,1988
"51","APforMELTT",36,1988-01-19,2.846715932,-77.24769154,"CR003002",4,0,0,1,0,0,19418,1988
"52","ABforMELTT",3255,1988-01-20,6.4434711367,-73.3373676728,NA,2,1,0,0,0,0,68745,1988
"53","ABforMELTT",3256,1988-01-20,6.6979114506,-73.5112677449,NA,0,1,0,0,0,0,68235,1988
"54","ABforMELTT",3257,1988-01-21,6.042983285,-74.993641001,NA,0,0,0,1,0,0,5660,1988
"55","ABforMELTT",232,1988-01-23,6.5945924336,-75.0133505772,"CR003003",5,1,0,0,0,0,5890,1988
"56","ABforMELTT",3258,1988-01-23,1.2511905633,-70.2347505205,NA,0,1,0,0,0,0,97001,1988
"57","ABforMELTT",3259,1988-01-23,2.1197861313,-74.7673405755,NA,2,0,1,0,0,0,18753,1988
"58","ABforMELTT",3260,1988-01-24,7.1162672756,-73.1325981781,NA,8,0,0,1,0,0,68001,1988
"59","ABforMELTT",3261,1988-01-24,7.0727751091,-73.1682558736,NA,8,0,0,1,0,0,68307,1988
"60","ABforMELTT",3262,1988-01-24,3.6496795788,-75.5849106782,NA,1,0,0,1,0,0,73168,1988
"61","ABforMELTT",3263,1988-01-26,8.4703689333,-73.3372084478,NA,1,1,0,0,0,0,54206,1988
"62","ABforMELTT",3264,1988-01-27,8.2550165836,-76.1507186857,NA,6,0,1,0,0,0,23855,1988
"63","ABforMELTT",7,1988-01-29,7.7409051578,-73.0487455245,"CR000035",1,0,0,1,0,0,54128,1988
"64","ABforMELTT",3265,1988-01-29,7.7409051578,-73.0487455245,NA,0,0,0,1,0,0,54128,1988
"65","ABforMELTT",280,1988-01-30,7.7409051578,-73.0487455245,"CR003143",3,0,0,1,0,0,54128,1988
"66","ABforMELTT",3266,1988-01-30,6.1868641868,-67.4869969956,NA,0,0,0,1,0,0,99001,1988
"67","ABforMELTT",3267,1988-01-30,2.5664283992,-72.6389862155,NA,6,0,1,0,0,0,95001,1988
"68","ABforMELTT",3268,1988-01-30,6.2905613283,-73.4744263671,NA,0,0,0,0,0,0,68211,1988
"69","ABforMELTT",3269,1988-01-30,5.6563226913,-73.9784487242,NA,1,1,0,0,0,0,15531,1988
"70","ABforMELTT",3270,1988-01-30,7.4885830746,-74.8670747123,NA,0,0,0,1,0,0,5895,1988
"71","ABforMELTT",3271,1988-02-01,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1988
"72","ABforMELTT",3272,1988-02-01,2.7778373466,-76.3238781841,NA,1,1,0,0,0,0,19364,1988
"73","ABforMELTT",3273,1988-02-02,6.317319591,-76.133948666,NA,3,1,0,0,0,0,5847,1988
"74","ABforMELTT",3274,1988-02-04,6.9538595698,-71.8723334257,NA,0,0,0,1,0,0,81736,1988
"75","ABforMELTT",3275,1988-02-04,7.0000928753,-72.1106877551,NA,0,0,0,1,0,0,15223,1988
"76","ABforMELTT",3276,1988-02-04,3.9349163866,-75.2226010951,NA,1,1,0,0,0,0,73504,1988
"77","ABforMELTT",3277,1988-02-04,6.246715564,-75.581713332,NA,0,0,0,1,0,0,5001,1988
"78","ABforMELTT",3278,1988-02-06,7.76082642,-73.394225336,NA,0,0,0,0,0,0,20710,1988
"79","ABforMELTT",3279,1988-02-06,6.8803829351,-73.4110239344,NA,5,0,0,1,0,0,68689,1988
"80","ABforMELTT",3280,1988-02-06,7.064963864,-73.8499569753,NA,0,1,0,0,0,0,68081,1988
"81","ABforMELTT",3281,1988-02-06,7.0260940527,-74.695944258,NA,3,1,0,0,0,0,5604,1988
"82","ABforMELTT",3282,1988-02-06,6.1584197403,-75.6451903823,NA,0,0,0,1,0,0,5380,1988
"83","ABforMELTT",3283,1988-02-06,7.6663004388,-76.6812163995,NA,0,1,0,0,0,0,5172,1988
"84","APforMELTT",350,1988-02-06,5.789747931,-75.78549855,NA,1,0,0,1,0,0,5368,1988
"85","ABforMELTT",3284,1988-02-08,9.7046061158,-73.2792316745,NA,1,1,0,0,0,0,20045,1988
"86","ABforMELTT",3285,1988-02-08,7.5975217942,-74.799097289,NA,2,1,0,0,0,0,5250,1988
"87","ABforMELTT",3286,1988-02-08,8.9431254161,-75.4459203022,NA,1,1,0,0,0,0,23660,1988
"88","ABforMELTT",3287,1988-02-09,9.7046061158,-73.2792316745,NA,1,1,0,0,0,0,20045,1988
"89","ABforMELTT",3288,1988-02-09,9.9534543877,-75.0813529279,NA,1,0,0,0,0,0,13657,1988
"90","ABforMELTT",3289,1988-02-10,2.2531340673,-76.6132981543,NA,1,1,0,0,0,0,19760,1988
"91","ABforMELTT",3290,1988-02-11,6.2843488971,-73.1468703911,NA,2,1,0,0,0,0,68167,1988
"92","ABforMELTT",2121,1988-02-13,6.6442654634,-73.6797651138,"CR037148",0,0,0,0,0,0,68235,1988
"93","ABforMELTT",3291,1988-02-15,8.314446629,-75.1462907587,NA,3,1,0,0,0,0,23068,1988
"94","ABforMELTT",3292,1988-02-16,6.042983285,-74.993641001,NA,0,1,0,0,0,0,5660,1988
"95","ABforMELTT",3293,1988-02-16,0.5050467219,-76.4972728472,NA,1,0,0,1,0,0,86568,1988
"96","ABforMELTT",3294,1988-02-16,1.1522961181,-76.650271415,NA,3,1,0,0,0,0,86001,1988
"97","ABforMELTT",3295,1988-02-17,8.1703786843,-76.0596965873,NA,0,0,0,0,0,0,23807,1988
"98","ABforMELTT",3296,1988-02-17,8.1703786843,-76.0596965873,NA,3,0,0,1,0,0,23807,1988
"99","ABforMELTT",3297,1988-02-17,1.0289410116,-76.6171624674,NA,1,0,0,0,0,0,86885,1988
"100","ABforMELTT",3298,1988-02-19,3.2697324386,-73.3737434266,NA,4,0,0,1,0,0,50577,1988
"101","APforMELTT",351,1988-02-19,3.369528485,-73.48784863,NA,2,0,0,1,0,0,50287,1988
"102","ABforMELTT",3299,1988-02-20,2.5102291925,-76.4024425093,NA,4,1,0,0,0,0,19824,1988
"103","ABforMELTT",3300,1988-02-21,7.5801208146,-75.4014059617,NA,4,0,0,1,0,0,5790,1988
"104","ABforMELTT",3301,1988-02-21,6.246715564,-75.581713332,NA,0,0,0,0,0,0,5001,1988
"105","ABforMELTT",3302,1988-02-21,4.2120508064,-76.3188089387,NA,2,1,0,0,0,0,76828,1988
"106","ABforMELTT",3303,1988-02-22,8.1703786843,-76.0596965873,NA,2,1,0,0,0,0,23807,1988
"107","ABforMELTT",3304,1988-02-22,8.1703786843,-76.0596965873,NA,3,0,0,1,0,0,23807,1988
"108","ABforMELTT",3305,1988-02-22,1.0289410116,-76.6171624674,NA,0,0,0,1,0,0,86885,1988
"109","ABforMELTT",3306,1988-02-25,3.2396529967,-74.3515453533,NA,2,1,0,0,0,0,50370,1988
"110","ABforMELTT",3307,1988-02-26,6.246715564,-75.581713332,NA,1,0,0,0,0,0,5001,1988
"111","ABforMELTT",3308,1988-02-28,5.3404456801,-75.7304125955,NA,0,0,0,0,0,0,66594,1988
"112","ABforMELTT",3309,1988-03-01,8.6886509639,-73.666354865,NA,2,0,0,1,0,0,20550,1988
"113","ABforMELTT",3310,1988-03-01,1.8525783554,-76.0487449016,NA,0,1,0,0,0,0,41551,1988
"114","ABforMELTT",3311,1988-03-02,6.042983285,-74.993641001,NA,0,0,0,1,0,0,5660,1988
"115","ABforMELTT",3312,1988-03-03,5.3404456801,-75.7304125955,NA,1,1,0,0,0,0,66594,1988
"116","ABforMELTT",3313,1988-03-03,1.8810812984,-76.2703596812,NA,0,1,0,0,0,0,41668,1988
"117","ABforMELTT",3314,1988-03-04,5.3404456801,-75.7304125955,NA,1,1,0,0,0,0,66594,1988
"118","ABforMELTT",3315,1988-03-05,1.0289410116,-76.6171624674,NA,2,1,0,0,0,0,86885,1988
"119","ABforMELTT",3316,1988-03-06,9.2018105922,-73.5409865164,NA,0,0,0,0,0,0,20228,1988
"120","ABforMELTT",3317,1988-03-06,9.2018105922,-73.5409865164,NA,4,0,0,2,0,0,20228,1988
"121","ABforMELTT",3318,1988-03-06,4.6501730303,-74.1073590032,NA,1,0,0,1,0,0,11001,1988
"122","ABforMELTT",3319,1988-03-06,7.0260940527,-74.695944258,NA,0,1,0,0,0,0,5604,1988
"123","ABforMELTT",3320,1988-03-07,1.8810812984,-76.2703596812,NA,1,1,0,0,0,0,41668,1988
"124","ABforMELTT",3321,1988-03-09,2.5224475968,-75.3153728821,NA,2,1,0,0,0,0,41020,1988
"125","ABforMELTT",3322,1988-03-09,6.246715564,-75.581713332,NA,0,0,0,1,0,0,5001,1988
"126","ABforMELTT",233,1988-03-13,0.4683982046,-76.9803490163,"CR003004",2,1,0,0,0,0,86865,1988
"127","ABforMELTT",3323,1988-03-13,9.5638873004,-73.3342279147,NA,0,0,0,1,0,0,20400,1988
"128","ABforMELTT",3324,1988-03-14,7.5975217942,-74.799097289,NA,3,1,0,0,0,0,5250,1988
"129","ABforMELTT",3325,1988-03-15,7.3728501803,-72.6476814357,NA,10,0,0,1,0,0,54518,1988
"130","ABforMELTT",3326,1988-03-15,7.1381223239,-72.6654349244,NA,10,0,0,1,0,0,54174,1988
"131","ABforMELTT",3327,1988-03-15,8.2763067713,-73.8681404847,NA,1,0,0,1,0,0,13473,1988
"132","ABforMELTT",3328,1988-03-17,7.4767206715,-73.924168553,NA,8,1,0,0,0,0,13670,1988
"133","ABforMELTT",3329,1988-03-17,7.0747076685,-75.1483484246,NA,0,0,0,1,0,0,5040,1988
"134","ABforMELTT",3330,1988-03-17,7.9737772443,-75.4168181275,NA,4,0,0,1,0,0,23466,1988
"135","ABforMELTT",3331,1988-03-17,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1988
"136","ABforMELTT",3332,1988-03-18,6.8803829351,-73.4110239344,NA,0,1,0,0,0,0,68689,1988
"137","ABforMELTT",3333,1988-03-19,6.4913629288,-71.5589721861,NA,2,0,0,1,0,0,81794,1988
"138","ABforMELTT",3334,1988-03-19,7.5975217942,-74.799097289,NA,1,1,0,0,0,0,5250,1988
"139","ABforMELTT",3335,1988-03-20,5.0192052597,-72.7472519157,NA,0,0,0,1,0,0,85410,1988
"140","ABforMELTT",234,1988-03-22,2.7856150047,-76.5186332944,"CR003005",3,1,0,0,0,0,19137,1988
"141","ABforMELTT",3336,1988-03-22,2.7981308256,-76.4844478583,NA,0,1,0,0,0,0,19137,1988
"142","ABforMELTT",3337,1988-03-23,2.1197861313,-74.7673405755,NA,2,1,0,0,0,0,18753,1988
"143","ABforMELTT",3338,1988-03-23,6.3340688364,-75.554665073,NA,1,0,0,0,0,0,5088,1988
"144","ABforMELTT",3339,1988-03-23,8.4261359835,-76.7845744975,NA,1,1,0,0,0,0,5490,1988
"145","ABforMELTT",3340,1988-03-24,6.4434711367,-73.3373676728,NA,0,1,0,0,0,0,68745,1988
"146","ABforMELTT",3341,1988-03-24,8.9431254161,-75.4459203022,NA,1,1,0,0,0,0,23660,1988
"147","ABforMELTT",3342,1988-03-26,6.3396453498,-73.6167932693,NA,2,1,0,0,0,0,68720,1988
"148","ABforMELTT",3343,1988-03-26,7.9737772443,-75.4168181275,NA,2,1,0,0,0,0,23466,1988
"149","ABforMELTT",3344,1988-03-27,3.2235975621,-75.2390311845,NA,1,0,0,0,0,0,41016,1988
"150","ABforMELTT",3345,1988-03-28,11.0066568813,-74.2412861592,NA,3,0,0,1,0,0,47189,1988
"151","ABforMELTT",3346,1988-03-29,2.071843274,-75.683017097,NA,1,0,0,1,0,0,41298,1988
"152","ATforMELTT",151,1988-03-29,4.65017303,-74.107359,"CR2017511123",0,0,0,0,1,0,11001,1988
"153","APforMELTT",39,1988-03-30,2.071843274,-75.6830171,"CR003006",7,0,0,1,0,0,41298,1988
"154","ABforMELTT",3347,1988-04-01,7.4707195926,-73.2028779315,NA,5,1,0,0,0,0,68255,1988
"155","ABforMELTT",3348,1988-04-01,7.8834174058,-76.6259606537,NA,2,1,0,0,0,0,5045,1988
"156","ABforMELTT",3349,1988-04-05,6.638415002,-73.2877647263,NA,0,1,0,0,0,0,68296,1988
"157","ABforMELTT",3350,1988-04-05,6.9451542304,-74.7427116502,NA,2,0,0,1,0,0,5604,1988
"158","ABforMELTT",3351,1988-04-06,5.8229856798,-73.0306096702,NA,0,0,0,1,0,0,15238,1988
"159","ABforMELTT",3352,1988-04-06,7.7409051578,-73.0487455245,NA,0,0,0,1,0,0,54128,1988
"160","ABforMELTT",3353,1988-04-06,8.9299710595,-75.0311608094,NA,2,1,0,0,0,0,70678,1988
"161","ABforMELTT",3354,1988-04-06,1.6798724759,-75.2835628711,NA,2,0,0,1,0,0,18247,1988
"162","ABforMELTT",3355,1988-04-06,6.246715564,-75.581713332,NA,3,0,0,1,0,0,5001,1988
"163","ABforMELTT",3356,1988-04-07,6.405567003,-75.9828188939,NA,3,1,0,0,0,0,5125,1988
"164","ABforMELTT",3357,1988-04-07,4.7608831004,-76.2216035147,NA,0,1,0,0,0,0,76246,1988
"165","ABforMELTT",3358,1988-04-07,2.9514504091,-76.271127213,NA,2,1,0,0,0,0,19821,1988
"166","ABforMELTT",3359,1988-04-07,2.2531340673,-76.6132981543,NA,4,1,0,0,0,0,19760,1988
"167","APforMELTT",353,1988-04-07,7.17162903,-75.76467317,NA,0,0,0,1,0,0,5361,1988
"168","ABforMELTT",3360,1988-04-08,8.510578756,-73.4466871194,NA,1,0,0,0,0,0,54245,1988
"169","ABforMELTT",3361,1988-04-11,10.9586667142,-72.7935756661,NA,4,1,0,0,0,0,44078,1988
"170","ABforMELTT",3362,1988-04-11,7.0796396792,-74.7015910715,NA,1,1,0,0,0,0,5736,1988
"171","ABforMELTT",3363,1988-04-12,6.5565332964,-75.827079071,NA,3,1,0,0,0,0,5042,1988
"172","ABforMELTT",3364,1988-04-14,7.3490661438,-73.8993340229,NA,3,1,0,0,0,0,68575,1988
"173","ABforMELTT",3365,1988-04-14,9.7185798645,-75.1212157328,NA,1,1,0,0,0,0,13244,1988
"174","ABforMELTT",3366,1988-04-15,7.0000928753,-72.1106877551,NA,0,0,0,1,0,0,15223,1988
"175","ABforMELTT",3367,1988-04-17,7.0773585444,-70.7463503062,NA,0,1,0,0,0,0,81001,1988
"176","ABforMELTT",3368,1988-04-18,7.4707195926,-73.2028779315,NA,1,0,1,0,0,0,68255,1988
"177","ABforMELTT",3369,1988-04-18,6.0625209035,-73.6371106396,NA,1,0,0,1,0,0,68179,1988
"178","ABforMELTT",3370,1988-04-18,0.5050467219,-76.4972728472,NA,2,1,0,0,0,0,86568,1988
"179","ABforMELTT",3371,1988-04-18,2.2609796988,-76.7403518701,NA,0,1,0,0,0,0,19622,1988
"180","APforMELTT",354,1988-04-18,9.361189611,-73.60014444,NA,0,0,0,1,0,0,20178,1988
"181","ABforMELTT",3372,1988-04-19,6.1868641868,-67.4869969956,NA,4,1,0,0,0,0,99001,1988
"182","ABforMELTT",3373,1988-04-19,6.8214502274,-71.3209783185,NA,0,1,0,0,0,0,81065,1988
"183","ABforMELTT",3374,1988-04-20,4.6501730303,-74.1073590032,NA,2,1,0,0,0,0,11001,1988
"184","APforMELTT",40,1988-04-20,1.251190563,-70.23475052,"CR003007",10,0,0,1,0,0,97001,1988
"185","ABforMELTT",3375,1988-04-21,3.1257520996,-73.7511667597,NA,1,1,0,0,0,0,50711,1988
"186","ABforMELTT",3376,1988-04-22,10.5140924032,-74.1913434578,NA,0,0,0,1,0,0,47288,1988
"187","ABforMELTT",3377,1988-04-22,7.8834174058,-76.6259606537,NA,2,0,0,1,0,0,5045,1988
"188","ABforMELTT",3378,1988-04-23,9.7967698684,-74.7846828554,NA,0,0,0,0,0,0,47555,1988
"189","ABforMELTT",3379,1988-04-24,7.2650104862,-73.1501469118,NA,1,1,0,0,0,0,68615,1988
"190","ABforMELTT",3380,1988-04-24,7.76082642,-73.394225336,NA,10,1,0,0,0,0,20710,1988
"191","ABforMELTT",3381,1988-04-25,7.0269814147,-71.426751178,NA,0,0,0,1,0,0,81065,1988
"192","ABforMELTT",3382,1988-04-26,2.9397436759,-73.2065133275,NA,2,0,1,0,0,0,50590,1988
"193","ABforMELTT",3383,1988-04-26,7.76082642,-73.394225336,NA,3,1,0,0,0,0,20710,1988
"194","ABforMELTT",3384,1988-04-26,11.216244538,-73.3993159494,NA,1,1,0,0,0,0,44090,1988
"195","ABforMELTT",3385,1988-04-26,7.9998954586,-73.510975182,NA,6,1,0,0,0,0,20770,1988
"196","ABforMELTT",3386,1988-04-26,1.97584609,-75.7950558039,NA,9,1,0,0,0,0,41770,1988
"197","ABforMELTT",3387,1988-04-29,6.4870411404,-74.4099455275,NA,3,1,0,0,0,0,5579,1988
"198","ABforMELTT",3388,1988-04-29,6.3026583592,-75.8544415828,NA,0,1,0,0,0,0,5044,1988
"199","ABforMELTT",3389,1988-04-30,2.5664283992,-72.6389862155,NA,3,0,1,0,0,0,95001,1988
"200","ABforMELTT",3390,1988-04-30,7.2650104862,-73.1501469118,NA,3,0,0,1,0,0,68615,1988
"201","ABforMELTT",3391,1988-04-30,7.0039407344,-73.9124579456,NA,3,1,0,0,0,0,5893,1988
"202","ABforMELTT",3392,1988-04-30,8.0375127958,-76.5178133654,NA,1,0,0,1,0,0,5837,1988
"203","ABforMELTT",3393,1988-05-02,7.0747076685,-75.1483484246,NA,1,1,0,0,0,0,5040,1988
"204","ABforMELTT",3394,1988-05-02,1.0289410116,-76.6171624674,NA,2,1,0,0,0,0,86885,1988
"205","ABforMELTT",3395,1988-05-03,11.0066568813,-74.2412861592,NA,2,0,1,0,0,0,47189,1988
"206","ABforMELTT",3396,1988-05-05,7.064963864,-73.8499569753,NA,0,0,0,1,0,0,68081,1988
"207","ABforMELTT",3397,1988-05-06,6.0388085754,-75.7019460715,NA,2,0,0,1,0,0,5030,1988
"208","ABforMELTT",3398,1988-05-07,6.2458467646,-73.4192920288,NA,0,1,0,0,0,0,68320,1988
"209","ABforMELTT",3399,1988-05-09,3.1257520996,-73.7511667597,NA,0,1,0,0,0,0,50711,1988
"210","ABforMELTT",3400,1988-05-10,8.2474537916,-73.3558144029,NA,2,0,0,0,0,0,54498,1988
"211","APforMELTT",355,1988-05-10,8.389604097,-73.38003986,NA,1,0,0,1,0,0,20310,1988
"212","ABforMELTT",3401,1988-05-11,8.2474537916,-73.3558144029,NA,0,0,0,1,0,0,54498,1988
"213","ABforMELTT",3402,1988-05-12,2.3896466941,-75.8914513146,NA,2,1,0,0,0,0,41396,1988
"214","ABforMELTT",3403,1988-05-12,2.3426440474,-76.4956389436,NA,2,1,0,0,0,0,19585,1988
"215","ABforMELTT",3404,1988-05-12,1.7424757054,-77.3345655563,NA,0,0,0,1,0,0,52256,1988
"216","ABforMELTT",3405,1988-05-14,6.0109534491,-73.6662990692,NA,0,0,0,1,0,0,68861,1988
"217","ABforMELTT",3406,1988-05-14,8.9154522335,-74.4624035436,NA,1,1,0,0,0,0,13549,1988
"218","ABforMELTT",3407,1988-05-15,7.4767206715,-73.924168553,NA,1,0,1,0,0,0,13670,1988
"219","ABforMELTT",3408,1988-05-17,7.9541763755,-73.9473119566,NA,0,0,0,0,0,0,13744,1988
"220","ABforMELTT",3409,1988-05-17,5.8595498478,-73.9656258658,NA,0,1,0,0,0,0,68377,1988
"221","ABforMELTT",3410,1988-05-18,8.1703786843,-76.0596965873,NA,0,0,0,1,0,0,23807,1988
"222","ABforMELTT",3411,1988-05-19,5.4208870712,-71.7329250601,NA,2,1,0,0,0,0,85325,1988
"223","ABforMELTT",3412,1988-05-19,1.8810812984,-76.2703596812,NA,0,1,0,0,0,0,41668,1988
"224","ABforMELTT",3413,1988-05-19,1.8810812984,-76.2703596812,NA,1,0,1,0,0,0,41668,1988
"225","ABforMELTT",3414,1988-05-20,2.5664283992,-72.6389862155,NA,0,0,0,1,0,0,95001,1988
"226","ABforMELTT",3415,1988-05-21,5.918743412,-73.7909746305,NA,3,0,0,1,0,0,68773,1988
"227","ABforMELTT",3416,1988-05-22,7.4387123838,-74.6893941583,NA,1,1,0,0,0,0,5250,1988
"228","ABforMELTT",1545,1988-05-24,6.8803829351,-73.4110239344,"CR020051",2,1,0,0,0,0,68689,1988
"229","ABforMELTT",3417,1988-05-26,6.246715564,-75.581713332,NA,1,1,0,0,0,0,5001,1988
"230","APforMELTT",1,1988-05-27,6.628732408,-72.62708287,"CR000038",2,0,0,1,0,0,68152,1988
"231","ABforMELTT",3418,1988-05-28,8.2768866641,-76.380577886,NA,12,1,0,0,0,0,5665,1988
"232","APforMELTT",356,1988-05-28,9.872296464,-74.58197051,NA,0,0,0,1,0,0,47555,1988
"233","ABforMELTT",3043,1988-05-29,4.6501730303,-74.1073590032,"CR2017319979",1,1,0,0,0,0,11001,1988
"234","ABforMELTT",3419,1988-05-29,10.6111164196,-75.1422461432,NA,0,0,1,0,0,0,8421,1988
"235","ABforMELTT",3420,1988-05-29,6.5565332964,-75.827079071,NA,7,1,0,0,0,0,5042,1988
"236","ABforMELTT",3421,1988-05-29,8.089116411,-76.7291584376,NA,1,1,0,0,0,0,5837,1988
"237","ABforMELTT",3422,1988-05-30,6.5565332964,-75.827079071,NA,10,0,0,2,0,0,5042,1988
"238","ABforMELTT",3423,1988-05-31,8.9560332056,-73.6258166827,NA,2,0,0,1,0,0,20517,1988
"239","ABforMELTT",3424,1988-05-31,8.089116411,-76.7291584376,NA,1,1,0,0,0,0,5837,1988
"240","ABforMELTT",3425,1988-06-01,7.1162672756,-73.1325981781,NA,0,0,0,1,0,0,68001,1988
"241","ABforMELTT",3426,1988-06-02,7.0269814147,-71.426751178,NA,0,0,0,1,0,0,81065,1988
"242","ABforMELTT",3427,1988-06-02,7.3100318276,-72.4851073184,NA,1,1,0,0,0,0,54820,1988
"243","ABforMELTT",3428,1988-06-02,5.4468429821,-75.6496603124,NA,0,0,0,1,0,0,17777,1988
"244","ABforMELTT",3429,1988-06-03,6.4493794856,-71.7586108633,NA,0,0,0,1,0,0,81794,1988
"245","ABforMELTT",3430,1988-06-03,5.0192052597,-72.7472519157,NA,1,1,0,0,0,0,85410,1988
