,muncode,_prcmean,year,_tempmean
12264,15810,14155.257113821137,2006,
12265,15810,12274.361788617885,2007,2897.645325203252
12266,15810,14233.048780487805,2008,2895.819105691057
12267,15810,8726.944105691056,2009,2900.2957317073174
12268,15810,16518.954268292684,2010,2902.180894308943
12269,15810,14715.365853658537,2011,2897.224593495935
12270,15810,13394.190040650406,2012,2898.0081300813013
12271,15810,26748.243902439022,2013,2902.9156504065045
12272,15810,27934.462305986697,2014,2903.013211382114
12273,15810,30237.5081300813,2015,2904.7967479674794
12274,15810,26839.496951219513,2016,2915.479674796748
12275,15810,32056.86382113821,2017,2899.780487804878
12276,15810,34195.131097560974,2018,2898.538617886179
12277,15810,,2019,2902.4908536585367
12278,5809,24543.76497005988,2006,
12279,5809,26907.329341317367,2007,2953.326347305389
12280,5809,30463.396706586824,2008,2947.686127744511
12281,5809,16706.499500998005,2009,2959.1472055888225
12282,5809,29259.72205588822,2010,2960.9196606786427
12283,5809,21516.42714570858,2011,2954.3902195608784
12284,5809,14135.08882235529,2012,2958.5079840319363
12285,5809,16582.04840319361,2013,2961.6596806387224
12286,5809,14789.238432226457,2014,2964.134231536926
12287,5809,13693.015469061875,2015,2969.446107784431
12288,5809,14959.508982035928,2016,2982.874750499002
12289,5809,18042.64021956088,2017,2962.8942115768464
12290,5809,18561.66866267465,2018,2962.114770459082
12291,5809,,2019,2967.5484031936126
12292,15814,12567.55612244898,2006,
12293,15814,9519.876700680272,2007,2846.5310374149662
12294,15814,11503.852040816326,2008,2846.324829931973
12295,15814,8763.728316326531,2009,2849.9272959183672
12296,15814,14018.633503401361,2010,2853.0471938775513
12297,15814,16893.09906462585,2011,2848.0204081632655
12298,15814,11999.887329931973,2012,2846.4421768707484
12299,15814,23095.538265306124,2013,2851.2253401360545
12300,15814,23171.96150278293,2014,2851.2189625850338
12301,15814,34493.67772108844,2015,2851.5229591836737
12302,15814,29680.559523809523,2016,2855.917517006803
12303,15814,31354.55782312925,2017,2851.0442176870747
12304,15814,30204.835884353743,2018,2847.676445578231
12305,15814,,2019,2849.7755102040815
12306,25815,16080.14343786295,2006,
12307,25815,18885.508710801394,2007,2979.3028455284552
12308,25815,18392.835365853658,2008,2978.8347851335657
12309,25815,16329.453542392564,2009,2984.6350174216027
12310,25815,17610.037456445993,2010,2984.642857142857
12311,25815,18384.024970963994,2011,2982.528745644599
12312,25815,13896.923344947734,2012,2983.3138792102204
12313,25815,41448.331300813006,2013,2984.5389082462257
12314,25815,43128.44124168514,2014,2986.402729384437
12315,25815,32044.911440185828,2015,2986.8077816492455
12316,25815,44258.795586527296,2016,2994.829849012776
12317,25815,34960.15011614402,2017,2993.3951800232285
12318,25815,42177.526132404186,2018,2988.967479674797
12319,25815,,2019,2991.7160278745646
12320,25817,9739.169540229885,2006,
12321,25817,7456.676245210728,2007,2870.0335249042146
12322,25817,9672.481800766283,2008,2869.1532567049812
12323,25817,6410.702107279693,2009,2873.456896551724
12324,25817,9206.862068965516,2010,2873.894636015326
12325,25817,12454.113026819925,2011,2868.0105363984676
12326,25817,8151.493295019157,2012,2865.7203065134104
12327,25817,10228.01724137931,2013,2871.0249042145592
12328,25817,8677.957157784744,2014,2872.459770114943
12329,25817,10539.785440613026,2015,2874.278735632184
12330,25817,13573.523946360154,2016,2878.9549808429115
12331,25817,12427.18295019157,2017,2870.5775862068967
12332,25817,13637.54214559387,2018,2866.0105363984676
12333,25817,,2019,2869.432950191571
12334,15816,21654.369834710746,2006,
12335,15816,21425.891873278237,2007,2898.3732782369148
12336,15816,20995.244490358127,2008,2895.375344352617
12337,15816,18758.404958677685,2009,2900.908402203857
12338,15816,22690.73553719008,2010,2904.8319559228653
12339,15816,23698.31955922865,2011,2900.220385674931
12340,15816,15905.296143250687,2012,2900.748622589532
12341,15816,18700.14876033058,2013,2904.238980716253
12342,15816,17307.70097670924,2014,2904.3946280991736
12343,15816,25291.274104683194,2015,2907.498622589532
12344,15816,23401.17906336088,2016,2914.0206611570247
12345,15816,27428.869834710746,2017,2903.163223140496
12346,15816,22902.22658402204,2018,2901.2947658402204
12347,15816,,2019,2905.066804407714
12348,5819,28073.55782312925,2006,
12349,5819,30579.319727891154,2007,2943.8820861678
12350,5819,29557.840702947844,2008,2940.3866213151928
12351,5819,23954.34977324263,2009,2948.079931972789
12352,5819,29489.342403628118,2010,2950.839569160998
12353,5819,34634.356009070296,2011,2947.1009070294785
12354,5819,27048.472222222223,2012,2948.0827664399094
12355,5819,27144.153061224493,2013,2949.6921768707484
12356,5819,24161.29808286951,2014,2950.311224489796
12357,5819,28293.848639455784,2015,2953.8208616780043
12358,5819,29851.016439909294,2016,2966.923469387755
12359,5819,33388.94784580499,2017,2949.334467120181
12360,5819,31448.278911564626,2018,2947.264739229025
12361,5819,,2019,2950.7726757369614
12362,54820,37926.663801337156,2006,
12363,54820,38707.52865329513,2007,2893.0173352435527
12364,54820,34224.348376313275,2008,2892.839684813753
12365,54820,31155.228080229226,2009,2893.274259789876
12366,54820,37477.80601719198,2010,2902.152913085005
12367,54820,34814.65668576887,2011,2896.591499522445
12368,54820,44084.52793696275,2012,2894.437249283668
12369,54820,55099.22402101242,2013,2896.5452722063037
12370,54820,63455.603230007815,2014,2895.202626552053
12371,54820,71834.4517191977,2015,2894.588920725884
12372,54820,58218.43309455587,2016,2898.147994269341
12373,54820,50516.06623686724,2017,2895.7678605539636
12374,54820,63225.92913085005,2018,2891.369006685769
12375,54820,,2019,2895.424785100286
12376,68820,13749.68970714901,2006,
12377,68820,11233.87639965547,2007,2853.2435400516792
12378,68820,17682.50086132644,2008,2850.0691214470285
12379,68820,17307.188415159344,2009,2855.945305770887
12380,68820,22517.925495262705,2010,2861.4941860465115
12381,68820,19879.49009474591,2011,2853.8049095607234
12382,68820,23663.76916451335,2012,2856.090223944875
12383,68820,36438.33893195521,2013,2859.380275624462
12384,68820,41145.296922715526,2014,2858.829457364341
12385,68820,42840.04823428079,2015,2860.5826873385013
12386,68820,33046.42700258398,2016,2853.371877691645
12387,68820,31984.185831180017,2017,2855.9422911283377
12388,68820,38530.16580534023,2018,2854.18669250646
12389,68820,,2019,2858.6076658053403
12390,25823,20832.80009920635,2006,
12391,25823,21334.346726190477,2007,2937.970238095238
12392,25823,22368.08779761905,2008,2934.4250992063494
12393,25823,14599.31646825397,2009,2940.957837301587
12394,25823,17022.690476190477,2010,2942.467261904762
12395,25823,19800.354166666668,2011,2940.2931547619046
12396,25823,14434.34623015873,2012,2940.5173611111113
12397,25823,14564.939484126984,2013,2942.8224206349205
12398,25823,13880.808982683984,2014,2944.253968253968
12399,25823,13204.300099206348,2015,2948.3541666666665
12400,25823,17960.56150793651,2016,2949.151785714286
12401,25823,16252.83382936508,2017,2946.3467261904757
12402,25823,20092.33134920635,2018,2944.189484126984
12403,25823,,2019,2948.563988095238
12404,19821,24173.86678301338,2006,
12405,19821,23486.51439790576,2007,2864.8324607329846
12406,19821,30778.76817917394,2008,2862.2025887143686
12407,19821,20499.725276323443,2009,2869.11387434555
12408,19821,25934.284322280397,2010,2869.0319953461317
12409,19821,31818.810354857473,2011,2865.591768470041
12410,19821,21136.481529959277,2012,2867.347294938918
12411,19821,14401.421175101803,2013,2868.7380744618968
12412,19821,15095.72663810884,2014,2869.8931064572425
12413,19821,9673.139761489238,2015,2874.0091623036647
12414,19821,18082.614165212333,2016,2869.0652995927867
12415,19821,21175.901977894126,2017,2869.584060500291
12416,19821,14776.381908086098,2018,2870.0107620709714
12417,19821,,2019,2873.2561082024436
12418,76823,13046.040257648952,2006,
12419,76823,20344.10305958132,2007,2938.9198872785832
12420,76823,21030.33615136876,2008,2935.6372785829303
12421,76823,15227.32809983897,2009,2943.315619967794
12422,76823,22353.80716586151,2010,2943.722222222222
12423,76823,26256.277777777777,2011,2941.615539452496
12424,76823,15600.700483091787,2012,2943.102254428342
12425,76823,20456.321658615136,2013,2943.812801932367
12426,76823,16808.278436539305,2014,2945.466586151369
12427,76823,16562.46618357488,2015,2949.1630434782605
12428,76823,18102.828502415457,2016,2947.055555555555
12429,76823,21305.45611916264,2017,2946.3925120772947
12430,76823,21719.967391304348,2018,2945.954106280193
12431,76823,,2019,2949.5515297906604
12432,15822,19721.222582972583,2006,
12433,15822,15658.91341991342,2007,2829.3293650793653
12434,15822,18025.410533910534,2008,2829.7763347763344
12435,15822,14991.744949494949,2009,2832.0577200577204
12436,15822,20906.36940836941,2010,2837.183982683983
12437,15822,24148.295815295816,2011,2833.213564213564
12438,15822,19638.459956709958,2012,2829.7510822510826
12439,15822,36315.344155844155,2013,2833.3008658008657
12440,15822,38165.15505706415,2014,2832.9440836940835
12441,15822,56991.8740981241,2015,2833.6432178932178
12442,15822,45617.14357864358,2016,2831.636002886003
12443,15822,46367.327561327555,2017,2835.0443722943724
12444,15822,45420.146103896106,2018,2831.3391053391056
12445,15822,,2019,2833.7604617604616
12446,19824,19405.433439265536,2006,
12447,19824,21954.460098870055,2007,2865.729872881356
12448,19824,26951.54043079096,2008,2863.607168079096
12449,19824,17012.814265536723,2009,2869.081038135593
12450,19824,22011.552436440677,2010,2870.062853107345
12451,19824,29973.653601694914,2011,2866.444209039548
12452,19824,17170.47863700565,2012,2865.9327330508477
12453,19824,11904.519950564973,2013,2867.705155367232
12454,19824,13042.894453004621,2014,2868.0469632768363
12455,19824,8417.371115819209,2015,2871.8794138418075
12456,19824,13757.332097457627,2016,2873.4731638418075
12457,19824,18737.53407485876,2017,2870.27595338983
12458,19824,11995.164371468927,2018,2869.664018361582
12459,19824,,2019,2873.3545197740114
12460,85430,19841.071627326808,2006,
12461,85430,18020.661989061602,2007,2998.7747793129915
12462,85430,18708.774587411244,2008,2997.124592208789
12463,85430,19222.676261753983,2009,2997.4529360967185
12464,85430,19151.142319132607,2010,3000.237862214546
12465,85430,20880.220663020533,2011,2995.6146612934176
12466,85430,21824.34655056611,2012,2994.5613126079447
12467,85430,20356.232033199,2013,2997.6352667434276
12468,85430,19764.132987910187,2014,2999.695523891767
12469,85430,23825.110127614662,2015,2999.0858520437537
12470,85430,22742.075057570528,2016,3001.454375359816
12471,85430,21194.67921224333,2017,2998.9654097102284
12472,85430,24819.30699481865,2018,2997.385050853963
12473,85430,,2019,3003.6187152178086
12474,76828,20811.303637200737,2006,
12475,76828,23944.13674033149,2007,2904.907458563536
12476,76828,19350.57711786372,2008,2903.221915285451
12477,76828,16064.60635359116,2009,2909.3865101289134
12478,76828,21739.95050644567,2010,2909.9465930018414
12479,76828,22267.30732044199,2011,2908.6521639042353
12480,76828,16087.115101289135,2012,2908.967311233886
12481,76828,17617.140193370167,2013,2909.2548342541436
12482,76828,16387.370919136112,2014,2910.7969613259665
12483,76828,15120.685543278085,2015,2914.3609576427257
12484,76828,16685.210865561694,2016,2905.2693370165744
12485,76828,19010.96247697974,2017,2913.20879373849
12486,76828,18357.063075506445,2018,2911.9769797421736
12487,76828,,2019,2914.4210405156537
12488,8832,7628.109709480123,2006,
12489,8832,9222.225917431193,2007,3000.4839449541287
12490,8832,8845.825305810396,2008,2998.7270642201834
12491,8832,4148.191896024465,2009,3003.0646024464836
12492,8832,13815.93119266055,2010,3003.3990825688074
12493,8832,10517.588302752294,2011,3000.5355504587155
12494,8832,5501.307721712538,2012,3003.6204128440368
12495,8832,6647.547782874618,2013,3004.1506116207947
12496,8832,5972.347789824854,2014,3005.5351681957186
12497,8832,3744.0019113149847,2015,3007.5894495412845
12498,8832,7579.601681957186,2016,3005.2098623853212
12499,8832,7572.308486238532,2017,3005.511085626911
12500,8832,8228.135703363914,2018,3003.643348623853
12501,8832,,2019,3005.8788226299694
12502,76834,28090.798721546616,2006,
12503,76834,28350.42118802619,2007,2895.212893670097
12504,76834,30265.25249454319,2008,2893.254131587153
12505,76834,26156.437324602433,2009,2899.6813221078887
12506,76834,30474.03515746804,2010,2900.396086685376
12507,76834,31357.594558777677,2011,2899.0497349547863
12508,76834,25593.784845650138,2012,2898.7482070470846
12509,76834,21909.070470845025,2013,2899.8070626753974
12510,76834,19968.377498086575,2014,2901.480511381353
12511,76834,16947.351886498287,2015,2905.843077642656
12512,76834,23383.107811038353,2016,2903.812909260992
12513,76834,28424.85438104147,2017,2902.525880885563
12514,76834,23488.626909884628,2018,2901.523776114749
12515,76834,,2019,2904.451980043654
12516,15001,13262.727976190477,2006,
12517,15001,9770.780952380954,2007,2848.6904761904766
12518,15001,12229.568452380952,2008,2848.392857142857
12519,15001,8947.690476190475,2009,2851.594642857143
12520,15001,14037.426785714284,2010,2855.602976190476
12521,15001,17776.35238095238,2011,2851.241666666667
12522,15001,11620.39642857143,2012,2848.930952380952
12523,15001,16816.79821428571,2013,2852.5934523809524
12524,15001,15823.684415584414,2014,2852.6345238095237
12525,15001,22454.513095238097,2015,2852.868452380952
12526,15001,22029.618452380953,2016,2856.85
12527,15001,24316.367857142857,2017,2853.0363095238095
12528,15001,22459.194047619047,2018,2849.823214285714
12529,15001,,2019,2852.0660714285714
12530,15832,19470.66447368421,2006,
12531,15832,22904.46052631579,2007,2949.342105263158
12532,15832,21937.326754385966,2008,2946.3179824561407
12533,15832,17631.06359649123,2009,2951.9605263157896
12534,15832,20918.458333333332,2010,2954.3991228070176
12535,15832,24928.791666666668,2011,2952.2236842105262
12536,15832,15014.945175438595,2012,2953.1842105263154
12537,15832,19634.907894736843,2013,2954.3508771929824
12538,15832,17597.65071770335,2014,2955.142543859649
12539,15832,21506.287280701756,2015,2959.8508771929824
12540,15832,22805.921052631576,2016,2976.4912280701756
12541,15832,28021.63157894737,2017,2955.804824561403
12542,15832,25412.471491228072,2018,2954.3618421052633
12543,15832,,2019,2958.77850877193
12544,13836,11543.739099859353,2006,
12545,13836,13180.730661040789,2007,3004.1793248945146
12546,13836,11984.60864978903,2008,3001.865330520394
12547,13836,6925.383966244725,2009,3008.410689170183
12548,13836,17124.917018284108,2010,3007.677918424754
12549,13836,16059.276371308018,2011,3002.67229254571
12550,13836,8350.579817158932,2012,3007.412095639944
12551,13836,7958.355836849508,2013,3008.1691279887486
12552,13836,6391.99079401611,2014,3010.646624472574
12553,13836,4408.0323488045005,2015,3014.6666666666665
12554,13836,8759.445850914206,2016,3010.8101265822784
12555,13836,8657.726793248945,2017,3009.1315049226446
12556,13836,8670.387482419128,2018,3008.902250351617
12557,13836,,2019,3013.759493670886
12558,13838,12097.8558259587,2006,
12559,13838,13574.228613569321,2007,3005.6666666666665
12560,13838,11111.354351032447,2008,3003.255530973451
12561,13838,6635.310840707964,2009,3009.410398230089
12562,13838,17277.24668141593,2010,3008.639380530973
12563,13838,16440.299778761062,2011,3003.842920353982
12564,13838,8223.359144542772,2012,3008.5457227138645
12565,13838,7623.476769911505,2013,3009.3211651917404
12566,13838,5990.810136765888,2014,3011.6426991150443
12567,13838,4087.780604719764,2015,3015.6898967551624
12568,13838,8685.592551622418,2016,3013.2064896755164
12569,13838,8201.246681415929,2017,3010.8746312684366
12570,13838,7796.146386430679,2018,3010.9874631268435
12571,13838,,2019,3015.403392330383
12572,5837,19501.23552086345,2006,
12573,5837,23742.197672737788,2007,2996.306374674761
12574,5837,20461.24836176159,2008,2992.9545388840706
12575,5837,18668.698684590923,2009,2999.4146429603934
12576,5837,20703.152307988825,2010,3000.254047412547
12577,5837,19275.905945841765,2011,2996.146236870001
12578,5837,18944.783632070925,2012,2999.2710320901992
12579,5837,21091.285294401077,2013,3000.6140503035563
12580,5837,14822.794107598096,2014,3002.7190902958464
12581,5837,16610.004191962995,2015,3006.0967765250075
12582,5837,21123.34701744242,2016,3005.349426616556
12583,5837,20624.557723812275,2017,3002.672015033246
12584,5837,19284.415678905272,2018,3000.8460055892842
12585,5837,,2019,3004.4130529054637
12586,15835,12485.735663082438,2006,
12587,15835,10001.63440860215,2007,2854.7275985663086
12588,15835,11585.267025089606,2008,2855.203405017921
12589,15835,8032.465053763441,2009,2856.4489247311826
12590,15835,12830.281362007168,2010,2862.3655913978496
12591,15835,16456.967741935485,2011,2858.6263440860216
12592,15835,11981.832437275987,2012,2854.4345878136205
12593,15835,14962.95430107527,2013,2857.034050179211
12594,15835,13903.88660801564,2014,2856.61917562724
12595,15835,19732.732078853045,2015,2855.894265232975
12596,15835,20289.19713261649,2016,2862.093189964158
12597,15835,20778.271505376342,2017,2859.2177419354834
12598,15835,20238.85394265233,2018,2855.4435483870966
12599,15835,,2019,2857.543010752688
12600,15837,10061.624149659865,2006,
12601,15837,7874.053146258503,2007,2866.119897959184
12602,15837,9345.766156462585,2008,2864.578656462585
12603,15837,6857.310799319727,2009,2869.9566326530617
12604,15837,11118.664965986396,2010,2871.255102040816
12605,15837,13427.778486394558,2011,2864.422619047619
12606,15837,8670.21130952381,2012,2865.1955782312925
12607,15837,15291.580782312923,2013,2871.4923469387754
12608,15837,14702.89332096475,2014,2871.8078231292516
12609,15837,21602.688775510203,2015,2872.3210034013605
12610,15837,19858.81632653061,2016,2879.156887755102
12611,15837,21862.26318027211,2017,2868.9723639455783
12612,15837,20760.08843537415,2018,2865.9187925170068
12613,15837,,2019,2868.034013605442
12614,15839,16125.643884892086,2006,
12615,15839,14558.19004796163,2007,2831.5857314148684
12616,15839,15734.479016786572,2008,2829.7775779376498
12617,15839,11531.466426858513,2009,2834.292565947242
12618,15839,18065.88848920863,2010,2840.1390887290167
12619,15839,19869.286570743407,2011,2833.382494004796
12620,15839,14834.07613908873,2012,2832.070143884892
12621,15839,26370.438848920865,2013,2836.66067146283
12622,15839,27121.327665140616,2014,2835.7374100719426
12623,15839,31794.32194244604,2015,2837.537170263789
12624,15839,31386.034172661868,2016,2835.0275779376498
12625,15839,35476.986810551556,2017,2835.825539568345
12626,15839,34226.603117506,2018,2833.113309352518
12627,15839,,2019,2836.9190647482014
12628,85400,21255.541601765315,2006,
12629,85400,18828.67497403946,2007,2933.1998961578397
12630,85400,21246.9363317757,2008,2932.39998701973
12631,85400,18648.127920560746,2009,2934.0543224299067
12632,85400,23187.458008826583,2010,2938.9469755970927
12633,85400,25692.270054517136,2011,2933.8821391484944
12634,85400,22341.245846313603,2012,2931.5531542056074
12635,85400,24328.115524402907,2013,2934.9291277258567
12636,85400,25803.809260832626,2014,2935.1551791277257
12637,85400,30769.493185358257,2015,2936.6254543094497
12638,85400,30537.94996105919,2016,2939.935228452752
12639,85400,30859.03978452752,2017,2935.8189901349947
12640,85400,30967.16244807892,2018,2933.4997403946004
12641,85400,,2019,2937.7194314641747
12642,5789,28127.847826086956,2006,
12643,5789,30309.626811594204,2007,2914.052954292085
12644,5789,35003.81884057971,2008,2910.7246376811595
12645,5789,20434.489966555182,2009,2919.1457636566333
12646,5789,32377.641025641027,2010,2922.106744704571
12647,5789,27872.42502787068,2011,2916.8776477146043
12648,5789,20910.446209587513,2012,2920.147714604236
12649,5789,22074.938963210705,2013,2921.1897993311036
12650,5789,19922.636667680144,2014,2923.6399108138235
12651,5789,19010.16917502787,2015,2928.166109253066
12652,5789,18000.796822742475,2016,2924.5732998885173
12653,5789,22961.659698996653,2017,2922.964882943144
12654,5789,22574.848104793757,2018,2922.4498327759197
12655,5789,,2019,2927.159698996655
12656,15820,10313.975877192983,2006,
12657,15820,8881.548245614034,2007,2855.642543859649
12658,15820,9875.19956140351,2008,2856.177631578947
12659,15820,7793.024122807018,2009,2858.230263157895
12660,15820,12046.642543859649,2010,2863.4912280701756
12661,15820,13476.589912280702,2011,2857.8135964912285
12662,15820,10212.607456140351,2012,2856.429824561403
12663,15820,16960.63596491228,2013,2860.1513157894738
12664,15820,17768.47129186603,2014,2858.9429824561407
12665,15820,23176.223684210523,2015,2859.2105263157896
12666,15820,22110.421052631576,2016,2867.7083333333335
12667,15820,23154.449561403508,2017,2859.9912280701756
12668,15820,22819.375,2018,2856.6315789473683
12669,15820,,2019,2859.0241228070176
12670,52838,13832.066929133858,2006,
12671,52838,14110.809383202099,2007,2852.0583989501315
12672,52838,15396.579724409448,2008,2848.1335301837266
12673,52838,12889.83694225722,2009,2854.802165354331
12674,52838,14385.162729658792,2010,2855.4130577427823
12675,52838,16647.561351706037,2011,2850.570209973753
12676,52838,11841.569225721783,2012,2852.184711286089
12677,52838,12016.843175853019,2013,2853.8028215223094
12678,52838,12033.432355046529,2014,2853.7693569553808
12679,52838,9604.61778215223,2015,2859.6246719160104
12680,52838,11006.552165354331,2016,2854.200787401575
12681,52838,16990.75032808399,2017,2855.4868766404197
12682,52838,12844.734251968504,2018,2855.378937007874
12683,52838,,2019,2859.9412729658793
12684,25839,30264.647090810224,2006,
12685,25839,29178.30261011419,2007,2912.7536704730833
12686,25839,29958.095840130507,2008,2911.9680532898315
12687,25839,25447.25706905927,2009,2914.5261011419248
12688,25839,30681.96370309951,2010,2919.4912996193584
12689,25839,29087.478928765635,2011,2914.1692495921693
12690,25839,29907.98178357803,2012,2911.011147362697
12691,25839,28175.98844480696,2013,2913.5505709624795
12692,25839,27637.908942607148,2014,2914.0396954866774
12693,25839,41978.393964110925,2015,2915.5100598151166
12694,25839,37556.39736269712,2016,2919.0399673735724
12695,25839,33074.04676454595,2017,2915.4533713974984
12696,25839,34355.99673735726,2018,2911.847607395324
12697,25839,,2019,2915.299619358347
12698,25841,16950.042650918636,2006,
12699,25841,13695.017060367454,2007,2867.7106299212596
12700,25841,15822.369422572177,2008,2866.9868766404197
12701,25841,13680.925853018372,2009,2870.314960629921
12702,25841,18480.659448818897,2010,2872.6181102362207
12703,25841,18772.45538057743,2011,2868.6003937007877
12704,25841,14626.022965879265,2012,2866.181102362205
12705,25841,15534.96719160105,2013,2868.700131233596
12706,25841,14247.503221188259,2014,2869.093832020997
12707,25841,17978.11745406824,2015,2870.3182414698163
12708,25841,20068.746062992126,2016,2876.561679790026
12709,25841,17306.187007874014,2017,2869.5656167979
12710,25841,19537.358923884512,2018,2866.4816272965877
12711,25841,,2019,2868.6771653543306
12712,76845,20556.65425531915,2006,
12713,76845,24671.237588652482,2007,2937.695035460993
12714,76845,28016.797872340427,2008,2934.5921985815603
12715,76845,19232.010638297874,2009,2941.813829787234
12716,76845,26627.097517730497,2010,2943.0195035460997
12717,76845,30390.308510638297,2011,2941.0567375886526
12718,76845,20953.478723404256,2012,2941.175531914894
12719,76845,26047.063829787236,2013,2942.5248226950353
12720,76845,19659.628626692454,2014,2943.8421985815603
12721,76845,18444.867021276597,2015,2947.398936170213
12722,76845,21322.15070921986,2016,2951.3865248226953
12723,76845,27523.15070921986,2017,2944.27304964539
12724,76845,24966.25,2018,2943.9539007092194
12725,76845,,2019,2947.432624113475
12726,25845,19306.285034013606,2006,
12727,25845,16281.398639455781,2007,2841.92925170068
12728,25845,17318.18537414966,2008,2840.61462585034
12729,25845,16646.13163265306,2009,2844.853741496599
12730,25845,22013.938095238093,2010,2849.3717687074827
12731,25845,21631.95918367347,2011,2844.3867346938773
12732,25845,16535.17517006803,2012,2841.8401360544217
12733,25845,16595.081972789118,2013,2844.255102040816
12734,25845,15409.34322820037,2014,2843.9156462585033
12735,25845,18687.608503401363,2015,2846.5200680272105
12736,25845,22590.99863945578,2016,2846.1003401360545
12737,25845,19760.43367346939,2017,2846.0309523809524
12738,25845,21683.731972789115,2018,2842.6537414965987
12739,25845,,2019,2845.066666666667
12740,27800,18045.351983844143,2006,
12741,27800,22818.545675932528,2007,2992.3056545497743
12742,27800,19425.687158469944,2008,2988.6608458066053
12743,27800,18303.994891898314,2009,2995.65294606795
12744,27800,22485.42913993823,2010,2995.837312900927
12745,27800,20064.12182228558,2011,2991.7780351627466
12746,27800,19109.666072701355,2012,2995.9998812069375
12747,27800,19691.025599904966,2013,2997.028985507246
12748,27800,13475.20566318927,2014,2999.412746495605
12749,27800,14213.76574008078,2015,3003.234259919221
12750,27800,20850.772214302684,2016,3001.2440009503443
12751,27800,19472.00671180803,2017,2998.1885839866954
12752,27800,18079.2566524115,2018,2996.5560109289618
12753,27800,,2019,2999.9246258018534
12754,5842,22649.16963322546,2006,
12755,5842,26696.69956850054,2007,2940.4970334412083
12756,5842,27646.554746494065,2008,2937.021844660194
12757,5842,24210.13996763754,2009,2945.634034519957
12758,5842,31877.22842502697,2010,2947.7090075512406
12759,5842,38730.60544768069,2011,2943.222222222222
12760,5842,26240.70388349515,2012,2945.0075512405606
12761,5842,35873.98732470335,2013,2946.868932038835
12762,5842,27951.25978228891,2014,2947.3106796116504
12763,5842,30402.283980582524,2015,2951.629449838188
12764,5842,35911.333333333336,2016,2960.70523193096
12765,5842,45260.1162351672,2017,2946.303937432578
12766,5842,36603.50242718447,2018,2944.678263214671
12767,5842,,2019,2948.213052858684
12768,44847,2143.924927320428,2006,
12769,44847,4769.7113114231015,2007,3007.2115064170744
12770,44847,3283.9125540665104,2008,3004.137922782387
12771,44847,2190.8933471601786,2009,3009.9738264908174
12772,44847,7963.0171328795295,2010,3009.249663192229
12773,44847,5937.842063745302,2011,3006.514597957881
12774,44847,3983.2612387435297,2012,3010.915372615755
12775,44847,2088.2659185988796,2013,3011.7751808125927
12776,44847,2067.7129527566667,2014,3010.677160887755
12777,44847,773.7017567184288,2015,3014.512293483656
12778,44847,3864.402192795859,2016,3012.3526200099273
12779,44847,2912.5181521662057,2017,3010.0141725164863
12780,44847,2788.145625044317,2018,3007.570968942778
12781,44847,,2019,3009.7580124796145
12782,5847,44168.560432569975,2006,
12783,5847,55514.02503042372,2007,2917.0136353578932
12784,5847,63443.03050669321,2008,2913.6988881513444
12785,5847,58362.319532027876,2009,2922.6614669764353
12786,5847,71740.80058634805,2010,2923.952317734263
12787,5847,69486.8992421728,2011,2919.737664564664
12788,5847,70498.46717004094,2012,2922.2492255780508
12789,5847,88578.09959619427,2013,2923.7630545414318
12790,5847,79420.19720604653,2014,2925.0834163071136
12791,5847,85935.00052550061,2015,2929.5590220157096
12792,5847,76207.02948334992,2016,2923.139230003319
12793,5847,93138.59896006195,2017,2925.3689567430024
12794,5847,85834.7758325036,2018,2924.0071357451047
12795,5847,,2019,2927.446150016595
12796,44855,12118.191242937852,2006,
12797,44855,15894.212711864408,2007,2941.556497175141
12798,44855,16573.35734463277,2008,2939.4658192090396
12799,44855,11751.513276836158,2009,2943.461016949153
12800,44855,22892.644067796613,2010,2946.4909604519776
12801,44855,19793.69293785311,2011,2942.0149717514123
12802,44855,13547.012994350283,2012,2946.004802259887
12803,44855,15500.923163841808,2013,2947.2714689265536
12804,44855,10875.723574730355,2014,2948.41186440678
12805,44855,12282.820621468927,2015,2953.5499999999997
12806,44855,13379.578531073448,2016,2945.5714689265537
12807,44855,16279.208192090395,2017,2942.322881355932
12808,44855,12831.7709039548,2018,2942.5313559322035
12809,44855,,2019,2947.8734463276837
12810,8849,8926.813008130082,2006,
12811,8849,10655.35433604336,2007,3004.5033875338754
12812,8849,10649.55623306233,2008,3003.006097560976
12813,8849,5661.987804878049,2009,3008.735772357724
12814,8849,14553.541327913279,2010,3008.119918699187
12815,8849,11596.550135501355,2011,3004.7276422764226
12816,8849,6291.839430894309,2012,3008.814363143632
12817,8849,7692.982384823848,2013,3009.6537940379403
12818,8849,6786.019955654102,2014,3012.071815718157
12819,8849,4578.497967479675,2015,3014.555555555555
12820,8849,8113.065718157181,2016,3010.6727642276423
12821,8849,9147.59349593496,2017,3009.5447154471544
12822,8849,10154.277777777777,2018,3009.1802168021677
12823,8849,,2019,3012.8705962059626
12824,5854,40320.48633879782,2006,
12825,5854,43846.33469945355,2007,2958.4210134128166
12826,5854,39262.904744162945,2008,2954.3240188772975
12827,5854,31741.67523596622,2009,2961.905489319424
12828,5854,37227.95765027322,2010,2964.4402632886236
12829,5854,41707.0871833085,2011,2960.8000496770987
12830,5854,36061.08047690015,2012,2962.8515896671634
12831,5854,26403.57911077993,2013,2964.501366120219
12832,5854,25029.638531364315,2014,2965.442995529061
12833,5854,29670.604073522107,2015,2969.774093392946
