"yy_hecho","muni_code_hecho","p_str","observed"
"1990","11001","GUE-ELN",1
"1990","11001","OTRO",6
"1990","11001",NA,1
"1990","13001","GUE-OTRO",1
"1990","13001",NA,1
"1990","13006","GUE-ELN",3
"1990","13030","GUE-FARC",1
"1990","13074","GUE-ELN",1
"1990","13244","GUE-FARC",1
"1990","13268","GUE-FARC",1
"1990","13430","GUE-ELN",3
"1990","13433","GUE-OTRO",1
"1990","13442","GUE-ELN",2
"1990","13442","OTRO",1
"1990","13458",NA,1
"1990","13549","GUE-ELN",2
"1990","13654",NA,1
"1990","13657","GUE-OTRO",1
"1990","13683","GUE-FARC",1
"1990","13744","GUE-ELN",4
"1990","13744",NA,1
"1990","13810",NA,1
"1990","15001","GUE-FARC",1
"1990","15022","GUE-FARC",1
"1990","15047","GUE-FARC",1
"1990","15051","GUE-FARC",1
"1990","15090","GUE-FARC",1
"1990","15097","GUE-FARC",1
"1990","15104","GUE-FARC",1
"1990","15104","PARA",1
"1990","15135","GUE-FARC",1
"1990","15176","GUE-FARC",1
"1990","15180","GUE-FARC",1
"1990","15183","GUE-FARC",1
"1990","15223","GUE-FARC",1
"1990","15236","GUE-FARC",1
"1990","15238","GUE-FARC",1
"1990","15248","GUE-FARC",1
"1990","15272","GUE-FARC",1
"1990","15322","GUE-FARC",1
"1990","15332","GUE-FARC",1
"1990","15362","GUE-FARC",1
"1990","15455","GUE-ELN",1
"1990","15455","GUE-FARC",1
"1990","15455",NA,1
"1990","15469","GUE-FARC",1
"1990","15480","PARA",1
"1990","15491","GUE-FARC",1
"1990","15507","GUE-FARC",1
"1990","15514","GUE-FARC",1
"1990","15516","GUE-FARC",1
"1990","15518","GUE-FARC",1
"1990","15531","GUE-FARC",1
"1990","15537","GUE-FARC",1
"1990","15572","GUE-FARC",1
"1990","15572",NA,1
"1990","15646","GUE-FARC",1
"1990","15660",NA,1
"1990","15667","GUE-FARC",1
"1990","15693","GUE-FARC",1
"1990","15696","GUE-FARC",1
"1990","15759","GUE-FARC",1
"1990","15763","GUE-FARC",1
"1990","15790","GUE-FARC",1
"1990","15839","GUE-FARC",1
"1990","17001","GUE-ELN",5
"1990","17042","GUE-OTRO",2
"1990","17088","OTRO",4
"1990","17442",NA,1
"1990","17495","multiple",1
"1990","17614","GUE-OTRO",2
"1990","17777","GUE-OTRO",2
"1990","17877","GUE-OTRO",1
"1990","18001","GUE-ELN",1
"1990","18001","GUE-FARC",1
"1990","18001",NA,1
"1990","18094","GUE-FARC",1
"1990","18150","GUE-FARC",2
"1990","18150","multiple",1
"1990","18247","GUE-FARC",1
"1990","18256","GUE-FARC",2
"1990","18256",NA,1
"1990","18410","GUE-FARC",1
"1990","19022","GUE-ELN",4
"1990","19075","GUE-FARC",1
"1990","19075",NA,2
"1990","19100","GUE-ELN",18
"1990","19110","GUE-ELN",1
"1990","19130","GUE-ELN",2
"1990","19137","GUE-FARC",1
"1990","19142","GUE-ELN",4
"1990","19142","GUE-FARC",2
"1990","19142","GUE-OTRO",1
"1990","19142","multiple",1
"1990","19212","GUE-FARC",1
"1990","19256","GUE-FARC",9
"1990","19256",NA,1
"1990","19397","GUE-ELN",4
"1990","19513",NA,7
"1990","19698","GUE-ELN",1
"1990","19698","GUE-FARC",2
"1990","19701","GUE-ELN",2
"1990","19701","GUE-FARC",2
"1990","19743","multiple",2
"1990","19821","GUE-FARC",1
"1990","20001","GUE-ELN",7
"1990","20001","GUE-FARC",3
"1990","20001","multiple",2
"1990","20001",NA,1
"1990","20011","GUE-ELN",10
"1990","20011","PARA",1
"1990","20011",NA,2
"1990","20013","GUE-ELN",4
"1990","20013","GUE-FARC",2
"1990","20013",NA,1
"1990","20032","GUE-OTRO",1
"1990","20045","GUE-ELN",1
"1990","20045",NA,4
"1990","20060",NA,1
"1990","20175",NA,1
"1990","20178","GUE-ELN",1
"1990","20178",NA,1
"1990","20228",NA,1
"1990","20238","GUE-ELN",1
"1990","20238",NA,1
"1990","20250","GUE-ELN",1
"1990","20295","GUE-ELN",1
"1990","20295",NA,1
"1990","20310",NA,1
"1990","20383",NA,1
"1990","20400","GUE-ELN",2
"1990","20400",NA,1
"1990","20443",NA,1
"1990","20517","GUE-ELN",6
"1990","20517","multiple",1
"1990","20517",NA,1
"1990","20550","GUE-ELN",2
"1990","20550",NA,1
"1990","20570","EST",1
"1990","20570",NA,1
"1990","20614","GUE-ELN",6
"1990","20614","GUE-OTRO",1
"1990","20614",NA,1
"1990","20621","GUE-ELN",1
"1990","20621","GUE-FARC",1
"1990","20621","GUE-OTRO",1
"1990","20621",NA,1
"1990","20710",NA,1
"1990","20750","GUE-FARC",1
"1990","20750",NA,1
"1990","20770","GUE-ELN",1
"1990","20770",NA,1
"1990","20787","multiple",1
"1990","23001","GUE-OTRO",1
"1990","23068","GUE-FARC",1
"1990","23079","multiple",1
"1990","23419","GUE-OTRO",1
"1990","23466","GUE-FARC",1
"1990","23466","GUE-OTRO",4
"1990","23555","GUE-FARC",1
"1990","23555","GUE-OTRO",2
"1990","23555",NA,2
"1990","23580","GUE-FARC",1
"1990","23580","PARA",1
"1990","23580",NA,1
"1990","23660","OTRO",1
"1990","23807","GUE-FARC",1
"1990","23807","GUE-OTRO",1
"1990","23855","GUE-ELN",1
"1990","23855","GUE-OTRO",4
"1990","25293","GUE-FARC",1
"1990","25297","GUE-FARC",1
"1990","25324","GUE-FARC",1
"1990","25438",NA,1
"1990","25483","GUE-FARC",1
"1990","25506","GUE-FARC",1
"1990","25599","GUE-FARC",1
"1990","25851","GUE-FARC",1
"1990","25885","GUE-FARC",1
"1990","27006","GUE-FARC",3
"1990","27006",NA,1
"1990","27615","PARA",1
"1990","27800","GUE-FARC",1
"1990","27800",NA,7
"1990","41001","GUE-FARC",5
"1990","41026","GUE-FARC",2
"1990","41132",NA,1
"1990","41298","GUE-FARC",1
"1990","41319","GUE-ELN",1
"1990","41319","GUE-OTRO",1
"1990","41349","GUE-FARC",1
"1990","41359","GUE-ELN",1
"1990","41359","GUE-FARC",1
"1990","41359",NA,2
"1990","41396","GUE-FARC",2
"1990","41551","GUE-ELN",8
"1990","41551","GUE-FARC",4
"1990","41807","GUE-FARC",1
"1990","41807",NA,2
"1990","44001",NA,1
"1990","44078","GUE-OTRO",1
"1990","44279","GUE-OTRO",1
"1990","44378",NA,1
"1990","44650",NA,1
"1990","44874","GUE-FARC",1
"1990","44874","GUE-OTRO",2
"1990","47001","GUE-ELN",5
"1990","47001","GUE-FARC",1
"1990","47001","GUE-OTRO",1
"1990","47001","PARA",1
"1990","47030","GUE-FARC",1
"1990","47053","GUE-ELN",2
"1990","47053","GUE-FARC",1
"1990","47058","GUE-FARC",1
"1990","47058",NA,1
"1990","47161","GUE-FARC",1
"1990","47189","GUE-FARC",1
"1990","47189",NA,1
"1990","47245","GUE-ELN",1
"1990","47245","GUE-FARC",1
"1990","47258","GUE-FARC",1
"1990","47288","GUE-FARC",1
"1990","47288","GUE-OTRO",1
"1990","47288",NA,1
"1990","47318","GUE-ELN",2
"1990","47551","GUE-ELN",1
"1990","47551","GUE-FARC",1
"1990","47551","GUE-OTRO",1
"1990","47555","GUE-ELN",1
"1990","47555","GUE-FARC",1
"1990","47555",NA,1
"1990","47570","GUE-FARC",1
"1990","47660","GUE-FARC",1
"1990","47675","GUE-FARC",1
"1990","47707",NA,1
"1990","47745","GUE-FARC",1
"1990","47798","GUE-FARC",1
"1990","47980","GUE-FARC",1
"1990","50001","GUE-FARC",1
"1990","50006","GUE-FARC",4
"1990","5001","GUE-ELN",1
"1990","5001","GUE-FARC",1
"1990","5001","GUE-OTRO",1
"1990","5001","OTRO",2
"1990","5001","PARA",1
"1990","5001",NA,4
"1990","50150","GUE-FARC",2
"1990","50251","GUE-FARC",3
"1990","50251",NA,1
"1990","5031","GUE-ELN",1
"1990","5031",NA,1
"1990","50313","GUE-FARC",3
"1990","50318","GUE-FARC",1
"1990","50318","multiple",1
"1990","50330","GUE-FARC",4
"1990","50350","GUE-FARC",7
"1990","50350",NA,7
"1990","50370","GUE-FARC",2
"1990","50400","GUE-FARC",1
"1990","50400",NA,1
"1990","5045","GUE-FARC",2
"1990","5045","PARA",1
"1990","5045",NA,1
"1990","5051","GUE-OTRO",1
"1990","50568","GUE-FARC",4
"1990","50568","PARA",1
"1990","50577","GUE-FARC",1
"1990","50683","GUE-FARC",4
"1990","50683","multiple",1
"1990","50689","GUE-FARC",2
"1990","50711","GUE-FARC",2
"1990","5088",NA,1
"1990","5093","GUE-ELN",2
"1990","5101","GUE-ELN",1
"1990","5120","GUE-ELN",1
"1990","5129","GUE-OTRO",2
"1990","5134","GUE-ELN",1
"1990","5134","GUE-FARC",1
"1990","5134",NA,1
"1990","5145",NA,1
"1990","5147","GUE-FARC",1
"1990","5154","GUE-ELN",4
"1990","5154","GUE-FARC",1
"1990","5154","PARA",1
"1990","5154","multiple",1
"1990","5172","GUE-FARC",1
"1990","5197",NA,2
"1990","52001","GUE-OTRO",1
"1990","52079",NA,1
"1990","52110","GUE-FARC",1
"1990","52254",NA,2
"1990","52317","GUE-OTRO",1
"1990","5234","GUE-ELN",1
"1990","5234",NA,2
"1990","52385",NA,1
"1990","52480",NA,1
"1990","5250","GUE-ELN",1
"1990","5250","GUE-FARC",1
"1990","5250",NA,1
"1990","52540",NA,1
"1990","5266","GUE-ELN",1
"1990","5266","GUE-FARC",1
"1990","5266","OTRO",2
"1990","5266",NA,1
"1990","5284","PARA",1
"1990","5306","GUE-FARC",1
"1990","5313",NA,1
"1990","5315","GUE-FARC",1
"1990","5318","GUE-ELN",1
"1990","5321",NA,1
"1990","5361","GUE-OTRO",1
"1990","54001","GUE-ELN",4
"1990","54001","GUE-OTRO",4
"1990","54051","GUE-ELN",1
"1990","54174","GUE-ELN",2
"1990","54174",NA,1
"1990","54245",NA,7
"1990","5425","GUE-FARC",2
"1990","5425","PARA",2
"1990","5425","multiple",1
"1990","5425",NA,1
"1990","54261","GUE-ELN",6
"1990","54498","GUE-ELN",9
"1990","54498","GUE-OTRO",4
"1990","54498","multiple",2
"1990","54498",NA,3
"1990","54518","GUE-ELN",1
"1990","54670","GUE-ELN",3
"1990","54670",NA,2
"1990","54673","GUE-ELN",1
"1990","54720","PARA",2
"1990","54743","GUE-ELN",2
"1990","54800","GUE-FARC",1
"1990","54800",NA,4
"1990","54810","GUE-ELN",4
"1990","54810","multiple",1
"1990","54810",NA,1
"1990","54820","GUE-ELN",1
"1990","5490","GUE-FARC",1
"1990","5495","multiple",1
"1990","5495",NA,1
"1990","5541","GUE-ELN",1
"1990","5591","PARA",2
"1990","5604","GUE-ELN",2
"1990","5615","OTRO",2
"1990","5649","GUE-OTRO",1
"1990","5649",NA,2
"1990","5652",NA,1
"1990","5664",NA,1
"1990","5665","GUE-FARC",1
"1990","5665","GUE-OTRO",1
"1990","5665","PARA",1
"1990","5670","multiple",1
"1990","5686","GUE-FARC",1
"1990","5736","GUE-ELN",1
"1990","5736",NA,4
"1990","5756",NA,2
"1990","5790","GUE-ELN",2
"1990","5790","GUE-FARC",1
"1990","5837","GUE-FARC",3
"1990","5837","GUE-OTRO",2
"1990","5837","OTRO",3
"1990","5837",NA,1
"1990","5847","GUE-OTRO",1
"1990","5854","GUE-ELN",2
"1990","5858","GUE-ELN",3
"1990","5858",NA,2
"1990","5861",NA,1
"1990","5887","GUE-ELN",1
"1990","5890","GUE-OTRO",1
"1990","5890","multiple",2
"1990","5895","GUE-ELN",7
"1990","5895",NA,1
"1990","63272","GUE-FARC",1
"1990","66400","GUE-ELN",1
"1990","66456","GUE-OTRO",1
"1990","68001","GUE-ELN",10
"1990","68001","GUE-OTRO",1
"1990","68001",NA,1
"1990","68077","GUE-FARC",1
"1990","68081","GUE-ELN",7
"1990","68081","GUE-FARC",1
"1990","68081","PARA",1
"1990","68081",NA,1
"1990","68092","GUE-ELN",1
"1990","68132","GUE-ELN",1
"1990","68162","GUE-ELN",1
"1990","68190","GUE-ELN",1
"1990","68190","GUE-FARC",5
"1990","68190",NA,1
"1990","68235","EST",1
"1990","68235","GUE-ELN",4
"1990","68235","GUE-FARC",1
"1990","68406","GUE-ELN",1
"1990","68406","GUE-FARC",2
"1990","68547","GUE-ELN",4
"1990","68615","GUE-FARC",1
"1990","68615",NA,1
"1990","68655","GUE-ELN",4
"1990","68655","GUE-FARC",1
"1990","68689","EST",1
"1990","68689","GUE-ELN",6
"1990","68861","GUE-FARC",1
"1990","70001","GUE-ELN",1
"1990","70001","GUE-OTRO",1
"1990","70110","GUE-ELN",1
"1990","70204","GUE-ELN",1
"1990","70215","GUE-ELN",1
"1990","70215","GUE-OTRO",1
"1990","70221","GUE-ELN",1
"1990","70230","GUE-ELN",1
"1990","70235","GUE-ELN",1
"1990","70265","GUE-ELN",1
"1990","70265","PARA",1
"1990","70265",NA,1
"1990","70418","GUE-ELN",3
"1990","70429","GUE-ELN",1
"1990","70429","GUE-FARC",1
"1990","70429",NA,1
"1990","70473","GUE-ELN",1
"1990","70508","GUE-ELN",4
"1990","70523","GUE-ELN",1
"1990","70670",NA,1
"1990","70678","GUE-ELN",1
"1990","70678",NA,1
"1990","70702","GUE-FARC",1
"1990","70708","GUE-ELN",1
"1990","70713","GUE-ELN",1
"1990","70713","GUE-OTRO",1
"1990","70717","GUE-ELN",1
"1990","70742","GUE-ELN",1
"1990","70771","GUE-ELN",1
"1990","70820","GUE-ELN",1
"1990","70823","GUE-ELN",1
"1990","73001","OTRO",1
"1990","73124","GUE-FARC",1
"1990","73200","GUE-FARC",1
"1990","73236","GUE-FARC",1
"1990","73411","GUE-FARC",1
"1990","73504","GUE-FARC",2
"1990","73555","GUE-FARC",1
"1990","73563","GUE-FARC",1
"1990","73861","GUE-FARC",1
"1990","76001","GUE-ELN",2
"1990","76001","GUE-FARC",1
"1990","76001","multiple",1
"1990","76111","GUE-ELN",2
"1990","76111","OTRO",1
"1990","76130","GUE-FARC",2
"1990","76147","GUE-FARC",1
"1990","76275","GUE-ELN",1
"1990","76377","GUE-ELN",2
"1990","76828","GUE-ELN",1
"1990","76828","PARA",1
"1990","76828",NA,1
"1990","76890","GUE-ELN",1
"1990","76890",NA,1
"1990","8001","GUE-ELN",1
"1990","81001","GUE-ELN",1
"1990","81001","OTRO",2
"1990","81220","OTRO",3
"1990","81736","GUE-ELN",2
"1990","81794","GUE-ELN",2
"1990","85001",NA,1
"1990","85125",NA,3
"1990","85250","GUE-ELN",2
"1990","85250","GUE-FARC",1
"1990","85325","GUE-ELN",1
"1990","85325","GUE-FARC",1
"1990","85325","multiple",1
"1990","86001","GUE-FARC",2
"1990","86001","GUE-OTRO",2
"1990","86001",NA,2
"1990","86320","GUE-OTRO",1
"1990","86568","GUE-FARC",1
"1990","86568","GUE-OTRO",3
"1990","86749","GUE-FARC",4
"1990","86749",NA,1
"1990","86755",NA,1
"1990","86757",NA,1
"1990","86865","GUE-FARC",1
"1990","86885",NA,3
"1990","95001","GUE-FARC",3
"1990","95200",NA,1
"1990","99773","GUE-FARC",4
"1991","11001","EST",1
"1991","11001","GUE-ELN",1
"1991","11001","GUE-FARC",3
"1991","11001",NA,1
"1991","13001","GUE-ELN",6
"1991","13001","GUE-FARC",1
"1991","13006","GUE-FARC",1
"1991","13030","GUE-FARC",1
"1991","13042","GUE-FARC",1
"1991","13074","GUE-FARC",1
"1991","13074",NA,2
"1991","13140","GUE-FARC",1
"1991","13140",NA,2
"1991","13160","GUE-FARC",1
"1991","13188","GUE-FARC",1
"1991","13244","GUE-ELN",1
"1991","13244","GUE-FARC",1
"1991","13248","GUE-FARC",1
"1991","13268","GUE-FARC",1
"1991","13300",NA,1
"1991","13430","GUE-ELN",1
"1991","13430","GUE-FARC",2
"1991","13433","GUE-ELN",2
"1991","13433",NA,1
"1991","13442","GUE-ELN",1
"1991","13442","GUE-FARC",1
"1991","13442",NA,1
"1991","13458","GUE-FARC",1
"1991","13458",NA,3
"1991","13473","GUE-ELN",3
"1991","13473","GUE-FARC",3
"1991","13473",NA,3
"1991","13549","GUE-ELN",4
"1991","13549","GUE-FARC",1
"1991","13600","GUE-FARC",1
"1991","13600",NA,1
"1991","13647","GUE-FARC",1
"1991","13654","GUE-ELN",1
"1991","13654","GUE-FARC",1
"1991","13654",NA,3
"1991","13655","GUE-FARC",1
"1991","13657","GUE-FARC",4
"1991","13657",NA,1
"1991","13667","GUE-FARC",1
"1991","13667",NA,1
"1991","13670","GUE-FARC",2
"1991","13670","PARA",1
"1991","13670",NA,6
"1991","13683","GUE-FARC",1
"1991","13683","PARA",1
"1991","13688","GUE-FARC",1
"1991","13744","GUE-ELN",1
"1991","13744","GUE-FARC",1
"1991","13744",NA,2
"1991","13810","GUE-FARC",1
"1991","13810","multiple",1
"1991","13810",NA,1
"1991","13836","GUE-FARC",1
"1991","13894","GUE-FARC",1
"1991","15047","GUE-FARC",1
"1991","15135","GUE-FARC",3
"1991","15183","GUE-ELN",1
"1991","15299","PARA",1
"1991","15455","GUE-FARC",10
"1991","15455","PARA",1
"1991","15507","multiple",1
"1991","15542","GUE-FARC",1
"1991","15572","PARA",1
"1991","15660","PARA",2
"1991","15667","GUE-FARC",1
"1991","15696","GUE-FARC",1
"1991","15755",NA,1
"1991","15759","GUE-FARC",1
"1991","15761",NA,1
"1991","17001",NA,1
"1991","17380",NA,1
"1991","17777",NA,1
"1991","18001","GUE-FARC",15
"1991","18094","GUE-FARC",1
"1991","18256","GUE-FARC",1
"1991","18410","GUE-FARC",1
"1991","18410",NA,1
"1991","18479","GUE-FARC",2
"1991","18479",NA,1
"1991","18592","GUE-FARC",2
"1991","18592",NA,1
"1991","18785","GUE-FARC",1
"1991","18860",NA,1
"1991","19001","GUE-ELN",1
"1991","19001","GUE-FARC",1
"1991","19001",NA,4
"1991","19050","GUE-FARC",5
"1991","19050","PARA",1
"1991","19050",NA,10
"1991","19075","GUE-OTRO",1
"1991","19100","GUE-ELN",2
"1991","19100","GUE-FARC",1
"1991","19142","PARA",1
"1991","19256","GUE-FARC",2
"1991","19397","GUE-ELN",1
"1991","19397",NA,1
"1991","19450","GUE-FARC",3
"1991","19450",NA,1
"1991","19473","GUE-FARC",5
"1991","19473",NA,1
"1991","19532","GUE-FARC",1
"1991","19573","GUE-FARC",1
"1991","19622","GUE-ELN",1
"1991","19622","PARA",1
"1991","19693","GUE-FARC",1
"1991","19698","GUE-ELN",2
"1991","19698","GUE-FARC",1
"1991","19698","multiple",1
"1991","19698",NA,1
"1991","19760","GUE-ELN",2
"1991","19807","GUE-FARC",4
"1991","19807",NA,2
"1991","19824","GUE-FARC",1
"1991","20001","GUE-ELN",1
"1991","20001","GUE-FARC",1
"1991","20001",NA,1
"1991","20011","GUE-ELN",17
"1991","20011","GUE-FARC",2
"1991","20011",NA,4
"1991","20013","GUE-FARC",3
"1991","20013",NA,1
"1991","20045",NA,1
"1991","20060","GUE-ELN",1
"1991","20060",NA,1
"1991","20175","GUE-FARC",1
"1991","20175",NA,2
"1991","20178","GUE-ELN",1
"1991","20178","multiple",1
"1991","20178",NA,1
"1991","20228","GUE-ELN",3
"1991","20228","GUE-FARC",3
"1991","20228","multiple",1
"1991","20228",NA,1
"1991","20238",NA,1
"1991","20250","GUE-ELN",1
"1991","20250",NA,1
"1991","20295","GUE-ELN",1
"1991","20295",NA,1
"1991","20310","GUE-ELN",2
"1991","20310","GUE-FARC",1
"1991","20310",NA,1
"1991","20383","GUE-ELN",1
"1991","20383",NA,1
"1991","20400","GUE-ELN",1
"1991","20400","GUE-FARC",2
"1991","20400",NA,1
"1991","20443",NA,1
"1991","20517","GUE-ELN",16
"1991","20517",NA,1
"1991","20550",NA,1
"1991","20570",NA,1
"1991","20614","GUE-ELN",1
"1991","20614","PARA",1
"1991","20614",NA,1
"1991","20621",NA,1
"1991","20710","GUE-ELN",2
"1991","20710","GUE-FARC",1
"1991","20710",NA,1
"1991","20750","GUE-FARC",1
"1991","20750",NA,1
"1991","20770","GUE-ELN",5
"1991","20770","GUE-FARC",3
"1991","20770","multiple",1
"1991","20770",NA,1
"1991","23001","GUE-ELN",4
"1991","23079",NA,1
"1991","23182","GUE-FARC",1
"1991","23182",NA,1
"1991","23555","GUE-FARC",1
"1991","23555",NA,1
"1991","23570","GUE-FARC",1
"1991","23580","GUE-FARC",2
"1991","23580",NA,1
"1991","23660","GUE-FARC",2
"1991","23660","multiple",1
"1991","23686","GUE-ELN",1
"1991","23807","GUE-ELN",1
"1991","23807","GUE-FARC",3
"1991","23807","GUE-OTRO",1
"1991","23807","PARA",1
"1991","23807",NA,2
"1991","23855","GUE-ELN",1
"1991","23855","GUE-FARC",1
"1991","25148","GUE-FARC",1
"1991","25290","GUE-FARC",1
"1991","25328","GUE-FARC",1
"1991","25339","GUE-FARC",1
"1991","25368","GUE-FARC",1
"1991","25402","GUE-FARC",1
"1991","25580","GUE-FARC",1
"1991","25662",NA,1
"1991","25815","GUE-FARC",1
"1991","25823","multiple",2
"1991","27150","GUE-FARC",1
"1991","27615",NA,1
"1991","27800","PARA",1
"1991","41001","GUE-ELN",1
"1991","41001","GUE-FARC",2
"1991","41001",NA,2
"1991","41020","GUE-FARC",1
"1991","41026","GUE-FARC",1
"1991","41078","GUE-FARC",2
"1991","41132","GUE-FARC",1
"1991","41298","GUE-FARC",2
"1991","41298",NA,1
"1991","41319","GUE-FARC",1
"1991","41396","GUE-FARC",2
"1991","41551","GUE-ELN",1
"1991","41551","GUE-FARC",1
"1991","41551",NA,1
"1991","41668","GUE-FARC",1
"1991","41668",NA,2
"1991","41791",NA,1
"1991","41799","GUE-FARC",2
"1991","41807","multiple",1
"1991","41807",NA,2
"1991","44001","GUE-ELN",2
"1991","44001",NA,2
"1991","44078",NA,1
"1991","44090",NA,1
"1991","44098",NA,1
"1991","44110",NA,1
"1991","44279",NA,1
"1991","44378",NA,1
"1991","44420","PARA",1
"1991","44420",NA,1
"1991","44430",NA,1
"1991","44650","GUE-FARC",1
"1991","44650","PARA",1
"1991","44650",NA,1
"1991","44847",NA,1
"1991","44855",NA,1
"1991","44874","GUE-FARC",2
"1991","44874",NA,1
"1991","47001","GUE-ELN",1
"1991","47001","GUE-FARC",4
"1991","47001",NA,1
"1991","47053",NA,2
"1991","47170","GUE-ELN",1
"1991","47189","GUE-FARC",1
"1991","47189",NA,2
"1991","47245","GUE-ELN",2
"1991","47245","PARA",1
"1991","47268","GUE-ELN",1
"1991","47288","GUE-FARC",1
"1991","47288",NA,4
"1991","47545","GUE-FARC",1
"1991","47551","GUE-FARC",1
"1991","47555","GUE-ELN",1
"1991","47555",NA,1
"1991","47707","GUE-ELN",3
"1991","47707","multiple",1
"1991","47707",NA,1
"1991","50006","OTRO",1
"1991","50006",NA,1
"1991","5001","GUE-ELN",2
"1991","5001","GUE-FARC",2
"1991","5001","GUE-OTRO",2
"1991","5001","OTRO",2
"1991","5001","multiple",1
"1991","5001",NA,6
"1991","5002","GUE-FARC",1
"1991","5004","GUE-FARC",1
"1991","5021","GUE-FARC",1
"1991","50223","GUE-FARC",1
"1991","50251",NA,3
"1991","50270","OTRO",1
"1991","50270",NA,1
"1991","50287","GUE-FARC",2
"1991","5030","GUE-FARC",1
"1991","5031","GUE-FARC",1
"1991","5031","multiple",1
"1991","50313","GUE-FARC",6
"1991","50313",NA,1
"1991","50318","GUE-FARC",2
"1991","50325","GUE-FARC",1
"1991","50330","GUE-FARC",4
"1991","5034","multiple",1
"1991","5034",NA,1
"1991","50350","GUE-FARC",3
"1991","5038",NA,1
"1991","5040","GUE-FARC",1
"1991","5040",NA,1
"1991","50400",NA,1
"1991","5042","PARA",1
"1991","5042","multiple",1
"1991","5042",NA,1
"1991","5044","multiple",1
"1991","5045","GUE-FARC",2
"1991","5045","multiple",1
"1991","5045",NA,4
"1991","5051","GUE-FARC",1
"1991","5051",NA,2
"1991","5055","GUE-FARC",1
"1991","5055","multiple",1
"1991","5055",NA,1
"1991","50568","GUE-FARC",3
"1991","50573","GUE-FARC",1
"1991","50577","GUE-FARC",1
"1991","50577",NA,1
"1991","50590","GUE-FARC",2
"1991","50590",NA,1
"1991","50683","GUE-FARC",11
"1991","50683","PARA",3
"1991","50689","GUE-FARC",8
"1991","50711","GUE-FARC",2
"1991","5079","multiple",1
"1991","5079",NA,1
"1991","5088","multiple",1
"1991","5088",NA,1
"1991","5091",NA,1
"1991","5093","PARA",1
"1991","5093",NA,1
"1991","5101","GUE-ELN",1
"1991","5101","multiple",1
"1991","5101",NA,1
"1991","5113","multiple",1
"1991","5113",NA,1
"1991","5120","GUE-FARC",1
"1991","5120",NA,1
"1991","5129","GUE-FARC",1
"1991","5134","multiple",1
"1991","5134",NA,2
"1991","5138","GUE-FARC",1
"1991","5138",NA,2
"1991","5142","GUE-FARC",1
"1991","5147","GUE-FARC",1
"1991","5147","multiple",1
"1991","5147",NA,3
"1991","5148","GUE-FARC",1
"1991","5148","multiple",1
"1991","5148",NA,1
"1991","5154","GUE-ELN",2
"1991","5154","GUE-FARC",3
"1991","5154","multiple",1
"1991","5154",NA,1
"1991","5172","GUE-FARC",1
"1991","5172","multiple",1
"1991","5172",NA,1
"1991","5190","GUE-FARC",1
"1991","5190","multiple",1
"1991","5197","GUE-FARC",1
"1991","5197","multiple",1
"1991","5197",NA,1
"1991","52001",NA,1
"1991","52019",NA,1
"1991","52036",NA,1
"1991","5206","GUE-FARC",1
"1991","5206","multiple",1
"1991","52079",NA,1
"1991","52083",NA,1
"1991","5209","GUE-FARC",1
"1991","5209","multiple",1
"1991","52110",NA,1
"1991","52203",NA,1
"1991","52215",NA,1
"1991","52224",NA,1
"1991","52227",NA,1
"1991","52250",NA,1
"1991","52254",NA,1
"1991","52256","GUE-FARC",1
"1991","52256",NA,1
"1991","52258",NA,1
"1991","52287",NA,1
"1991","52320",NA,1
"1991","5234","GUE-FARC",1
"1991","5234",NA,1
"1991","52356",NA,1
"1991","52378",NA,1
"1991","52385",NA,1
"1991","52399",NA,1
"1991","5240","GUE-ELN",1
"1991","5240",NA,1
"1991","52405","GUE-FARC",1
"1991","52405",NA,1
"1991","52411",NA,1
"1991","52418",NA,1
"1991","52427",NA,1
"1991","52435",NA,1
"1991","52473",NA,1
"1991","52490",NA,1
"1991","5250","GUE-ELN",2
"1991","5250","GUE-FARC",5
"1991","5250","multiple",1
"1991","5250",NA,1
"1991","52520",NA,1
"1991","52540",NA,1
"1991","52565",NA,1
"1991","52573",NA,1
"1991","52612","GUE-FARC",2
"1991","52612",NA,1
"1991","5264",NA,1
"1991","5266","GUE-ELN",1
"1991","52678",NA,1
"1991","52683",NA,1
"1991","52685",NA,1
"1991","52693",NA,1
"1991","52694",NA,1
"1991","52696",NA,1
"1991","52699",NA,1
"1991","52720",NA,1
"1991","52788",NA,1
"1991","52835",NA,1
"1991","52838","GUE-FARC",1
"1991","52838",NA,1
"1991","5284","GUE-FARC",1
"1991","5284","GUE-OTRO",1
"1991","5284","PARA",1
"1991","5284","multiple",1
"1991","5284",NA,4
"1991","5308","GUE-FARC",1
"1991","5308","multiple",1
"1991","5310","GUE-ELN",2
"1991","5310","GUE-FARC",1
"1991","5313","GUE-FARC",1
"1991","5313","multiple",1
"1991","5313",NA,1
"1991","5315","GUE-FARC",2
"1991","5315","multiple",1
"1991","5318","multiple",1
"1991","5321","GUE-FARC",1
"1991","5321","multiple",1
"1991","5360","GUE-FARC",1
"1991","5360","multiple",1
"1991","5361","GUE-FARC",1
"1991","5361","multiple",1
"1991","5361",NA,1
"1991","5364","multiple",1
"1991","5364",NA,1
"1991","5376",NA,1
"1991","5380",NA,1
"1991","5400","GUE-FARC",1
"1991","5400","multiple",1
"1991","5400",NA,1
"1991","54001","GUE-ELN",2
"1991","54001","GUE-FARC",4
"1991","54001",NA,14
