,muncode,year,ac_cafe,p_cafe,H_coca,pobl_tot,lpop,y_cap_regalias
0,5001.0,2007.0,1027.0,821.6,0.0,2265244.0,0.8176829208557054,33.031
1,5001.0,2008.0,1027.0,821.6,0.0,2291378.0,0.8291538197325906,50.457
2,5001.0,2009.0,1027.0,800.0,0.0,2317336.0,0.8404186815722106,126.854
3,5001.0,2010.0,1078.0,862.4,0.0,2343049.0,0.8514534994601457,47.348
4,5001.0,2011.0,1058.0,846.4,0.0,2368282.0,0.862165220016127,50.911
5,5001.0,2012.0,1077.0,861.6,0.0,2393011.0,0.8725528235396556,0.0
6,5001.0,2013.0,534.42,267.49393,0.0,2417325.0,0.8826619705740026,104014.419
7,5001.0,2014.0,450.81,243.98717,0.0,2441123.0,0.892458588973534,0.0
8,5001.0,2015.0,434.74,461.35175,0.0,2464322.0,0.9019171247423741,0.0
9,5001.0,2016.0,419.58566,460.49826,0.0,2486723.0,0.9109661815820356,89.208
10,5001.0,2017.0,448.8,302.55188,0.0,2508452.0,0.9196662284700523,19.875049591064453
11,5001.0,2018.0,433.55,442.60452,0.0,2427129.0,0.88670948938083,0.0
12,5001.0,2019.0,417.0,517.0,0.0,2483545.0,0.9096873776405625,0.0
13,5001.0,2020.0,394.0,452.0,0.0,2533424.0,0.9295721421800692,0.0
14,5001.0,2021.0,378.22,276.1,0.0,2573220.0,0.9451584215660209,0.0
15,5001.0,2022.0,387.08,241.18,,,,0.0
16,5002.0,2007.0,3818.7,2329.4,0.0,20022.0,-3.9108736661716246,20.118
17,5002.0,2008.0,3956.0,2223.3,0.0,19930.0,-3.9154789704015363,28.796
18,5002.0,2009.0,3956.5,2223.6,0.0,19853.0,-3.9193497808146067,29.674
19,5002.0,2010.0,3665.0,2528.9,0.0,19750.0,-3.9245511560054163,28.51
20,5002.0,2011.0,3290.0,1500.0,0.0,19672.0,-3.9285081416880083,46.779
21,5002.0,2012.0,3000.0,2398.12,0.0,19570.0,-3.9337064002593047,42.538
22,5002.0,2013.0,3050.02,1717.4594,0.0,19478.0,-3.938418316787678,1962.3590000000002
23,5002.0,2014.0,3182.24,1937.5767,0.0,19382.0,-3.943358885737999,641.046
24,5002.0,2015.0,3101.92,3337.469,0.0,19290.0,-3.948116613076385,1477.2060546875
25,5002.0,2016.0,3012.4685,3352.0767,0.0,19195.0,-3.953053354986138,737.104
26,5002.0,2017.0,2751.64,5017.5615,0.0,19096.0,-3.9582240243288602,24.365336
27,5002.0,2018.0,2227.76,3316.3281,0.0,20367.0,-3.8937902371670865,0.0
28,5002.0,2019.0,2326.0,3093.58,0.0,20258.0,-3.8991561397213226,2807.829897
29,5002.0,2020.0,2506.0,3089.0,0.0,20287.0,-3.897725700727322,0.0
30,5002.0,2021.0,2474.81,3736.96,0.0,20602.0,-3.882318582721815,248.45194
31,5002.0,2022.0,2579.18,3079.99,,,,1596.146824
32,5004.0,2007.0,135.0,81.0,0.0,2570.0,-5.9634603506983845,0.0
33,5004.0,2008.0,131.8,89.6,0.0,2504.0,-5.989466544445309,0.0
34,5004.0,2009.0,128.3,86.0,0.0,2458.0,-6.008000515748082,1.989
35,5004.0,2010.0,129.8,87.0,0.0,2397.0,-6.033120222376815,1.714
36,5004.0,2011.0,114.5,96.18,0.0,2336.0,-6.058887223425416,49.550941
37,5004.0,2012.0,136.5,117.39,0.0,2290.0,-6.078766875510778,10.062249999999999
38,5004.0,2013.0,111.08,62.554195,0.0,2231.0,-6.104857234463073,449.81037
39,5004.0,2014.0,110.55,67.3165,0.0,2175.0,-6.130266949988441,993.9124200000001
40,5004.0,2015.0,99.97,110.35726,0.0,2128.0,-6.152102893070794,365.114013671875
41,5004.0,2016.0,100.20876,114.40413,0.0,2075.0,-6.177312313678494,424.366
42,5004.0,2017.0,99.92,182.20216,0.0,2019.0,-6.2046577675690235,681.0594834677734
43,5004.0,2018.0,104.34,130.9673,0.0,2695.0,-5.915986085932077,524.059584
44,5004.0,2019.0,93.0,122.0,0.0,2710.0,-5.910437708465609,32.816076
45,5004.0,2020.0,96.0,118.0,0.0,2735.0,-5.901258279221833,149.385512
46,5004.0,2021.0,102.4,111.62,0.0,2777.0,-5.886024034649985,127.414956
47,5004.0,2022.0,108.57,140.44,,,,0.0
48,5021.0,2007.0,732.6,732.6,0.0,3747.0,-5.586532914605962,0.0
49,5021.0,2008.0,705.5,705.5,0.0,3724.0,-5.592688427150614,0.0
50,5021.0,2009.0,716.5,358.3,0.0,3688.0,-5.602399860367599,0.0
51,5021.0,2010.0,581.5,872.3,0.0,3652.0,-5.612206531168992,0.0
52,5021.0,2011.0,640.0,768.0,0.0,3618.0,-5.621557534400532,0.0
53,5021.0,2012.0,446.42,535.704,0.0,3575.0,-5.633510421670869,0.0
54,5021.0,2013.0,654.17,491.14883,0.0,3550.0,-5.640526025021186,457.036
55,5021.0,2014.0,626.95,508.97635,0.0,3502.0,-5.654135534766787,785.643
56,5021.0,2015.0,688.5,680.2977,0.0,3466.0,-5.66446561227925,217.24299621582
57,5021.0,2016.0,667.09436,681.69037,0.0,3435.0,-5.673447274860128,69.412
58,5021.0,2017.0,623.39,787.96716,0.0,3393.0,-5.6857461121701025,470.792608
59,5021.0,2018.0,586.5,604.12616,0.0,4657.0,-5.369169107519988,132.022416
60,5021.0,2019.0,545.0,684.0,0.0,4669.0,-5.366596207301331,0.0
61,5021.0,2020.0,524.0,607.84,0.0,4698.0,-5.3604055588614585,7.484565
62,5021.0,2021.0,458.23,623.19,0.0,4771.0,-5.344989774746467,252.537413
63,5021.0,2022.0,445.03,466.31,,,,252.537413
64,5030.0,2007.0,785.0,570.0,0.0,27709.0,-3.58596192010725,574.295
65,5030.0,2008.0,577.8,346.7,0.0,27950.0,-3.5773023018457395,212.224
66,5030.0,2009.0,552.7,327.0,0.0,28192.0,-3.5686815588018326,464.924
67,5030.0,2010.0,585.1,760.6,0.0,28433.0,-3.5601696667686307,393.725
68,5030.0,2011.0,635.3,952.95,0.0,28664.0,-3.552078412621791,374.241
69,5030.0,2012.0,635.3,476.475,0.0,28897.0,-3.5439828904107173,168.657
70,5030.0,2013.0,683.25,512.982,0.0,29117.0,-3.536398739331003,2080.953
71,5030.0,2014.0,628.99,510.63248,0.0,29339.0,-3.5288035062673013,2711.237
72,5030.0,2015.0,620.98,673.08453,0.0,29555.0,-3.521468510055736,2821.23291015625
73,5030.0,2016.0,573.2668,642.619,0.0,29770.0,-3.5142205136553275,1844.493
74,5030.0,2017.0,573.73,821.8896,0.0,29980.0,-3.50719143129359,549.678208
75,5030.0,2018.0,527.08,748.4681,0.0,30227.0,-3.4989866318236635,2608.255744
76,5030.0,2019.0,505.7,910.26,0.0,30777.0,-3.4809551299404773,0.0
77,5030.0,2020.0,547.0,665.0,0.0,31283.0,-3.464648494242772,0.0
78,5030.0,2021.0,475.21,646.29,0.0,31768.0,-3.4492643074315414,0.0
79,5030.0,2022.0,445.81,554.98,,,,0.0
80,5031.0,2007.0,1432.0,1439.2,246.0,20826.0,-3.871505057125258,104.644
81,5031.0,2008.0,1392.0,1304.3,151.0,20985.0,-3.8638997302464175,266.938
82,5031.0,2009.0,1270.0,1143.0,108.0,21138.0,-3.856635603348588,395.143
83,5031.0,2010.0,1517.5,1365.8,103.0,21295.0,-3.8492360173293814,457.032
84,5031.0,2011.0,1453.5,1308.15,29.0,21449.0,-3.842030633608111,455.65
85,5031.0,2012.0,1426.0,1283.4,170.0,21615.0,-3.834321497764294,113.373
86,5031.0,2013.0,1589.65,895.1283,48.0,21768.0,-3.827268339563338,2613.145
87,5031.0,2014.0,1620.5,986.677,40.0,21932.0,-3.8197629270028486,2575.077537
88,5031.0,2015.0,1693.5,1789.7288,28.36,22088.0,-3.8126755319274475,2166.5419921875
89,5031.0,2016.0,1669.6129,1824.8309,130.81,22253.0,-3.8052335112466285,2227.0184319999994
90,5031.0,2017.0,1573.73,1193.5201,197.94,22414.0,-3.7980249013747343,713.0327504560547
91,5031.0,2018.0,1543.08,2288.014,205.61,25962.0,-3.65108283141937,5238.721536
92,5031.0,2019.0,1481.0,1936.0,191.08,26552.0,-3.6286125433272876,52.009299
93,5031.0,2020.0,1509.0,1823.0,209.8,27071.0,-3.609255295558324,665.6205769999999
94,5031.0,2021.0,1489.11,1355.09,475.39,27496.0,-3.593678371169548,3340.625391
95,5031.0,2022.0,1447.03,1025.63,,,,0.0
96,5034.0,2007.0,8484.0,13574.4,0.0,42428.0,-3.1599231882756644,0.0
97,5034.0,2008.0,8484.0,13574.4,0.0,42852.0,-3.1499796247204395,0.0
98,5034.0,2009.0,8496.0,13593.6,0.0,43290.0,-3.139810517771949,0.0
99,5034.0,2010.0,8398.0,13436.8,0.0,43715.0,-3.13004111116771,54.361
100,5034.0,2011.0,5490.0,7137.0,0.0,44149.0,-3.120162351932168,103.27
101,5034.0,2012.0,7012.0,5259.0,0.0,44573.0,-3.110604549584413,57.682326
102,5034.0,2013.0,8400.51,6832.667,0.0,44994.0,-3.101203906496225,1775.644
103,5034.0,2014.0,8544.06,7514.344,0.0,45417.0,-3.09184677673966,3086.347
104,5034.0,2015.0,8568.92,10096.511,0.0,45814.0,-3.0831437305649603,1661.48803710937
105,5034.0,2016.0,8230.181,10029.04,0.0,46221.0,-3.074299403760958,974.035
106,5034.0,2017.0,7486.53,9463.0,0.0,46621.0,-3.0656827462518064,1433.325184
107,5034.0,2018.0,7431.24,10321.36,0.0,43269.0,-3.1402957247453434,2446.452224
108,5034.0,2019.0,7577.0,10115.0,0.0,43713.0,-3.1300868620541413,0.0
109,5034.0,2020.0,8256.0,10191.0,0.0,44199.0,-3.1190304898984844,99.419216
110,5034.0,2021.0,7902.28,7744.23,0.0,44885.0,-3.103629336863814,129.140242
111,5034.0,2022.0,7954.13,6015.97,,,,0.0
112,5036.0,2007.0,600.0,480.0,0.0,7894.0,-4.841525631274532,6.527
113,5036.0,2008.0,497.0,398.0,0.0,8034.0,-4.823948279792661,3.249
114,5036.0,2009.0,587.0,293.5,0.0,8151.0,-4.809491983061713,2.148
115,5036.0,2010.0,662.0,288.5,0.0,8287.0,-4.79294659346501,62.411
116,5036.0,2011.0,615.0,307.5,0.0,8415.0,-4.777620622986783,100.036
117,5036.0,2012.0,578.0,289.0,0.0,8551.0,-4.761590105259393,40.559
118,5036.0,2013.0,256.9,128.03972,0.0,8680.0,-4.746618549572466,1018.7180000000001
119,5036.0,2014.0,241.61,130.20801,0.0,8806.0,-4.732208419158814,990.776
120,5036.0,2015.0,246.36,263.74457,0.0,8946.0,-4.716436998416678,378.946990966796
121,5036.0,2016.0,241.94255,267.8739,0.0,9082.0,-4.701350744462061,52.624926
122,5036.0,2017.0,247.7,292.22076,0.0,9216.0,-4.68670567397061,0.0
123,5036.0,2018.0,234.78,245.45113,0.0,5756.0,-5.157338773288465,1308.387072
124,5036.0,2019.0,217.0,283.0,0.0,5790.0,-5.1514502907384845,252.25576
125,5036.0,2020.0,204.0,246.0,0.0,5841.0,-5.142682075016588,0.0
126,5036.0,2021.0,203.55,185.23,0.0,5932.0,-5.1272252917056305,0.0
127,5036.0,2022.0,210.65,181.09,,,,0.0
128,5038.0,2007.0,1180.0,1180.0,0.0,12294.0,-4.398562603313981,0.0
129,5038.0,2008.0,1180.0,1180.0,0.0,12175.0,-4.408288477862807,0.0
130,5038.0,2009.0,1180.0,1180.0,0.0,12046.0,-4.418939612697422,59.309
131,5038.0,2010.0,1170.0,1170.0,0.0,11930.0,-4.428615224088474,304.406
132,5038.0,2011.0,1100.0,1380.0,0.0,11811.0,-4.438639315100461,2690.201
133,5038.0,2012.0,1100.0,1300.0,0.0,11695.0,-4.448508375974715,188.558
134,5038.0,2013.0,919.7,748.0503,0.0,11579.0,-4.458475806837288,800.644
135,5038.0,2014.0,861.12,757.3393,0.0,11464.0,-4.46845636267227,1542.907
136,5038.0,2015.0,874.95,905.5096,0.0,11354.0,-4.4780971034246155,277.842987060546
137,5038.0,2016.0,854.056,914.11523,0.0,11240.0,-4.488187470502477,361.162133
138,5038.0,2017.0,724.09,1220.3364,0.0,11139.0,-4.497213044482999,43.099525451660156
139,5038.0,2018.0,681.87,877.4649,0.0,11437.0,-4.470814133489013,829.831936
140,5038.0,2019.0,654.0,844.0,0.0,11462.0,-4.468630821849264,3210.761788
141,5038.0,2020.0,659.0,786.0,0.0,11536.0,-4.462196017036985,460.537162
142,5038.0,2021.0,660.96,720.45,0.0,11715.0,-4.44679985001665,160.538786
143,5038.0,2022.0,668.94,258.56,,,,382.550747
144,5040.0,2007.0,194.0,217.3,533.0,15407.0,-4.172868423926367,30.775
145,5040.0,2008.0,234.0,262.1,787.0,15605.0,-4.160099823287568,0.0
146,5040.0,2009.0,234.0,262.1,239.0,15812.0,-4.146922892440958,56.358
147,5040.0,2010.0,234.0,257.4,526.0,16025.0,-4.133542875626258,93.112
148,5040.0,2011.0,244.0,268.4,208.0,16237.0,-4.120401104541882,1283.512
149,5040.0,2012.0,300.0,330.0,361.0,16447.0,-4.107551389709382,526.548
150,5040.0,2013.0,251.2,172.88351,107.0,16658.0,-4.094804668054557,1357.3980000000001
151,5040.0,2014.0,236.08,175.68526,199.0,16870.0,-4.082159107358299,2242.929
152,5040.0,2015.0,253.17,266.64148,256.05,17086.0,-4.069437338516001,1067.51696777343
153,5040.0,2016.0,248.98936,271.20712,661.7,17304.0,-4.056759801894829,1312.718
154,5040.0,2017.0,235.36,237.99669,1312.28,17521.0,-4.044298044737965,0.0
155,5040.0,2018.0,225.31,322.56488,969.49,18321.0,-3.99965275538912,1678.084864
156,5040.0,2019.0,216.0,289.0,768.35,18737.0,-3.9772017314531403,2149.770274
157,5040.0,2020.0,243.0,299.0,1088.88,19104.0,-3.957805198083274,39.999999
158,5040.0,2021.0,239.38,260.92,1737.4,19404.0,-3.9422245141612673,20390.305471
159,5040.0,2022.0,232.21,193.08,,,,21671.291832
160,5042.0,2007.0,1407.0,1896.0,0.0,23190.0,-3.763991006609065,0.619
161,5042.0,2008.0,1407.0,1850.0,0.0,23354.0,-3.7569441850280656,0.265
162,5042.0,2009.0,1590.0,1600.0,0.0,23522.0,-3.7497766130652423,1.128
163,5042.0,2010.0,1810.0,2624.5,0.0,23688.0,-3.7427444736061473,1.909
164,5042.0,2011.0,1600.0,1700.0,0.0,23858.0,-3.735593774339029,3.317
165,5042.0,2012.0,1389.0,1041.75,0.0,24025.0,-3.728618701682954,1.198999999999998
166,5042.0,2013.0,1765.14,1656.5771,0.0,24202.0,-3.721278686560614,15499.777
167,5042.0,2014.0,2044.88,2075.1167,0.0,24369.0,-3.7144024113450222,15524.598
168,5042.0,2015.0,2041.74,2059.9236,0.0,24549.0,-3.7070434247416073,10935.015625
169,5042.0,2016.0,1949.1538,2033.7687,0.0,24724.0,-3.699940401473361,1567.617
170,5042.0,2017.0,1825.36,2461.0789,0.0,24905.0,-3.6926465406831803,134.031912
171,5042.0,2018.0,1863.96,2614.4084,0.0,26164.0,-3.6433326391579657,3296.139776
172,5042.0,2019.0,1906.0,2452.0,0.0,26598.0,-3.6268816578861176,0.0
173,5042.0,2020.0,1353.0,1609.0,0.0,27002.0,-3.6118073080390793,0.0
174,5042.0,2021.0,1437.43,1696.17,0.0,27421.0,-3.596409668047674,0.0
175,5042.0,2022.0,1676.28,1832.46,,,,0.0
176,5044.0,2007.0,1140.0,1311.0,0.0,7451.0,-4.899272826242795,0.0
177,5044.0,2008.0,1100.0,1012.0,0.0,7468.0,-4.896994157607208,0.0
178,5044.0,2009.0,1236.0,506.8,0.0,7484.0,-4.894854261110545,5.591
179,5044.0,2010.0,956.0,430.2,0.0,7500.0,-4.8927189339946375,2.501
180,5044.0,2011.0,903.6,406.62,0.0,7515.0,-4.890721197430918,266.691
181,5044.0,2012.0,1263.0,1516.0,0.0,7529.0,-4.888860237170335,605.5
182,5044.0,2013.0,1626.81,1119.6204,0.0,7543.0,-4.887002733650981,449.817
183,5044.0,2014.0,1472.45,1095.7632,0.0,7556.0,-4.885280992943554,766.996
184,5044.0,2015.0,1613.52,1721.8552,0.0,7568.0,-4.883694320655106,488.397003173828
185,5044.0,2016.0,1613.9637,1781.2335,0.0,7580.0,-4.8821101619079705,203.15431900000002
186,5044.0,2017.0,1594.28,2418.2107,0.0,7591.0,-4.88066021767451,0.0
187,5044.0,2018.0,1621.64,1583.552,0.0,7010.0,-4.960274934757306,0.0
188,5044.0,2019.0,1665.0,2148.0,0.0,7085.0,-4.949634272538857,0.0
189,5044.0,2020.0,1789.0,2134.0,0.0,7169.0,-4.9378496243706085,0.0
190,5044.0,2021.0,1857.95,1950.85,0.0,7280.0,-4.922487063569563,0.0
191,5044.0,2022.0,1841.43,1215.32,,,,167.607898
192,5045.0,2007.0,0.0,0.0,0.0,139913.0,-1.9667273308378896,0.0
193,5045.0,2008.0,0.0,0.0,10.0,144283.0,-1.935971699460846,0.0
194,5045.0,2009.0,0.0,0.0,21.0,148745.0,-1.9055151256742633,0.0
195,5045.0,2010.0,0.0,0.0,70.0,153319.0,-1.8752280384697826,0.412
196,5045.0,2011.0,0.0,0.0,0.0,158059.0,-1.8447805712053078,658.469
197,5045.0,2012.0,0.0,0.0,19.0,162914.0,-1.814526686582028,46.488
198,5045.0,2013.0,0.0,0.0,5.0,167895.0,-1.784410538887017,0.0
199,5045.0,2014.0,0.0,0.0,6.0,173008.0,-1.7544116627161266,78.5
200,5045.0,2015.0,0.0,0.0,8.9,178257.0,-1.7245233399094304,1399.98095703125
201,5045.0,2016.0,0.0,0.0,9.48,183716.0,-1.6943587488544707,3630.4210000000003
202,5045.0,2017.0,0.0,0.0,7.93,189325.0,-1.6642848820735803,552.002624
203,5045.0,2018.0,0.0,0.0,1.51,121003.0,-2.111931676080555,466.06976
204,5045.0,2019.0,0.0,0.0,7.26,124647.0,-2.0822615140670835,0.0
205,5045.0,2020.0,0.0,0.0,5.69,127744.0,-2.0577191896075204,0.0
206,5045.0,2021.0,0.0,0.0,1.86,129751.0,-2.0421303427967485,7267.558787
207,5045.0,2022.0,0.0,0.0,,,,22107.160218
208,5051.0,2007.0,0.0,0.0,0.0,32493.0,-3.4266998220745783,0.0
209,5051.0,2008.0,0.0,0.0,0.0,33385.0,-3.3996186285489407,0.0
210,5051.0,2009.0,0.0,0.0,0.0,34293.0,-3.3727848672254774,0.0
211,5051.0,2010.0,0.0,0.0,0.0,35212.0,-3.346339946377441,0.0
212,5051.0,2011.0,0.0,0.0,0.0,36149.0,-3.3200783303773633,0.0
213,5051.0,2012.0,0.0,0.0,0.0,37124.0,-3.293464681859273,0.0
214,5051.0,2013.0,0.0,0.0,0.0,38100.0,-3.267514750474761,7679.444891
215,5051.0,2014.0,0.0,0.0,0.0,39113.0,-3.2412748198116796,2655.31542
216,5051.0,2015.0,0.0,0.0,0.0,40147.0,-3.215182653030583,3390.92700195312
217,5051.0,2016.0,0.0,0.0,0.0,41209.0,-3.189074333631411,2969.652
218,5051.0,2017.0,0.0,0.0,0.0,42301.0,-3.162920912723754,0.0
219,5051.0,2018.0,0.0,0.0,0.0,29295.0,-3.530304291049982,4005.578496
220,5051.0,2019.0,0.0,0.0,0.0,29942.0,-3.508459704609578,2305.659364
221,5051.0,2020.0,0.0,0.0,0.0,30510.0,-3.4896680046517137,5297.725291
222,5051.0,2021.0,0.0,0.0,0.0,30984.0,-3.474252062568066,0.0
223,5051.0,2022.0,0.0,0.0,,,,1139.489078
224,5055.0,2007.0,1800.0,1800.0,2.0,9789.0,-4.626393822439718,0.0
225,5055.0,2008.0,1793.0,1075.8,1.0,9645.0,-4.641211957335357,6.52
226,5055.0,2009.0,1843.0,1382.3,3.0,9513.0,-4.654990880972047,0.0
227,5055.0,2010.0,1768.0,990.1,9.0,9382.0,-4.668855737674225,41.006
228,5055.0,2011.0,1600.0,900.0,42.0,9240.0,-4.684105174076234,0.0
229,5055.0,2012.0,2060.0,1545.0,5.0,9108.0,-4.698492343219464,49.0
230,5055.0,2013.0,1270.25,900.4245,2.0,8968.0,-4.7139810918462715,967.01
231,5055.0,2014.0,1159.26,888.5485,0.0,8837.0,-4.728694672273589,1012.159
232,5055.0,2015.0,1112.19,1177.8834,0.0,8699.0,-4.744432253321599,532.0830078125
233,5055.0,2016.0,1100.0658,1204.8883,0.0,8578.0,-4.758437922391309,0.0
234,5055.0,2017.0,1079.74,1968.8848,0.0,8426.0,-4.776314442191921,391.464
235,5055.0,2018.0,1082.46,1076.0299,0.0,7689.0,-4.867834495464584,0.0
236,5055.0,2019.0,1023.0,1288.0,0.0,7577.0,-4.882505966385728,4785.215949
237,5055.0,2020.0,1110.0,1291.0,0.0,7545.0,-4.886737657440018,0.109309
238,5055.0,2021.0,1056.81,1458.4,0.0,7662.0,-4.87135172699387,296.989426
239,5055.0,2022.0,914.27,1177.25,,,,1167.374691
240,5059.0,2007.0,768.7,864.8,0.0,4975.0,-5.303128923545259,0.0
241,5059.0,2008.0,787.7,886.2,0.0,4878.0,-5.322814998148437,0.0
242,5059.0,2009.0,787.7,886.2,0.0,4775.0,-5.344151902891836,0.0
243,5059.0,2010.0,787.7,886.2,0.0,4673.0,-5.365740042865471,0.0
244,5059.0,2011.0,650.0,620.0,0.0,4578.0,-5.386274645307179,0.0
245,5059.0,2012.0,681.0,510.75,0.0,4484.0,-5.407016783471377,0.0
246,5059.0,2013.0,600.26,450.6523,0.0,4383.0,-5.4297937293364225,292.422
247,5059.0,2014.0,617.81,501.53278,0.0,4297.0,-5.449605480761819,497.69
248,5059.0,2015.0,582.04,632.93524,0.0,4210.0,-5.470055129802346,0.0
249,5059.0,2016.0,536.19684,603.02527,0.0,4110.0,-5.494088971066396,0.0
250,5059.0,2017.0,501.95,634.46655,0.0,4029.0,-5.513988903023545,0.0
251,5059.0,2018.0,490.15,701.44696,0.0,5139.0,-5.270702199515063,0.0
252,5059.0,2019.0,548.0,822.0,0.0,5085.0,-5.281263611982209,0.0
253,5059.0,2020.0,471.0,582.0,0.0,5074.0,-5.283428754054286,900.0
254,5059.0,2021.0,426.92,478.15,0.0,5153.0,-5.267982166751964,0.367502
255,5059.0,2022.0,446.59,433.44,,,,0.0
256,5079.0,2007.0,711.0,924.3,0.0,43901.0,-3.1257954018521894,0.0
257,5079.0,2008.0,1287.2,1293.6,0.0,44650.0,-3.1088785754938515,285.968
258,5079.0,2009.0,1403.0,1263.0,0.0,45414.0,-3.09191283202796,167.783
259,5079.0,2010.0,1367.0,1367.0,0.0,46177.0,-3.0752517847853253,235.277
260,5079.0,2011.0,1310.0,1620.0,0.0,46954.0,-3.05856558272556,194.865
261,5079.0,2012.0,1270.7,1270.7,0.0,47722.0,-3.042341817005903,262.091
262,5079.0,2013.0,1157.84,724.41895,0.0,48503.0,-3.0261090102127075,56.431654
263,5079.0,2014.0,1122.44,759.35803,0.0,49274.0,-3.010338425943353,3.722587
264,5079.0,2015.0,1092.3,1070.4749,0.0,50052.0,-2.994672834957301,26.3938007354736
265,5079.0,2016.0,1026.8689,1040.7689,0.0,50836.0,-2.9791308430565655,15.31
266,5079.0,2017.0,951.24,1734.5675,0.0,51617.0,-2.9638848301148712,941.340416
267,5079.0,2018.0,933.11,1124.5911,0.0,51969.0,-2.9570886499617863,0.0
268,5079.0,2019.0,884.0,1112.0,0.0,53242.0,-2.932888938432682,2107.658142
269,5079.0,2020.0,862.0,999.92,0.0,54347.0,-2.91234746462006,559.210355
270,5079.0,2021.0,812.45,918.07,0.0,55201.0,-2.8967560944713884,0.0
271,5079.0,2022.0,802.6,691.68,,,,0.0
272,5086.0,2007.0,0.0,0.0,0.0,6311.0,-5.065302695438564,3.244
273,5086.0,2008.0,0.0,0.0,0.0,6366.0,-5.056626877947249,0.0
274,5086.0,2009.0,0.0,0.0,0.0,6420.0,-5.048181410170225,14.989
275,5086.0,2010.0,0.0,0.0,0.0,6479.0,-5.039034768617954,7.143
276,5086.0,2011.0,0.0,0.0,0.0,6534.0,-5.030582931905951,3.758
277,5086.0,2012.0,0.0,0.0,0.0,6590.0,-5.022050196911554,346.171
278,5086.0,2013.0,0.0,0.0,0.0,6645.0,-5.013740109049735,821.933
279,5086.0,2014.0,0.0,0.0,0.0,6709.0,-5.004156327998547,828.785
280,5086.0,2015.0,0.0,0.0,0.0,6760.0,-4.9965844708735965,490.243988037109
281,5086.0,2016.0,0.0,0.0,0.0,6823.0,-4.987309468792759,319.525
282,5086.0,2017.0,0.0,0.0,0.0,6875.0,-4.979718191461534,16.592098
283,5086.0,2018.0,0.0,0.0,0.0,6000.0,-5.115829156974761,460.994848
284,5086.0,2019.0,0.0,0.0,0.0,6054.0,-5.106870901977081,0.0
285,5086.0,2020.0,0.0,0.0,0.0,6116.0,-5.096683498721709,1063.284173
286,5086.0,2021.0,0.0,0.0,0.0,6211.0,-5.081272373695697,0.0
287,5086.0,2022.0,0.0,0.0,,,,0.0
288,5088.0,2007.0,202.0,181.8,0.0,388401.0,-0.9457143932476378,64.862
289,5088.0,2008.0,208.0,187.2,0.0,396665.0,-0.9246606622183529,2636.709
290,5088.0,2009.0,208.0,187.2,0.0,404895.0,-0.904125034975284,57.839
291,5088.0,2010.0,208.0,187.2,0.0,413186.0,-0.8838550039934437,1680.876
292,5088.0,2011.0,208.0,187.2,0.0,421576.0,-0.8637528373228088,255.67
293,5088.0,2012.0,214.0,192.6,0.0,430034.0,-0.8438886782581134,834.925
294,5088.0,2013.0,130.01,81.3426,0.0,438577.0,-0.8242176038551071,41.213
295,5088.0,2014.0,132.67,89.754486,0.0,447185.0,-0.8047806635346867,15.521
296,5088.0,2015.0,132.63,146.75935,0.0,455865.0,-0.785556372302081,15.5209999084472
297,5088.0,2016.0,127.487305,145.89343,0.0,464614.0,-0.7665461733297253,0.0
298,5088.0,2017.0,134.86,113.64234,0.0,473423.0,-0.7477638861023896,1e-06
299,5088.0,2018.0,126.19,177.9412,0.0,522264.0,-0.6495801570814312,0.0
300,5088.0,2019.0,129.0,166.0,0.0,538527.0,-0.6189157874514742,1e-06
301,5088.0,2020.0,134.0,160.0,0.0,552154.0,-0.5939264750197202,0.0
302,5088.0,2021.0,132.99,121.02,0.0,560831.0,-0.5783338835487516,0.0
303,5088.0,2022.0,112.2,104.14,,,,0.0
304,5091.0,2007.0,5439.4,5482.0,0.0,10076.0,-4.597499679683872,0.0
305,5091.0,2008.0,6290.0,5346.5,0.0,9978.0,-4.607272394079962,134.465
306,5091.0,2009.0,6550.0,6188.0,0.0,9881.0,-4.617040358558579,0.0
307,5091.0,2010.0,6346.0,7932.5,0.0,9778.0,-4.627518049651999,0.0
308,5091.0,2011.0,6396.0,7995.0,0.0,9688.0,-4.63676405757927,0.0
309,5091.0,2012.0,6396.0,4797.0,0.0,9586.0,-4.647347264887277,49.036
310,5091.0,2013.0,5640.87,6352.722,0.0,9487.0,-4.657727436726767,860.223
311,5091.0,2014.0,4978.33,6062.331,0.0,9388.0,-4.668216487705727,530.301
312,5091.0,2015.0,5053.3,6187.5625,0.0,9286.0,-4.679139706188265,372.566009521484
313,5091.0,2016.0,4945.732,6262.9634,0.0,9188.0,-4.689748162463389,150.0
314,5091.0,2017.0,4651.84,7055.93,0.0,9079.0,-4.701681086368935,616.48256
315,5091.0,2018.0,4683.74,5819.0903,0.0,10323.0,-4.5732839971257695,1107.177472
316,5091.0,2019.0,4850.0,6488.0,0.0,10274.0,-4.578041518599838,1448.504154
317,5091.0,2020.0,5046.0,6240.0,0.0,10284.0,-4.5770687558772165,1139.667785
318,5091.0,2021.0,4907.61,7017.88,0.0,10444.0,-4.561631883973608,582.116906
319,5091.0,2022.0,4744.25,5746.88,,,,300.087137
320,5093.0,2007.0,4532.0,4826.0,0.0,16895.0,-4.080678371458286,0.0
321,5093.0,2008.0,4771.0,4823.0,0.0,16993.0,-4.074894938400788,0.0
