,munname,muncode,CapitalRevenue,year
1221,Antioquia,5000.0,793784.0,2000.0
1222,Antioquia,5000.0,1098811.0,2001.0
1223,Antioquia,5000.0,1479286.0,2002.0
1224,Antioquia,5000.0,1740474.0,2003.0
1225,Antioquia,5000.0,1591581.0,2004.0
1226,Antioquia,5000.0,1823106.0,2005.0
1227,Antioquia,5000.0,1693752.0,2006.0
1228,Antioquia,5000.0,2014828.0,2007.0
1229,Antioquia,5000.0,3618543.0,2008.0
1230,Antioquia,5000.0,2505724.0,2009.0
1231,Antioquia,5000.0,3169571.0,2010.0
1232,Antioquia,5000.0,3667409.0,2011.0
1233,Antioquia,5000.0,2636895.0,2012.0
1234,Antioquia,5000.0,10450907.0,2013.0
1235,Antioquia,5000.0,13011719.0,2014.0
1236,Antioquia,5000.0,10357455.0,2015.0
1237,Antioquia,5000.0,6348400.0,2016.0
1238,Antioquia,5000.0,2983747.0,2017.0
1239,Antioquia,5000.0,1387192.0,2018.0
1240,Antioquia,5000.0,11421782.0,2019.0
1241,Antioquia,5000.0,951404.0,2020.0
1242,Antioquia,5000.0,317785.0,2021.0
1243,Antioquia,5000.0,1954130.0,2022.0
1866,Medellín,5001.0,417.0,2000.0
1867,Medellín,5001.0,6460.0,2001.0
1868,Medellín,5001.0,0.0,2002.0
1869,Medellín,5001.0,18003.0,2003.0
1870,Medellín,5001.0,341.0,2004.0
1871,Medellín,5001.0,1576.0,2005.0
1872,Medellín,5001.0,960.0,2006.0
1873,Medellín,5001.0,1458.0,2007.0
1874,Medellín,5001.0,2202.0,2008.0
1875,Medellín,5001.0,5474.0,2009.0
1876,Medellín,5001.0,2021.0,2010.0
1877,Medellín,5001.0,2150.0,2011.0
1878,Medellín,5001.0,0.0,2012.0
1879,Medellín,5001.0,4302873.0,2013.0
1880,Medellín,5001.0,0.0,2014.0
1881,Medellín,5001.0,0.0,2015.0
1882,Medellín,5001.0,3587.0,2016.0
1883,Medellín,5001.0,792.0,2017.0
1884,Medellín,5001.0,0.0,2018.0
1885,Medellín,5001.0,0.0,2019.0
1886,Medellín,5001.0,,2020.0
1887,Medellín,5001.0,0.0,2021.0
1888,Medellín,5001.0,0.0,2022.0
2511,Abejorral,5002.0,126417.0,2000.0
2512,Abejorral,5002.0,124855.0,2001.0
2513,Abejorral,5002.0,92119.0,2002.0
2514,Abejorral,5002.0,178828.0,2003.0
2515,Abejorral,5002.0,88898.0,2004.0
2516,Abejorral,5002.0,449301.0,2005.0
2517,Abejorral,5002.0,101561.0,2006.0
2518,Abejorral,5002.0,100479.0,2007.0
2519,Abejorral,5002.0,144486.0,2008.0
2520,Abejorral,5002.0,149469.0,2009.0
2521,Abejorral,5002.0,144354.0,2010.0
2522,Abejorral,5002.0,237795.0,2011.0
2523,Abejorral,5002.0,217363.0,2012.0
2524,Abejorral,5002.0,10074746.0,2013.0
2525,Abejorral,5002.0,3307430.0,2014.0
2526,Abejorral,5002.0,7657885.0,2015.0
2527,Abejorral,5002.0,3840083.0,2016.0
2528,Abejorral,5002.0,127594.0,2017.0
2529,Abejorral,5002.0,0.0,2018.0
2530,Abejorral,5002.0,13860352.0,2019.0
2531,Abejorral,5002.0,,2020.0
2532,Abejorral,5002.0,1205960.0,2021.0
2533,Abejorral,5002.0,7561452.0,2022.0
3155,Abriaquí,5004.0,254763.0,2000.0
3156,Abriaquí,5004.0,205185.0,2001.0
3157,Abriaquí,5004.0,928116.0,2002.0
3158,Abriaquí,5004.0,162915.0,2003.0
3159,Abriaquí,5004.0,0.0,2004.0
3160,Abriaquí,5004.0,0.0,2005.0
3161,Abriaquí,5004.0,0.0,2006.0
3162,Abriaquí,5004.0,0.0,2007.0
3163,Abriaquí,5004.0,0.0,2008.0
3164,Abriaquí,5004.0,80919.0,2009.0
3165,Abriaquí,5004.0,71506.0,2010.0
3166,Abriaquí,5004.0,2121188.0,2011.0
3167,Abriaquí,5004.0,439400.0,2012.0
3168,Abriaquí,5004.0,20161827.0,2013.0
3169,Abriaquí,5004.0,45697123.0,2014.0
3170,Abriaquí,5004.0,17157613.0,2015.0
3171,Abriaquí,5004.0,20451373.0,2016.0
3172,Abriaquí,5004.0,33732515.0,2017.0
3173,Abriaquí,5004.0,26588513.0,2018.0
3174,Abriaquí,5004.0,1210925.0,2019.0
3175,Abriaquí,5004.0,5461993.0,2020.0
3176,Abriaquí,5004.0,4588223.0,2021.0
3177,Abriaquí,5004.0,0.0,2022.0
3799,Alejandría,5021.0,1393788.0,2000.0
3800,Alejandría,5021.0,1036.0,2001.0
3801,Alejandría,5021.0,3519030.0,2002.0
3802,Alejandría,5021.0,8615.0,2003.0
3803,Alejandría,5021.0,3318.0,2004.0
3804,Alejandría,5021.0,13129.0,2005.0
3805,Alejandría,5021.0,164503.0,2006.0
3806,Alejandría,5021.0,0.0,2007.0
3807,Alejandría,5021.0,0.0,2008.0
3808,Alejandría,5021.0,0.0,2009.0
3809,Alejandría,5021.0,0.0,2010.0
3810,Alejandría,5021.0,0.0,2011.0
3811,Alejandría,5021.0,0.0,2012.0
3812,Alejandría,5021.0,12874254.0,2013.0
3813,Alejandría,5021.0,22434123.0,2014.0
3814,Alejandría,5021.0,6267830.0,2015.0
3815,Alejandría,5021.0,2020728.0,2016.0
3816,Alejandría,5021.0,13875408.0,2017.0
3817,Alejandría,5021.0,3928070.0,2018.0
3818,Alejandría,5021.0,0.0,2019.0
3819,Alejandría,5021.0,159314.0,2020.0
3820,Alejandría,5021.0,5293176.0,2021.0
3821,Alejandría,5021.0,5181318.0,2022.0
4443,Amagá,5030.0,40275.0,2000.0
4444,Amagá,5030.0,17174.0,2001.0
4445,Amagá,5030.0,173595.0,2002.0
4446,Amagá,5030.0,286775.0,2003.0
4447,Amagá,5030.0,284455.0,2004.0
4448,Amagá,5030.0,94071.0,2005.0
4449,Amagá,5030.0,110617.0,2006.0
4450,Amagá,5030.0,2072594.0,2007.0
4451,Amagá,5030.0,759299.0,2008.0
4452,Amagá,5030.0,1649135.0,2009.0
4453,Amagá,5030.0,1384747.0,2010.0
4454,Amagá,5030.0,1305613.0,2011.0
4455,Amagá,5030.0,583649.0,2012.0
4456,Amagá,5030.0,7146866.0,2013.0
4457,Amagá,5030.0,9241068.0,2014.0
4458,Amagá,5030.0,9545704.0,2015.0
4459,Amagá,5030.0,6195811.0,2016.0
4460,Amagá,5030.0,1833483.0,2017.0
4461,Amagá,5030.0,8642045.0,2018.0
4462,Amagá,5030.0,0.0,2019.0
4463,Amagá,5030.0,,2020.0
4464,Amagá,5030.0,0.0,2021.0
4465,Amagá,5030.0,0.0,2022.0
5087,Amalfi,5031.0,406000.0,2000.0
5088,Amalfi,5031.0,49808.0,2001.0
5089,Amalfi,5031.0,133030.0,2002.0
5090,Amalfi,5031.0,1192957.0,2003.0
5091,Amalfi,5031.0,682615.0,2004.0
5092,Amalfi,5031.0,1251912.0,2005.0
5093,Amalfi,5031.0,665086.0,2006.0
5094,Amalfi,5031.0,502468.0,2007.0
5095,Amalfi,5031.0,1272042.0,2008.0
5096,Amalfi,5031.0,1869349.0,2009.0
5097,Amalfi,5031.0,2146194.0,2010.0
5098,Amalfi,5031.0,2124341.0,2011.0
5099,Amalfi,5031.0,524511.0,2012.0
5100,Amalfi,5031.0,12004525.0,2013.0
5101,Amalfi,5031.0,11741189.0,2014.0
5102,Amalfi,5031.0,9808683.0,2015.0
5103,Amalfi,5031.0,10007722.0,2016.0
5104,Amalfi,5031.0,3181194.0,2017.0
5105,Amalfi,5031.0,23214080.0,2018.0
5106,Amalfi,5031.0,195877.0,2019.0
5107,Amalfi,5031.0,2458796.0,2020.0
5108,Amalfi,5031.0,12149496.0,2021.0
5109,Amalfi,5031.0,0.0,2022.0
5731,Andes,5034.0,310.0,2000.0
5732,Andes,5034.0,0.0,2001.0
5733,Andes,5034.0,0.0,2002.0
5734,Andes,5034.0,0.0,2003.0
5735,Andes,5034.0,0.0,2004.0
5736,Andes,5034.0,0.0,2005.0
5737,Andes,5034.0,0.0,2006.0
5738,Andes,5034.0,0.0,2007.0
5739,Andes,5034.0,0.0,2008.0
5740,Andes,5034.0,0.0,2009.0
5741,Andes,5034.0,124353.0,2010.0
5742,Andes,5034.0,233912.0,2011.0
5743,Andes,5034.0,129411.0,2012.0
5744,Andes,5034.0,3946402.0,2013.0
5745,Andes,5034.0,6795577.0,2014.0
5746,Andes,5034.0,3626595.0,2015.0
5747,Andes,5034.0,2107343.0,2016.0
5748,Andes,5034.0,3074420.0,2017.0
5749,Andes,5034.0,5204885.0,2018.0
5750,Andes,5034.0,0.0,2019.0
5751,Andes,5034.0,224935.0,2020.0
5752,Andes,5034.0,287714.0,2021.0
5753,Andes,5034.0,0.0,2022.0
6375,Angelópolis,5036.0,832924.0,2000.0
6376,Angelópolis,5036.0,786217.0,2001.0
6377,Angelópolis,5036.0,240253.0,2002.0
6378,Angelópolis,5036.0,89429.0,2003.0
6379,Angelópolis,5036.0,108039.0,2004.0
6380,Angelópolis,5036.0,125245.0,2005.0
6381,Angelópolis,5036.0,28422.0,2006.0
6382,Angelópolis,5036.0,82683.0,2007.0
6383,Angelópolis,5036.0,40441.0,2008.0
6384,Angelópolis,5036.0,26353.0,2009.0
6385,Angelópolis,5036.0,753119.0,2010.0
6386,Angelópolis,5036.0,1188782.0,2011.0
6387,Angelópolis,5036.0,474319.0,2012.0
6388,Angelópolis,5036.0,11736382.0,2013.0
6389,Angelópolis,5036.0,11251147.0,2014.0
6390,Angelópolis,5036.0,4235938.0,2015.0
6391,Angelópolis,5036.0,579442.0,2016.0
6392,Angelópolis,5036.0,0.0,2017.0
6393,Angelópolis,5036.0,13988956.0,2018.0
6394,Angelópolis,5036.0,4356749.0,2019.0
6395,Angelópolis,5036.0,,2020.0
6396,Angelópolis,5036.0,0.0,2021.0
6397,Angelópolis,5036.0,0.0,2022.0
7019,Angostura,5038.0,340660.0,2000.0
7020,Angostura,5038.0,0.0,2001.0
7021,Angostura,5038.0,1110871.0,2002.0
7022,Angostura,5038.0,0.0,2003.0
7023,Angostura,5038.0,0.0,2004.0
7024,Angostura,5038.0,0.0,2005.0
7025,Angostura,5038.0,0.0,2006.0
7026,Angostura,5038.0,0.0,2007.0
7027,Angostura,5038.0,0.0,2008.0
7028,Angostura,5038.0,492354.0,2009.0
7029,Angostura,5038.0,2551601.0,2010.0
7030,Angostura,5038.0,22777081.0,2011.0
7031,Angostura,5038.0,1612296.0,2012.0
7032,Angostura,5038.0,6914621.0,2013.0
7033,Angostura,5038.0,13458714.0,2014.0
7034,Angostura,5038.0,2447093.0,2015.0
7035,Angostura,5038.0,3213186.0,2016.0
7036,Angostura,5038.0,386925.0,2017.0
7037,Angostura,5038.0,7516594.0,2018.0
7038,Angostura,5038.0,28012231.0,2019.0
7039,Angostura,5038.0,3992174.0,2020.0
7040,Angostura,5038.0,1370370.0,2021.0
7041,Angostura,5038.0,3212283.0,2022.0
7663,Anorí,5040.0,0.0,2000.0
7664,Anorí,5040.0,137677.0,2001.0
7665,Anorí,5040.0,0.0,2002.0
7666,Anorí,5040.0,0.0,2003.0
7667,Anorí,5040.0,53648.0,2004.0
7668,Anorí,5040.0,6183717.0,2005.0
7669,Anorí,5040.0,336833.0,2006.0
7670,Anorí,5040.0,199747.0,2007.0
7671,Anorí,5040.0,0.0,2008.0
7672,Anorí,5040.0,356426.0,2009.0
7673,Anorí,5040.0,581042.0,2010.0
7674,Anorí,5040.0,7904859.0,2011.0
7675,Anorí,5040.0,3201484.0,2012.0
7676,Anorí,5040.0,8148625.0,2013.0
7677,Anorí,5040.0,13295370.0,2014.0
7678,Anorí,5040.0,6247905.0,2015.0
7679,Anorí,5040.0,7586211.0,2016.0
7680,Anorí,5040.0,0.0,2017.0
7681,Anorí,5040.0,9460928.0,2018.0
7682,Anorí,5040.0,11473396.0,2019.0
7683,Anorí,5040.0,209380.0,2020.0
7684,Anorí,5040.0,105083000.0,2021.0
7685,Anorí,5040.0,112002128.0,2022.0
8307,Santafé de Antioquia,5042.0,6310.0,2000.0
8308,Santafé de Antioquia,5042.0,0.0,2001.0
8309,Santafé de Antioquia,5042.0,998208.0,2002.0
8310,Santafé de Antioquia,5042.0,11273.0,2003.0
8311,Santafé de Antioquia,5042.0,11323.0,2004.0
8312,Santafé de Antioquia,5042.0,18378.0,2005.0
8313,Santafé de Antioquia,5042.0,0.0,2006.0
8314,Santafé de Antioquia,5042.0,2669.0,2007.0
8315,Santafé de Antioquia,5042.0,1135.0,2008.0
8316,Santafé de Antioquia,5042.0,4796.0,2009.0
8317,Santafé de Antioquia,5042.0,8059.0,2010.0
8318,Santafé de Antioquia,5042.0,13903.0,2011.0
8319,Santafé de Antioquia,5042.0,4991.0,2012.0
8320,Santafé de Antioquia,5042.0,64043372.0,2013.0
8321,Santafé de Antioquia,5042.0,63706340.0,2014.0
8322,Santafé de Antioquia,5042.0,44543630.0,2015.0
8323,Santafé de Antioquia,5042.0,6340467.0,2016.0
8324,Santafé de Antioquia,5042.0,538173.0,2017.0
8325,Santafé de Antioquia,5042.0,13149319.0,2018.0
8326,Santafé de Antioquia,5042.0,0.0,2019.0
8327,Santafé de Antioquia,5042.0,,2020.0
8328,Santafé de Antioquia,5042.0,0.0,2021.0
8329,Santafé de Antioquia,5042.0,0.0,2022.0
8951,Anzá,5044.0,76076.0,2000.0
8952,Anzá,5044.0,0.0,2001.0
8953,Anzá,5044.0,406959.0,2002.0
8954,Anzá,5044.0,0.0,2003.0
8955,Anzá,5044.0,34899.0,2004.0
8956,Anzá,5044.0,88388.0,2005.0
8957,Anzá,5044.0,112283.0,2006.0
8958,Anzá,5044.0,0.0,2007.0
8959,Anzá,5044.0,0.0,2008.0
8960,Anzá,5044.0,74706.0,2009.0
8961,Anzá,5044.0,33347.0,2010.0
8962,Anzá,5044.0,3548782.0,2011.0
8963,Anzá,5044.0,8042237.0,2012.0
8964,Anzá,5044.0,5963370.0,2013.0
8965,Anzá,5044.0,10150821.0,2014.0
8966,Anzá,5044.0,6453449.0,2015.0
8967,Anzá,5044.0,2680136.0,2016.0
8968,Anzá,5044.0,0.0,2017.0
8969,Anzá,5044.0,0.0,2018.0
8970,Anzá,5044.0,0.0,2019.0
8971,Anzá,5044.0,,2020.0
8972,Anzá,5044.0,0.0,2021.0
8973,Anzá,5044.0,2283175.0,2022.0
9595,Apartadó,5045.0,0.0,2000.0
9596,Apartadó,5045.0,0.0,2001.0
9597,Apartadó,5045.0,0.0,2002.0
9598,Apartadó,5045.0,368801.0,2003.0
9599,Apartadó,5045.0,235724.0,2004.0
9600,Apartadó,5045.0,0.0,2005.0
9601,Apartadó,5045.0,0.0,2006.0
9602,Apartadó,5045.0,0.0,2007.0
9603,Apartadó,5045.0,0.0,2008.0
9604,Apartadó,5045.0,0.0,2009.0
9605,Apartadó,5045.0,269.0,2010.0
9606,Apartadó,5045.0,416597.0,2011.0
9607,Apartadó,5045.0,28535.0,2012.0
9608,Apartadó,5045.0,0.0,2013.0
9609,Apartadó,5045.0,45374.0,2014.0
9610,Apartadó,5045.0,785372.0,2015.0
9611,Apartadó,5045.0,1976105.0,2016.0
9612,Apartadó,5045.0,291564.0,2017.0
9613,Apartadó,5045.0,238927.0,2018.0
9614,Apartadó,5045.0,0.0,2019.0
9615,Apartadó,5045.0,,2020.0
9616,Apartadó,5045.0,5601158.0,2021.0
9617,Apartadó,5045.0,17104848.0,2022.0
10239,Arboletes,5051.0,0.0,2000.0
10240,Arboletes,5051.0,0.0,2001.0
10241,Arboletes,5051.0,569313.0,2002.0
10242,Arboletes,5051.0,0.0,2003.0
10243,Arboletes,5051.0,326594.0,2004.0
10244,Arboletes,5051.0,0.0,2005.0
10245,Arboletes,5051.0,0.0,2006.0
10246,Arboletes,5051.0,0.0,2007.0
10247,Arboletes,5051.0,0.0,2008.0
10248,Arboletes,5051.0,0.0,2009.0
10249,Arboletes,5051.0,0.0,2010.0
10250,Arboletes,5051.0,0.0,2011.0
10251,Arboletes,5051.0,0.0,2012.0
10252,Arboletes,5051.0,20156023.0,2013.0
10253,Arboletes,5051.0,6788831.0,2014.0
10254,Arboletes,5051.0,8446277.0,2015.0
10255,Arboletes,5051.0,7206319.0,2016.0
10256,Arboletes,5051.0,0.0,2017.0
10257,Arboletes,5051.0,9226042.0,2018.0
10258,Arboletes,5051.0,7700419.0,2019.0
10259,Arboletes,5051.0,17363898.0,2020.0
10260,Arboletes,5051.0,0.0,2021.0
10261,Arboletes,5051.0,3620874.0,2022.0
10883,Argelia,5055.0,0.0,2000.0
10884,Argelia,5055.0,0.0,2001.0
10885,Argelia,5055.0,0.0,2002.0
10886,Argelia,5055.0,0.0,2003.0
10887,Argelia,5055.0,0.0,2004.0
10888,Argelia,5055.0,0.0,2005.0
10889,Argelia,5055.0,0.0,2006.0
10890,Argelia,5055.0,0.0,2007.0
10891,Argelia,5055.0,67600.0,2008.0
10892,Argelia,5055.0,0.0,2009.0
10893,Argelia,5055.0,437071.0,2010.0
10894,Argelia,5055.0,0.0,2011.0
10895,Argelia,5055.0,537989.0,2012.0
10896,Argelia,5055.0,10782895.0,2013.0
10897,Argelia,5055.0,11453649.0,2014.0
10898,Argelia,5055.0,6116600.0,2015.0
10899,Argelia,5055.0,0.0,2016.0
10900,Argelia,5055.0,4645906.0,2017.0
10901,Argelia,5055.0,0.0,2018.0
10902,Argelia,5055.0,63154494.0,2019.0
10903,Argelia,5055.0,1449.0,2020.0
10904,Argelia,5055.0,3876134.0,2021.0
10905,Argelia,5055.0,14771286.0,2022.0
11527,Armenia,5059.0,0.0,2000.0
11528,Armenia,5059.0,0.0,2001.0
11529,Armenia,5059.0,0.0,2002.0
11530,Armenia,5059.0,0.0,2003.0
11531,Armenia,5059.0,916023.0,2004.0
11532,Armenia,5059.0,0.0,2005.0
11533,Armenia,5059.0,0.0,2006.0
11534,Armenia,5059.0,0.0,2007.0
11535,Armenia,5059.0,0.0,2008.0
11536,Armenia,5059.0,0.0,2009.0
11537,Armenia,5059.0,0.0,2010.0
11538,Armenia,5059.0,0.0,2011.0
11539,Armenia,5059.0,0.0,2012.0
11540,Armenia,5059.0,6671732.0,2013.0
11541,Armenia,5059.0,11582267.0,2014.0
11542,Armenia,5059.0,0.0,2015.0
11543,Armenia,5059.0,0.0,2016.0
11544,Armenia,5059.0,0.0,2017.0
11545,Armenia,5059.0,0.0,2018.0
11546,Armenia,5059.0,0.0,2019.0
11547,Armenia,5059.0,17737485.0,2020.0
11548,Armenia,5059.0,7132.0,2021.0
11549,Armenia,5059.0,0.0,2022.0
12171,Barbosa,5079.0,0.0,2000.0
12172,Barbosa,5079.0,1128.0,2001.0
12173,Barbosa,5079.0,19716.0,2002.0
12174,Barbosa,5079.0,712803.0,2003.0
12175,Barbosa,5079.0,5492.0,2004.0
12176,Barbosa,5079.0,0.0,2005.0
12177,Barbosa,5079.0,0.0,2006.0
12178,Barbosa,5079.0,0.0,2007.0
12179,Barbosa,5079.0,640466.0,2008.0
12180,Barbosa,5079.0,369452.0,2009.0
12181,Barbosa,5079.0,509511.0,2010.0
12182,Barbosa,5079.0,415013.0,2011.0
12183,Barbosa,5079.0,549204.0,2012.0
12184,Barbosa,5079.0,116347.0,2013.0
12185,Barbosa,5079.0,7555.0,2014.0
12186,Barbosa,5079.0,52733.0,2015.0
12187,Barbosa,5079.0,30116.0,2016.0
12188,Barbosa,5079.0,1823702.0,2017.0
12189,Barbosa,5079.0,0.0,2018.0
12190,Barbosa,5079.0,3958638.0,2019.0
12191,Barbosa,5079.0,1028963.0,2020.0
12192,Barbosa,5079.0,0.0,2021.0
12193,Barbosa,5079.0,0.0,2022.0
12815,Belmira,5086.0,0.0,2000.0
12816,Belmira,5086.0,0.0,2001.0
12817,Belmira,5086.0,1502713.0,2002.0
12818,Belmira,5086.0,69651.0,2003.0
12819,Belmira,5086.0,11818.0,2004.0
12820,Belmira,5086.0,2712508.0,2005.0
12821,Belmira,5086.0,362774.0,2006.0
12822,Belmira,5086.0,51402.0,2007.0
12823,Belmira,5086.0,0.0,2008.0
12824,Belmira,5086.0,233474.0,2009.0
12825,Belmira,5086.0,110249.0,2010.0
12826,Belmira,5086.0,57515.0,2011.0
12827,Belmira,5086.0,5252974.0,2012.0
12828,Belmira,5086.0,12369195.0,2013.0
12829,Belmira,5086.0,12353331.0,2014.0
12830,Belmira,5086.0,7252130.0,2015.0
12831,Belmira,5086.0,4683057.0,2016.0
12832,Belmira,5086.0,241340.0,2017.0
12833,Belmira,5086.0,6652163.0,2018.0
12834,Belmira,5086.0,0.0,2019.0
12835,Belmira,5086.0,17385287.0,2020.0
12836,Belmira,5086.0,0.0,2021.0
12837,Belmira,5086.0,0.0,2022.0
13459,Bello,5088.0,1680.0,2000.0
13460,Bello,5088.0,0.0,2001.0
13461,Bello,5088.0,3558.0,2002.0
13462,Bello,5088.0,3894.0,2003.0
13463,Bello,5088.0,0.0,2004.0
13464,Bello,5088.0,0.0,2005.0
13465,Bello,5088.0,16679.0,2006.0
13466,Bello,5088.0,16700.0,2007.0
13467,Bello,5088.0,664719.0,2008.0
13468,Bello,5088.0,14285.0,2009.0
13469,Bello,5088.0,406809.0,2010.0
13470,Bello,5088.0,60646.0,2011.0
13471,Bello,5088.0,194153.0,2012.0
13472,Bello,5088.0,9397.0,2013.0
13473,Bello,5088.0,3471.0,2014.0
13474,Bello,5088.0,3405.0,2015.0
13475,Bello,5088.0,0.0,2016.0
13476,Bello,5088.0,0.0,2017.0
13477,Bello,5088.0,0.0,2018.0
13478,Bello,5088.0,0.0,2019.0
13479,Bello,5088.0,,2020.0
13480,Bello,5088.0,0.0,2021.0
13481,Bello,5088.0,0.0,2022.0
14103,Betania,5091.0,0.0,2000.0
14104,Betania,5091.0,0.0,2001.0
14105,Betania,5091.0,954613.0,2002.0
14106,Betania,5091.0,295140.0,2003.0
14107,Betania,5091.0,0.0,2004.0
14108,Betania,5091.0,0.0,2005.0
14109,Betania,5091.0,0.0,2006.0
14110,Betania,5091.0,0.0,2007.0
14111,Betania,5091.0,1347615.0,2008.0
14112,Betania,5091.0,0.0,2009.0
14113,Betania,5091.0,0.0,2010.0
14114,Betania,5091.0,0.0,2011.0
14115,Betania,5091.0,511538.0,2012.0
14116,Betania,5091.0,9067387.0,2013.0
14117,Betania,5091.0,5648711.0,2014.0
14118,Betania,5091.0,4012126.0,2015.0
14119,Betania,5091.0,1632564.0,2016.0
14120,Betania,5091.0,6790203.0,2017.0
14121,Betania,5091.0,12334865.0,2018.0
14122,Betania,5091.0,14098736.0,2019.0
14123,Betania,5091.0,11081950.0,2020.0
14124,Betania,5091.0,5573697.0,2021.0
14125,Betania,5091.0,2799843.0,2022.0
14747,Betulia,5093.0,0.0,2000.0
14748,Betulia,5093.0,0.0,2001.0
14749,Betulia,5093.0,934792.0,2002.0
14750,Betulia,5093.0,0.0,2003.0
14751,Betulia,5093.0,456646.0,2004.0
14752,Betulia,5093.0,0.0,2005.0
14753,Betulia,5093.0,0.0,2006.0
14754,Betulia,5093.0,0.0,2007.0
14755,Betulia,5093.0,0.0,2008.0
14756,Betulia,5093.0,0.0,2009.0
14757,Betulia,5093.0,0.0,2010.0
14758,Betulia,5093.0,0.0,2011.0
14759,Betulia,5093.0,282959.0,2012.0
14760,Betulia,5093.0,0.0,2013.0
14761,Betulia,5093.0,4805642.0,2014.0
14762,Betulia,5093.0,3343706.0,2015.0
14763,Betulia,5093.0,0.0,2016.0
14764,Betulia,5093.0,0.0,2017.0
14765,Betulia,5093.0,7327113.0,2018.0
14766,Betulia,5093.0,4393007.0,2019.0
14767,Betulia,5093.0,1272037.0,2020.0
14768,Betulia,5093.0,288699.0,2021.0
14769,Betulia,5093.0,285568.0,2022.0
15391,Ciudad Bolívar,5101.0,719590.0,2000.0
15392,Ciudad Bolívar,5101.0,0.0,2001.0
15393,Ciudad Bolívar,5101.0,0.0,2002.0
15394,Ciudad Bolívar,5101.0,967145.0,2003.0
15395,Ciudad Bolívar,5101.0,0.0,2004.0
15396,Ciudad Bolívar,5101.0,0.0,2005.0
15397,Ciudad Bolívar,5101.0,0.0,2006.0
15398,Ciudad Bolívar,5101.0,0.0,2007.0
15399,Ciudad Bolívar,5101.0,0.0,2008.0
15400,Ciudad Bolívar,5101.0,0.0,2009.0
15401,Ciudad Bolívar,5101.0,0.0,2010.0
15402,Ciudad Bolívar,5101.0,0.0,2011.0
15403,Ciudad Bolívar,5101.0,0.0,2012.0
15404,Ciudad Bolívar,5101.0,7094073.0,2013.0
15405,Ciudad Bolívar,5101.0,8349928.0,2014.0
15406,Ciudad Bolívar,5101.0,4525415.0,2015.0
15407,Ciudad Bolívar,5101.0,0.0,2016.0
15408,Ciudad Bolívar,5101.0,332947.0,2017.0
15409,Ciudad Bolívar,5101.0,8864661.0,2018.0
15410,Ciudad Bolívar,5101.0,5608459.0,2019.0
15411,Ciudad Bolívar,5101.0,,2020.0
15412,Ciudad Bolívar,5101.0,0.0,2021.0
15413,Ciudad Bolívar,5101.0,1020377.0,2022.0
16035,Briceño,5107.0,0.0,2000.0
16036,Briceño,5107.0,61019.0,2001.0
16037,Briceño,5107.0,0.0,2002.0
16038,Briceño,5107.0,0.0,2003.0
16039,Briceño,5107.0,0.0,2004.0
16040,Briceño,5107.0,0.0,2005.0
16041,Briceño,5107.0,0.0,2006.0
16042,Briceño,5107.0,0.0,2007.0
16043,Briceño,5107.0,0.0,2008.0
16044,Briceño,5107.0,0.0,2009.0
16045,Briceño,5107.0,1281.0,2010.0
16046,Briceño,5107.0,7811388.0,2011.0
16047,Briceño,5107.0,608845.0,2012.0
16048,Briceño,5107.0,14423727.0,2013.0
16049,Briceño,5107.0,3959167.0,2014.0
16050,Briceño,5107.0,6675247.0,2015.0
16051,Briceño,5107.0,0.0,2016.0
16052,Briceño,5107.0,0.0,2017.0
16053,Briceño,5107.0,13474734.0,2018.0
16054,Briceño,5107.0,0.0,2019.0
16055,Briceño,5107.0,2779444.0,2020.0
16056,Briceño,5107.0,1607333.0,2021.0
16057,Briceño,5107.0,1579934.0,2022.0
16679,Buriticá,5113.0,277080.0,2000.0
16680,Buriticá,5113.0,456593.0,2001.0
16681,Buriticá,5113.0,777767.0,2002.0
16682,Buriticá,5113.0,597143.0,2003.0
16683,Buriticá,5113.0,731666.0,2004.0
16684,Buriticá,5113.0,543595.0,2005.0
16685,Buriticá,5113.0,1222355.0,2006.0
16686,Buriticá,5113.0,538078.0,2007.0
16687,Buriticá,5113.0,966244.0,2008.0
16688,Buriticá,5113.0,6358222.0,2009.0
16689,Buriticá,5113.0,5630339.0,2010.0
16690,Buriticá,5113.0,5186239.0,2011.0
16691,Buriticá,5113.0,5088758.0,2012.0
16692,Buriticá,5113.0,18639263.0,2013.0
16693,Buriticá,5113.0,16050849.0,2014.0
16694,Buriticá,5113.0,11109589.0,2015.0
16695,Buriticá,5113.0,10649147.0,2016.0
16696,Buriticá,5113.0,4296086.0,2017.0
16697,Buriticá,5113.0,5679956.0,2018.0
16698,Buriticá,5113.0,16362461.0,2019.0
16699,Buriticá,5113.0,202299.0,2020.0
16700,Buriticá,5113.0,44940669.0,2021.0
16701,Buriticá,5113.0,83808202.0,2022.0
17323,Cáceres,5120.0,12149552.0,2000.0
17324,Cáceres,5120.0,0.0,2001.0
17325,Cáceres,5120.0,0.0,2002.0
17326,Cáceres,5120.0,28773422.0,2003.0
17327,Cáceres,5120.0,10274554.0,2004.0
17328,Cáceres,5120.0,5582069.0,2005.0
17329,Cáceres,5120.0,4568165.0,2006.0
17330,Cáceres,5120.0,9346629.0,2007.0
17331,Cáceres,5120.0,0.0,2008.0
17332,Cáceres,5120.0,6488209.0,2009.0
17333,Cáceres,5120.0,5145743.0,2010.0
17334,Cáceres,5120.0,2247093.0,2011.0
